chrom	start	end	nogene_Shap
chr4	147736576	147738624	-12.077474594116211
chr4	147738624	147740672	-10.80086898803711
chr4	147752960	147755008	-25.865299224853516
chr4	147767296	147769344	-18.130741119384766
chr4	147810304	147812352	-11.647761344909668
chr4	147812352	147814400	-21.85214614868164
chr4	147824640	147826688	-10.978139877319336
chr4	147857408	147859456	-10.081666946411133
chr4	147861504	147863552	-10.52324390411377
chr4	147863552	147865600	-12.914827346801758
chr4	147869696	147871744	-12.70494270324707
chr4	147980288	147982336	-13.638586044311523
chr4	147982336	147984384	-11.518141746520996
chr4	147984384	147986432	-15.560930252075195
chr3	144963584	144965632	-11.637537002563477
chr3	144975872	144977920	-11.087376594543457
chr7	87152640	87154688	-23.745067596435547
chr7	87230464	87232512	-10.63125991821289
chr7	87234560	87236608	-12.698015213012695
chr7	87312384	87314432	-12.28933048248291
chr7	87414784	87416832	-33.91499710083008
chr8	34508800	34510848	-10.549670219421387
chr8	34598912	34600960	-11.390957832336426
chr8	34785280	34787328	-12.780579566955566
chr4	159225856	159227904	-12.096871376037598
chr4	159227904	159229952	-12.655851364135742
chr4	159232000	159234048	-13.468557357788086
chr4	159238144	159240192	-12.544565200805664
chr4	159266816	159268864	-21.788904190063477
chr4	159283200	159285248	-12.97113037109375
chr4	159293440	159295488	-16.868213653564453
chr4	159340544	159342592	-16.274011611938477
chr4	159348736	159350784	-10.811883926391602
chr4	159358976	159361024	-13.866353988647461
chr4	159373312	159375360	-12.707024574279785
chr4	159395840	159397888	-14.343292236328125
chr4	159397888	159399936	-15.312990188598633
chr4	159399936	159401984	-10.774842262268066
chr4	159725568	159727616	-12.687100410461426
chr4	159948800	159950848	-15.74445629119873
chr4	160008192	160010240	-14.628507614135742
chr4	108570624	108572672	-24.112537384033203
chr4	108650496	108652544	-18.334667205810547
chr4	108656640	108658688	-12.211034774780273
chr4	108779520	108781568	-14.616498947143555
chr4	108834816	108836864	-11.571601867675781
chr16	23300096	23302144	-11.685041427612305
chr16	23449600	23451648	-20.01721954345703
chr16	23504896	23506944	-12.86803913116455
chr16	23506944	23508992	-11.524588584899902
chr16	23508992	23511040	-20.634414672851562
chr16	23545856	23547904	-10.221434593200684
chr16	23584768	23586816	-12.796884536743164
chr16	24039424	24041472	-14.063665390014648
chr16	24041472	24043520	-10.453184127807617
chr7	79063040	79065088	-14.005599975585938
chr7	79271936	79273984	-27.042978286743164
chr7	79282176	79284224	-17.255847930908203
chr7	79296512	79298560	-16.963359832763672
chr7	79298560	79300608	-11.396040916442871
chr2	123181056	123183104	-10.574899673461914
chr11	81827840	81829888	-11.393314361572266
chr11	82540544	82542592	-10.215818405151367
chr1	184223744	184225792	-11.344291687011719
chr1	184561664	184563712	-11.672046661376953
chr14	45957120	45959168	-11.194520950317383
chr4	47687680	47689728	-10.6375093460083
chr4	47839232	47841280	-14.784910202026367
chr4	47925248	47927296	-17.170679092407227
chr5	180543488	180545536	-11.300922393798828
chr6	5052416	5054464	-12.083504676818848
chr6	5113856	5115904	-11.101841926574707
chr6	5400576	5402624	-10.794684410095215
chr6	5765120	5767168	-13.05083179473877
chr9	4020224	4022272	-11.11896800994873
chr9	4108288	4110336	-12.586527824401855
chr9	4374528	4376576	-45.35224914550781
chr9	4392960	4395008	-18.02437400817871
chr8	21698560	21700608	-11.4516019821167
chr8	21702656	21704704	-10.230769157409668
chr8	22005760	22007808	-10.928777694702148
chr8	22089728	22091776	-21.09320068359375
chr8	22128640	22130688	-22.513988494873047
chr8	22136832	22138880	-11.218157768249512
chr8	22163456	22165504	-14.558202743530273
chr8	22241280	22243328	-20.17550277709961
chr8	22288384	22290432	-10.344623565673828
chr8	22331392	22333440	-12.055466651916504
chr7	111892480	111894528	-16.647287368774414
chr7	112414720	112416768	-15.690786361694336
chr7	112451584	112453632	-16.864177703857422
chr7	112480256	112482304	-11.129209518432617
chr4	87113728	87115776	-17.524126052856445
chr11	90826752	90828800	-10.456305503845215
chr11	91076608	91078656	-10.727648735046387
chr1	86499328	86501376	-25.76827621459961
chr1	86743040	86745088	-15.861488342285156
chr19	56748032	56750080	-11.524362564086914
chr19	56750080	56752128	-9.983426094055176
chr19	56752128	56754176	-11.002989768981934
chr19	57337856	57339904	-10.903172492980957
chr19	57364480	57366528	-13.51762580871582
chr3	61380608	61382656	-12.721956253051758
chr3	61706240	61708288	-21.244659423828125
chr9	77148160	77150208	-13.819784164428711
chr9	77402112	77404160	-11.832282066345215
chr9	77455360	77457408	-11.979934692382812
chr8	109340672	109342720	-12.00731372833252
chr8	109561856	109563904	-23.638729095458984
chr8	109750272	109752320	-10.107694625854492
chr8	110024704	110026752	-14.682316780090332
chr8	110026752	110028800	-13.279452323913574
chr8	110075904	110077952	-10.424741744995117
chr1	52365312	52367360	-26.35061264038086
chr1	52367360	52369408	-11.101747512817383
chr1	52684800	52686848	-25.25933074951172
chr1	52703232	52705280	-13.378690719604492
chr1	52748288	52750336	-11.927044868469238
chr1	52824064	52826112	-14.034194946289062
chr1	52840448	52842496	-13.641008377075195
chr9	2695168	2697216	-12.18082046508789
chr9	2709504	2711552	-13.607566833496094
chr9	2795520	2797568	-11.17164134979248
chr9	2842624	2844672	-29.253189086914062
chr9	2856960	2859008	-23.412273406982422
chr4	112214016	112216064	-12.538200378417969
chr4	112232448	112234496	-14.974261283874512
chr4	112236544	112238592	-10.82952880859375
chr4	112242688	112244736	-12.469098091125488
chr4	112285696	112287744	-14.665632247924805
chr4	97720320	97722368	-12.475947380065918
chr4	97941504	97943552	-17.413835525512695
chr4	98029568	98031616	-10.30927848815918
chr4	98045952	98048000	-11.541776657104492
chr4	98048000	98050048	-11.349252700805664
chr4	98064384	98066432	-12.574033737182617
chr4	98148352	98150400	-16.403583526611328
chr4	98338816	98340864	-15.724510192871094
chr4	98355200	98357248	-12.613579750061035
chr4	98375680	98377728	-17.265636444091797
chr4	98377728	98379776	-10.640891075134277
chr4	98473984	98476032	-13.496495246887207
chr6	3184640	3186688	-10.198728561401367
chr6	3248128	3250176	-18.011472702026367
chr6	3250176	3252224	-19.419797897338867
chr6	3280896	3282944	-20.296499252319336
chr6	3729408	3731456	-10.565274238586426
chr6	3733504	3735552	-17.22842025756836
chr6	3758080	3760128	-10.369182586669922
chr7	77424640	77426688	-12.039057731628418
chr7	77654016	77656064	-19.22720718383789
chr7	77756416	77758464	-13.952674865722656
chr4	158003200	158005248	-11.902039527893066
chr4	158253056	158255104	-22.4807071685791
chr4	158711808	158713856	-10.110432624816895
chr4	158752768	158754816	-14.568891525268555
chr3	193640448	193642496	-12.391012191772461
chr3	193667072	193669120	-59.41312789916992
chr3	193779712	193781760	-13.7151460647583
chr7	85037056	85039104	-13.329000473022461
chr7	85041152	85043200	-13.411453247070312
chr3	105371648	105373696	-10.006250381469727
chr7	123310080	123312128	-10.077043533325195
chr7	123680768	123682816	-15.690142631530762
chr7	123703296	123705344	-17.273082733154297
chr7	123863040	123865088	-13.9973726272583
chr7	123867136	123869184	-10.21098804473877
chr6	113135616	113137664	-11.20728874206543
chr7	7424000	7426048	-10.61494255065918
chr7	7544832	7546880	-10.513224601745605
chr8	20230144	20232192	-13.088966369628906
chr8	20232192	20234240	-12.524230003356934
chr8	20240384	20242432	-19.17657470703125
chr8	20258816	20260864	-12.523884773254395
chr8	20328448	20330496	-10.351401329040527
chr8	20340736	20342784	-11.855996131896973
chr8	20363264	20365312	-10.503660202026367
chr8	20371456	20373504	-10.161877632141113
chr8	20600832	20602880	-10.329575538635254
chr8	20602880	20604928	-11.915836334228516
chr8	20619264	20621312	-13.995803833007812
chr3	122382336	122384384	-12.525436401367188
chr3	122388480	122390528	-16.149394989013672
chr3	122402816	122404864	-10.332120895385742
chr3	122415104	122417152	-15.714696884155273
chr3	122431488	122433536	-18.674972534179688
chr3	122439680	122441728	-11.309770584106445
chr3	122443776	122445824	-12.06431770324707
chr3	122466304	122468352	-13.97441291809082
chr3	122468352	122470400	-10.45130443572998
chr3	122482688	122484736	-11.240156173706055
chr3	122484736	122486784	-11.342850685119629
chr3	122490880	122492928	-13.11194896697998
chr3	122492928	122494976	-13.4864501953125
chr3	122497024	122499072	-17.538497924804688
chr3	122505216	122507264	-14.929898262023926
chr3	122517504	122519552	-12.439802169799805
chr18	33206272	33208320	-15.968541145324707
chr6	81752064	81754112	-13.166911125183105
chr7	28121088	28123136	-11.438879013061523
chr7	28125184	28127232	-15.726423263549805
chr7	28129280	28131328	-15.347951889038086
chr7	28151808	28153856	-12.78541088104248
chr7	28166144	28168192	-11.909350395202637
chr7	28184576	28186624	-10.416994094848633
chr7	28192768	28194816	-19.455440521240234
chr3	128602112	128604160	-10.925618171691895
chr3	128606208	128608256	-23.067867279052734
chr3	128608256	128610304	-21.424348831176758
chr3	128616448	128618496	-11.359273910522461
chr3	128649216	128651264	-23.729480743408203
chr3	51388416	51390464	-36.3674201965332
chr3	51390464	51392512	-12.899724006652832
chr3	51433472	51435520	-16.8587589263916
chr3	51451904	51453952	-32.30263137817383
chr3	51499008	51501056	-58.956932067871094
chr3	51501056	51503104	-23.17392349243164
chr3	51566592	51568640	-17.55637550354004
chr3	51589120	51591168	-20.084461212158203
chr3	51611648	51613696	-24.72903823852539
chr3	51668992	51671040	-18.284460067749023
chr3	51804160	51806208	-11.698262214660645
chr3	51941376	51943424	-41.48412322998047
chr3	51968000	51970048	-16.234163284301758
chr8	73324544	73326592	-19.02479362487793
chr8	73326592	73328640	-25.814916610717773
chr8	73396224	73398272	-21.61089515686035
chr8	73418752	73420800	-20.74142074584961
chr8	73527296	73529344	-13.095934867858887
chr8	73533440	73535488	-11.967752456665039
chr8	73578496	73580544	-11.715391159057617
chr8	73609216	73611264	-11.133761405944824
chr3	118816768	118818816	-23.35075569152832
chr3	119218176	119220224	-13.382946968078613
chr3	119240704	119242752	-20.24351692199707
chr3	119275520	119277568	-10.537147521972656
chr3	119300096	119302144	-16.168434143066406
chr3	119310336	119312384	-13.25397777557373
chr3	119316480	119318528	-13.750666618347168
chr3	119336960	119339008	-22.18483543395996
chr3	119339008	119341056	-22.293071746826172
chr3	119349248	119351296	-15.054903030395508
chr3	119353344	119355392	-16.593341827392578
chr3	119363584	119365632	-10.29569149017334
chr3	119429120	119431168	-10.298285484313965
chr8	33280000	33282048	-11.190296173095703
chr8	33282048	33284096	-12.937253952026367
chr8	33468416	33470464	-16.773569107055664
chr8	33472512	33474560	-17.81915855407715
chr4	138092544	138094592	-13.233325004577637
chr4	138182656	138184704	-14.39781665802002
chr7	4225024	4227072	-9.972039222717285
chr7	4626432	4628480	-15.154995918273926
chr7	4630528	4632576	-28.223703384399414
chr7	4698112	4700160	-15.020814895629883
chr7	4710400	4712448	-19.533931732177734
chr7	4718592	4720640	-15.71514892578125
chr7	4722688	4724736	-17.456890106201172
chr7	4724736	4726784	-13.569221496582031
chr7	4755456	4757504	-16.205738067626953
chr7	4769792	4771840	-15.976175308227539
chr7	4773888	4775936	-16.679622650146484
chr7	4777984	4780032	-19.293094635009766
chr7	4790272	4792320	-28.314800262451172
chr7	4792320	4794368	-21.021286010742188
chr7	4798464	4800512	-18.167339324951172
chr1	81670144	81672192	-11.564475059509277
chr1	81700864	81702912	-10.214935302734375
chr1	81799168	81801216	-12.713674545288086
chr1	82184192	82186240	-10.818620681762695
chr3	161624064	161626112	-10.638833999633789
chr3	161640448	161642496	-12.636408805847168
chr3	161716224	161718272	-13.558735847473145
chr3	161765376	161767424	-15.746623039245605
chr3	162162688	162164736	-10.050503730773926
chr3	162164736	162166784	-12.829599380493164
chr11	90951680	90953728	-10.39393424987793
chr11	91260928	91262976	-12.15213680267334
chr2	168120320	168122368	-17.844898223876953
chr2	168128512	168130560	-16.890819549560547
chr2	168136704	168138752	-11.438294410705566
chr2	168335360	168337408	-10.685344696044922
chr5	147101696	147103744	-10.781889915466309
chr5	147390464	147392512	-13.128755569458008
chr5	147576832	147578880	-18.86752700805664
chr5	147851264	147853312	-12.784856796264648
chr5	147933184	147935232	-11.277796745300293
chr2	197140480	197142528	-12.848333358764648
chr2	197158912	197160960	-12.391585350036621
chr2	197212160	197214208	-11.647542953491211
chr2	197218304	197220352	-10.857301712036133
chr2	197236736	197238784	-11.373281478881836
chr2	197296128	197298176	-13.7535982131958
chr2	197304320	197306368	-11.897714614868164
chr2	197545984	197548032	-10.146738052368164
chr16	27222016	27224064	-14.294504165649414
chr16	27254784	27256832	-10.273760795593262
chr16	27275264	27277312	-10.329519271850586
chr16	27287552	27289600	-12.706154823303223
chr16	27301888	27303936	-25.073810577392578
chr16	27348992	27351040	-17.266979217529297
chr16	27445248	27447296	-10.184189796447754
chr16	27453440	27455488	-25.96091651916504
chr16	27467776	27469824	-14.357645034790039
chr16	27469824	27471872	-15.083806037902832
chr16	27471872	27473920	-22.871057510375977
chr16	27535360	27537408	-14.02534294128418
chr16	27547648	27549696	-15.82646656036377
chr16	27549696	27551744	-47.00720977783203
chr10	131645440	131647488	-11.332402229309082
chr10	131647488	131649536	-13.634188652038574
chr10	131887104	131889152	-12.47169303894043
chr10	131948544	131950592	-19.527990341186523
chr10	131964928	131966976	-24.833242416381836
chr10	132018176	132020224	-14.055580139160156
chr10	132020224	132022272	-27.175769805908203
chr3	105517056	105519104	-14.659902572631836
chr3	105519104	105521152	-12.777047157287598
chr3	105551872	105553920	-11.149147987365723
chr7	70658048	70660096	-10.462564468383789
chr6	109076480	109078528	-14.948488235473633
chr6	109139968	109142016	-10.26877498626709
chr9	641024	643072	-20.775720596313477
chr9	647168	649216	-16.273103713989258
chr9	649216	651264	-20.874858856201172
chr9	671744	673792	-15.123086929321289
chr9	673792	675840	-17.986454010009766
chr9	679936	681984	-11.663037300109863
chr9	681984	684032	-22.11916160583496
chr9	690176	692224	-11.41649341583252
chr10	3780608	3782656	-41.458072662353516
chr10	3782656	3784704	-22.138254165649414
chr10	3801088	3803136	-15.134501457214355
chr14	47538176	47540224	-14.429316520690918
chr14	47616000	47618048	-12.448862075805664
chr1	246450176	246452224	-12.751591682434082
chr1	246501376	246503424	-10.583648681640625
chr1	246611968	246614016	-21.677417755126953
chr20	19687424	19689472	-32.87897491455078
chr20	19740672	19742720	-24.17104721069336
chr20	19748864	19750912	-17.916378021240234
chr20	19769344	19771392	-9.988039016723633
chr20	19777536	19779584	-11.0360689163208
chr20	19820544	19822592	-12.125730514526367
chr6	166479872	166481920	-11.20637035369873
chr6	166488064	166490112	-11.343415260314941
chr6	166490112	166492160	-10.491670608520508
chr6	166514688	166516736	-10.209205627441406
chr6	166524928	166526976	-13.198921203613281
chr6	166543360	166545408	-17.275278091430664
chr6	166551552	166553600	-22.92453956604004
chr6	166619136	166621184	-10.551877975463867
chr6	166621184	166623232	-10.60052490234375
chr6	166950912	166952960	-26.971405029296875
chr6	166971392	166973440	-10.931307792663574
chr6	166987776	166989824	-17.601459503173828
chr6	167159808	167161856	-15.681753158569336
chr6	167188480	167190528	-9.989341735839844
chr6	167217152	167219200	-10.733765602111816
chr6	167256064	167258112	-11.116665840148926
chr5	159154176	159156224	-19.010414123535156
chr5	159156224	159158272	-23.853548049926758
chr5	159229952	159232000	-16.738094329833984
chr1	104810496	104812544	-10.054786682128906
chr4	15458304	15460352	-17.222335815429688
chr4	15478784	15480832	-37.78839874267578
chr4	15618048	15620096	-14.561185836791992
chr4	15634432	15636480	-15.508488655090332
chr4	15650816	15652864	-13.304834365844727
chr2	44953600	44955648	-29.041833877563477
chr2	44969984	44972032	-27.666818618774414
chr2	44972032	44974080	-30.021087646484375
chr2	45490176	45492224	-12.737974166870117
chr2	45492224	45494272	-13.344282150268555
chr2	45496320	45498368	-12.563299179077148
chr2	45613056	45615104	-10.262439727783203
chr14	43794432	43796480	-10.253400802612305
chr14	43892736	43894784	-11.507997512817383
chr14	44568576	44570624	-11.540465354919434
chr1	209836032	209838080	-10.726964950561523
chr1	210360320	210362368	-11.284890174865723
chr5	154880000	154882048	-14.882356643676758
chr5	154884096	154886144	-10.140993118286133
chr5	154898432	154900480	-12.289190292358398
chr5	154902528	154904576	-19.654420852661133
chr5	154916864	154918912	-12.27813720703125
chr5	154927104	154929152	-12.186468124389648
chr5	154931200	154933248	-10.106233596801758
chr5	154976256	154978304	-10.611163139343262
chr5	155115520	155117568	-11.56601333618164
chr5	155697152	155699200	-13.9019775390625
chr7	50595840	50597888	-18.295488357543945
chr7	50630656	50632704	-12.543252944946289
chr7	50632704	50634752	-11.640859603881836
chr18	36841472	36843520	-12.26852035522461
chr18	36851712	36853760	-10.732199668884277
chr18	37300224	37302272	-13.313039779663086
chr18	37332992	37335040	-11.18159294128418
chr18	37396480	37398528	-14.410728454589844
chr18	37435392	37437440	-11.531386375427246
chr18	37445632	37447680	-11.042996406555176
chr18	37472256	37474304	-10.085299491882324
chr18	37494784	37496832	-10.173648834228516
chr18	37670912	37672960	-10.023380279541016
chr18	37672960	37675008	-11.221956253051758
chr16	23461888	23463936	-13.851602554321289
chr4	18479104	18481152	-11.702871322631836
chr4	18505728	18507776	-9.9757080078125
chr4	18690048	18692096	-10.73572826385498
chr4	18857984	18860032	-10.603424072265625
chr4	18872320	18874368	-18.674705505371094
chr4	18888704	18890752	-13.698736190795898
chr4	18896896	18898944	-14.791829109191895
chr4	18903040	18905088	-10.116349220275879
chr4	18913280	18915328	-12.038105964660645
chr2	195659776	195661824	-11.725202560424805
chr2	195936256	195938304	-12.390474319458008
chr12	30691328	30693376	-11.202779769897461
chr12	30709760	30711808	-18.68124008178711
chr6	106997760	106999808	-17.140960693359375
chr6	107028480	107030528	-26.86223793029785
chr6	107110400	107112448	-14.78022575378418
chr6	107112448	107114496	-12.40583610534668
chr6	107132928	107134976	-12.380778312683105
chr6	107177984	107180032	-17.718135833740234
chr6	107292672	107294720	-15.136897087097168
chr6	107352064	107354112	-16.819284439086914
chr6	19095552	19097600	-11.367422103881836
chr6	91574272	91576320	-11.779156684875488
chr1	204607488	204609536	-11.504671096801758
chr1	205062144	205064192	-11.798341751098633
chr1	205119488	205121536	-10.073087692260742
chr1	205170688	205172736	-10.652411460876465
chr10	115566592	115568640	-14.728734970092773
chr10	115904512	115906560	-14.563997268676758
chr8	28491776	28493824	-15.608642578125
chr8	28743680	28745728	-10.637585639953613
chr8	28784640	28786688	-13.662066459655762
chr8	28786688	28788736	-16.219745635986328
chr8	29065216	29067264	-12.90973949432373
chr8	29126656	29128704	-13.556924819946289
chr8	29134848	29136896	-12.784401893615723
chr3	88000512	88002560	-16.086872100830078
chr3	88002560	88004608	-27.160659790039062
chr3	88055808	88057856	-18.62180519104004
chr3	88109056	88111104	-16.415380477905273
chr3	88113152	88115200	-32.87636947631836
chr3	88147968	88150016	-14.219136238098145
chr3	88317952	88320000	-11.118388175964355
chr1	8314880	8316928	-14.209877014160156
chr1	8345600	8347648	-18.190397262573242
chr15	91514880	91516928	-11.371541976928711
chr15	91918336	91920384	-14.42412281036377
chr15	91926528	91928576	-23.1279296875
chr12	6639616	6641664	-13.2935791015625
chr12	6682624	6684672	-11.869270324707031
chr12	6709248	6711296	-11.029206275939941
chr12	6721536	6723584	-11.15015697479248
chr12	6832128	6834176	-14.510701179504395
chr12	6873088	6875136	-13.782629013061523
chr12	6940672	6942720	-16.872135162353516
chr12	6942720	6944768	-11.453681945800781
chr12	6961152	6963200	-11.436769485473633
chr12	6967296	6969344	-19.855030059814453
chr12	7018496	7020544	-12.283151626586914
chr12	7041024	7043072	-16.398746490478516
chr12	7094272	7096320	-10.884077072143555
chr12	7110656	7112704	-20.407665252685547
chr12	7139328	7141376	-11.165096282958984
chr12	7143424	7145472	-20.464384078979492
chr1	117159936	117161984	-9.984381675720215
chr1	117282816	117284864	-18.398256301879883
chr1	117512192	117514240	-14.093366622924805
chr1	117514240	117516288	-19.527307510375977
chr13	39497728	39499776	-17.200653076171875
chr13	39536640	39538688	-30.2187557220459
chr13	39673856	39675904	-13.050186157226562
chr13	40407040	40409088	-12.696581840515137
chr13	73265152	73267200	-12.210659980773926
chr13	73693184	73695232	-31.419036865234375
chr13	73695232	73697280	-21.24274444580078
chr13	73705472	73707520	-11.476893424987793
chr13	73723904	73725952	-11.908205032348633
chr13	73754624	73756672	-17.174976348876953
chr13	73834496	73836544	-12.40660285949707
chrX	6434816	6436864	-10.101581573486328
chrX	6553600	6555648	-10.792479515075684
chrX	6572032	6574080	-13.150782585144043
chrX	6576128	6578176	-15.346346855163574
chrX	6592512	6594560	-11.588850021362305
chrX	6594560	6596608	-12.678888320922852
chrX	6596608	6598656	-14.470367431640625
chrX	6688768	6690816	-10.772466659545898
chr2	180977664	180979712	-14.496942520141602
chr2	180979712	180981760	-30.498004913330078
chr8	120436736	120438784	-19.503719329833984
chr7	101253120	101255168	-12.68710708618164
chr7	101273600	101275648	-10.950247764587402
chr7	101279744	101281792	-17.037097930908203
chr7	101281792	101283840	-31.617618560791016
chr7	101292032	101294080	-11.272600173950195
chr7	101304320	101306368	-14.33452320098877
chr7	101314560	101316608	-16.857439041137695
chr7	101359616	101361664	-11.613882064819336
chr7	101533696	101535744	-10.674062728881836
chr7	101539840	101541888	-18.604114532470703
chr12	93595648	93597696	-11.373820304870605
chr12	93802496	93804544	-14.106236457824707
chr12	94074880	94076928	-19.218109130859375
chr12	94101504	94103552	-18.332630157470703
chr12	94103552	94105600	-24.998069763183594
chr12	94136320	94138368	-12.352380752563477
chr12	94142464	94144512	-14.582552909851074
chr12	94144512	94146560	-20.491798400878906
chr3	128604160	128606208	-14.376704216003418
chr3	128874496	128876544	-12.044393539428711
chr3	128878592	128880640	-12.449899673461914
chr3	128968704	128970752	-13.025747299194336
chr9	123371520	123373568	-14.556004524230957
chr9	123414528	123416576	-10.928274154663086
chr9	123541504	123543552	-13.920954704284668
chrX	100071424	100073472	-11.12281608581543
chrX	100073472	100075520	-13.553807258605957
chrX	100175872	100177920	-10.83180046081543
chr2	190806016	190808064	-14.253759384155273
chr2	190851072	190853120	-18.954626083374023
chr2	190961664	190963712	-10.533188819885254
chr2	190982144	190984192	-10.765793800354004
chr20	3117056	3119104	-14.290809631347656
chr20	3209216	3211264	-30.27376365661621
chr20	3219456	3221504	-17.686805725097656
chr20	3248128	3250176	-12.598199844360352
chr20	3313664	3315712	-15.270917892456055
chr7	50204672	50206720	-15.013346672058105
chr7	50413568	50415616	-11.738489151000977
chr18	7208960	7211008	-11.641426086425781
chr6	35758080	35760128	-15.151739120483398
chr6	36096000	36098048	-14.253021240234375
chr18	59672576	59674624	-12.539532661437988
chr18	59678720	59680768	-11.581774711608887
chr18	59691008	59693056	-10.957292556762695
chr18	59713536	59715584	-15.020434379577637
chr18	59717632	59719680	-23.582805633544922
chr18	59740160	59742208	-10.529589653015137
chr18	59742208	59744256	-13.4308443069458
chr18	59750400	59752448	-18.124704360961914
chr18	59756544	59758592	-11.76700210571289
chr18	59768832	59770880	-13.096216201782227
chr18	59795456	59797504	-10.511350631713867
chr18	59836416	59838464	-12.191801071166992
chr18	59848704	59850752	-10.905139923095703
chr18	59850752	59852800	-32.93001937866211
chr18	59863040	59865088	-11.829833984375
chr18	59869184	59871232	-20.137210845947266
chr18	59873280	59875328	-11.513463020324707
chr18	59877376	59879424	-10.20222282409668
chr18	59916288	59918336	-21.71371841430664
chr18	59987968	59990016	-37.1652717590332
chr18	59992064	59994112	-14.262168884277344
chr18	60547072	60549120	-10.632390975952148
chr18	60549120	60551168	-10.237138748168945
chr8	9756672	9758720	-11.42357349395752
chr8	10041344	10043392	-16.202306747436523
chr1	178282496	178284544	-11.931106567382812
chr1	178530304	178532352	-11.84511947631836
chr1	178532352	178534400	-14.642534255981445
chr1	178538496	178540544	-12.172247886657715
chr3	146219008	146221056	-10.159180641174316
chr7	41940992	41943040	-19.29190444946289
chr7	41975808	41977856	-15.149401664733887
chr7	41977856	41979904	-18.807607650756836
chr2	155549696	155551744	-11.839441299438477
chr2	155719680	155721728	-10.996114730834961
chrX	43071488	43073536	-10.196372032165527
chrX	43091968	43094016	-11.471019744873047
chrX	43223040	43225088	-10.068841934204102
chrX	43325440	43327488	-11.837627410888672
chrX	43509760	43511808	-11.01827335357666
chrX	43522048	43524096	-11.113476753234863
chrX	43554816	43556864	-16.409605026245117
chrX	43556864	43558912	-16.583629608154297
chrX	43558912	43560960	-33.52033615112305
chrX	43630592	43632640	-13.523547172546387
chrX	43745280	43747328	-14.288518905639648
chrX	43747328	43749376	-12.684849739074707
chr15	26066944	26068992	-10.99571704864502
chr15	26275840	26277888	-10.402939796447754
chr17	29292544	29294592	-11.54716682434082
chr17	29534208	29536256	-26.905298233032227
chr5	108963840	108965888	-10.616820335388184
chr5	109410304	109412352	-34.080867767333984
chr5	109473792	109475840	-16.028528213500977
chr5	109740032	109742080	-12.598858833312988
chr11	36364288	36366336	-12.190774917602539
chr11	36411392	36413440	-10.243237495422363
chr11	36419584	36421632	-13.631143569946289
chr11	36421632	36423680	-18.528160095214844
chr11	36423680	36425728	-14.658578872680664
chr11	36560896	36562944	-16.1300106048584
chr11	36745216	36747264	-15.8876371383667
chr4	172408832	172410880	-10.174406051635742
chr10	110405632	110407680	-12.27644157409668
chr10	110446592	110448640	-14.718904495239258
chr10	110462976	110465024	-17.922672271728516
chr10	110600192	110602240	-10.7244234085083
chr11	92942336	92944384	-38.476165771484375
chr11	92950528	92952576	-12.506759643554688
chr11	92952576	92954624	-12.523077011108398
chr11	93052928	93054976	-18.93881607055664
chr11	93054976	93057024	-19.88258934020996
chr11	93059072	93061120	-16.05364990234375
chr11	93083648	93085696	-13.157358169555664
chr11	93112320	93114368	-10.784845352172852
chr11	127344640	127346688	-11.121038436889648
chr11	127903744	127905792	-14.393899917602539
chr11	127956992	127959040	-13.198202133178711
chr11	127965184	127967232	-13.437698364257812
chr11	127967232	127969280	-10.407796859741211
chr20	44902400	44904448	-15.139452934265137
chr20	44908544	44910592	-13.850733757019043
chr20	44916736	44918784	-10.257436752319336
chr20	44974080	44976128	-13.0258150100708
chr20	44998656	45000704	-10.613656997680664
chr20	45015040	45017088	-13.30528450012207
chr20	45035520	45037568	-14.174123764038086
chr20	45320192	45322240	-13.399371147155762
chr20	45361152	45363200	-15.298301696777344
chr6	50812928	50814976	-14.841792106628418
chr16	3655680	3657728	-19.413681030273438
chr16	3661824	3663872	-18.750967025756836
chr16	3663872	3665920	-11.8585786819458
chr16	3674112	3676160	-10.844903945922852
chr8	95203328	95205376	-9.981710433959961
chr8	95223808	95225856	-10.044976234436035
chr8	95727616	95729664	-11.191107749938965
chr16	60964864	60966912	-12.064374923706055
chr16	61218816	61220864	-12.454252243041992
chr16	61403136	61405184	-10.51268482208252
chr16	61579264	61581312	-10.020560264587402
chr16	61630464	61632512	-10.015783309936523
chr3	78643200	78645248	-25.88033103942871
chr3	78647296	78649344	-17.242151260375977
chr3	78657536	78659584	-30.991973876953125
chr3	78659584	78661632	-23.891603469848633
chr3	78667776	78669824	-11.173460006713867
chr3	78671872	78673920	-17.585559844970703
chr3	78673920	78675968	-12.191508293151855
chr12	68743168	68745216	-20.152462005615234
chr12	68745216	68747264	-15.039179801940918
chr12	68786176	68788224	-25.260446548461914
chr12	68829184	68831232	-11.995094299316406
chr12	92141568	92143616	-10.385770797729492
chr11	45334528	45336576	-13.59691333770752
chr11	45340672	45342720	-20.90426254272461
chr11	45801472	45803520	-11.11695671081543
chr11	45844480	45846528	-28.143123626708984
chr11	45873152	45875200	-12.241584777832031
chr5	132190208	132192256	-26.17807960510254
chr5	132222976	132225024	-10.836084365844727
chr5	132227072	132229120	-12.800481796264648
chr5	132366336	132368384	-14.081268310546875
chr5	132386816	132388864	-30.385467529296875
chr5	132499456	132501504	-21.381072998046875
chr1	177631232	177633280	-10.194622993469238
chr1	177924096	177926144	-15.527117729187012
chr1	177946624	177948672	-20.218185424804688
