chrom	start	end	lncRNA_Shap
chrX	42868736	42870784	-33.144405364990234
chrX	42876928	42878976	-29.043182373046875
chrX	42878976	42881024	-32.2360954284668
chrX	42883072	42885120	-38.14522171020508
chrX	42899456	42901504	-33.494972229003906
chrX	42905600	42907648	-67.25436401367188
chrX	42911744	42913792	-40.91443634033203
chrX	42915840	42917888	-26.2857666015625
chrX	42917888	42919936	-44.772674560546875
chrX	42919936	42921984	-27.93256187438965
chrX	42926080	42928128	-36.44566345214844
chrX	42928128	42930176	-56.192283630371094
chrX	42954752	42956800	-49.34119415283203
chrX	42969088	42971136	-34.814857482910156
chrX	42973184	42975232	-59.0301513671875
chrX	42975232	42977280	-47.898677825927734
chrX	42977280	42979328	-42.35283660888672
chrX	42979328	42981376	-45.95362091064453
chrX	42981376	42983424	-31.566308975219727
chrX	42989568	42991616	-28.385692596435547
chrX	42995712	42997760	-35.43893051147461
chrX	43016192	43018240	-36.933189392089844
chrX	43020288	43022336	-40.19619369506836
chrX	43022336	43024384	-46.373844146728516
chrX	43028480	43030528	-46.867576599121094
chrX	43032576	43034624	-26.957895278930664
chrX	43061248	43063296	-32.47859573364258
chrX	43069440	43071488	-36.64412307739258
chrX	43071488	43073536	-44.00797653198242
chrX	43075584	43077632	-54.12562942504883
chrX	43081728	43083776	-31.90851402282715
chrX	43085824	43087872	-27.202701568603516
chrX	43096064	43098112	-60.762550354003906
chrX	43098112	43100160	-50.90985107421875
chrX	43100160	43102208	-64.00431060791016
chrX	43122688	43124736	-39.019447326660156
chrX	43130880	43132928	-27.697656631469727
chrX	43137024	43139072	-51.48845672607422
chrX	43151360	43153408	-33.334110260009766
chrX	43157504	43159552	-53.72725296020508
chrX	43169792	43171840	-40.181922912597656
chrX	43184128	43186176	-52.63151168823242
chrX	93777920	93779968	-36.608482360839844
chrX	93779968	93782016	-45.40748977661133
chrX	93784064	93786112	-48.38399124145508
chrX	93820928	93822976	-30.590890884399414
chrX	93853696	93855744	-34.39097213745117
chrX	93857792	93859840	-33.40102005004883
chrX	93861888	93863936	-30.837642669677734
chrX	93915136	93917184	-40.572975158691406
chrX	93919232	93921280	-47.089378356933594
chrX	93929472	93931520	-31.8302001953125
chrX	93945856	93947904	-38.45760726928711
chrX	93962240	93964288	-30.140338897705078
chrX	93986816	93988864	-29.767108917236328
chrX	93988864	93990912	-28.422374725341797
chrX	93999104	94001152	-36.714576721191406
chrX	94001152	94003200	-33.21393966674805
chrX	94058496	94060544	-68.81629943847656
chrX	94064640	94066688	-40.20708084106445
chrX	94066688	94068736	-36.74391555786133
chrX	94074880	94076928	-34.06703567504883
chrX	94097408	94099456	-45.443477630615234
chrX	94107648	94109696	-37.12569808959961
chrX	94150656	94152704	-42.28112030029297
chrX	94162944	94164992	-31.002233505249023
chrX	94169088	94171136	-31.700057983398438
chrX	94173184	94175232	-36.77235412597656
chrX	94203904	94205952	-46.811363220214844
chrX	94208000	94210048	-48.57691192626953
chrX	94214144	94216192	-33.57598876953125
chrX	94216192	94218240	-53.892303466796875
chrX	94218240	94220288	-47.73031997680664
chrX	94220288	94222336	-40.58934783935547
chrX	94228480	94230528	-53.08843231201172
chrX	94271488	94273536	-39.030174255371094
chrX	94285824	94287872	-37.99681854248047
chrX	94291968	94294016	-28.2659854888916
chrX	94294016	94296064	-42.94557189941406
chrX	94347264	94349312	-41.42145919799805
chrX	94351360	94353408	-67.5777587890625
chrX	94357504	94359552	-29.58414077758789
chrX	94410752	94412800	-51.63216018676758
chrX	94416896	94418944	-27.513559341430664
chrX	94425088	94427136	-26.0192928314209
chrX	94435328	94437376	-36.387001037597656
chrX	94437376	94439424	-49.14690399169922
chrX	94443520	94445568	-56.271827697753906
chrX	94445568	94447616	-38.5689582824707
chrX	94457856	94459904	-36.2315788269043
chrX	94459904	94461952	-29.110876083374023
chrX	94461952	94464000	-32.35262680053711
chrX	94472192	94474240	-37.058143615722656
chrX	94494720	94496768	-43.882972717285156
chrX	94523392	94525440	-60.950408935546875
chrX	94525440	94527488	-53.624412536621094
chrX	94527488	94529536	-49.612064361572266
chrX	94529536	94531584	-37.13751220703125
chrX	94574592	94576640	-28.305049896240234
chr5	167589888	167591936	-30.65060806274414
chr5	167620608	167622656	-31.280807495117188
chr5	167624704	167626752	-40.22257614135742
chr5	167694336	167696384	-36.62352752685547
chr5	167696384	167698432	-35.51669692993164
chr5	167698432	167700480	-30.749317169189453
chr5	167743488	167745536	-32.34436798095703
chr2	31684608	31686656	-36.098289489746094
chr2	31686656	31688704	-46.094200134277344
chr2	31688704	31690752	-72.36494445800781
chr2	31694848	31696896	-35.17780685424805
chr2	31723520	31725568	-25.95077133178711
chr2	31784960	31787008	-29.540292739868164
chr2	32356352	32358400	-32.65681838989258
chr2	32360448	32362496	-55.170867919921875
chr2	17539072	17541120	-30.98238182067871
chr2	17670144	17672192	-46.76836395263672
chr2	17750016	17752064	-63.13488006591797
chr2	17754112	17756160	-86.60210418701172
chr2	17756160	17758208	-103.32777404785156
chr11	20348928	20350976	-32.600196838378906
chr11	20381696	20383744	-28.512414932250977
chr11	20402176	20404224	-29.936538696289062
chr11	20410368	20412416	-30.584945678710938
chr11	20414464	20416512	-29.304668426513672
chr11	20422656	20424704	-30.620037078857422
chr11	20457472	20459520	-30.22488021850586
chr11	20467712	20469760	-33.204017639160156
chr11	20477952	20480000	-32.96848678588867
chr11	20932608	20934656	-32.06650924682617
chrX	124794880	124796928	-30.515207290649414
chrX	124891136	124893184	-36.14543914794922
chrX	124893184	124895232	-49.27709197998047
chrX	124954624	124956672	-42.65801239013672
chrX	125005824	125007872	-30.86667823791504
chrX	125011968	125014016	-31.085094451904297
chrX	125028352	125030400	-25.78463363647461
chrX	125198336	125200384	-32.92503356933594
chrX	125249536	125251584	-31.547510147094727
chrX	125251584	125253632	-31.903366088867188
chrX	125257728	125259776	-26.369998931884766
chrX	125323264	125325312	-41.87446975708008
chrX	125333504	125335552	-30.860340118408203
chrX	125341696	125343744	-33.387901306152344
chrX	125370368	125372416	-37.64870071411133
chrX	125376512	125378560	-38.19239044189453
chrX	125399040	125401088	-49.775978088378906
chrX	125405184	125407232	-30.857349395751953
chrX	125425664	125427712	-26.664297103881836
chrX	125440000	125442048	-26.85211753845215
chrX	125444096	125446144	-33.209190368652344
chrX	125468672	125470720	-54.6972770690918
chrX	125470720	125472768	-37.358360290527344
chrX	125472768	125474816	-45.344669342041016
chrX	125485056	125487104	-33.377288818359375
chrX	125491200	125493248	-32.247154235839844
chrX	125501440	125503488	-27.5960750579834
chrX	125505536	125507584	-46.31611251831055
chrX	125507584	125509632	-62.0782585144043
chrX	125548544	125550592	-44.057926177978516
chrX	125550592	125552640	-57.70637893676758
chrX	125552640	125554688	-27.06692886352539
chrX	125564928	125566976	-37.11774444580078
chrX	125583360	125585408	-36.81182098388672
chrX	125587456	125589504	-31.887035369873047
chrX	125589504	125591552	-59.3336296081543
chrX	125591552	125593600	-28.993396759033203
chrX	125593600	125595648	-33.049476623535156
chrX	125614080	125616128	-37.623878479003906
chr3	22581248	22583296	-31.98995590209961
chr3	22591488	22593536	-33.35895538330078
chr3	23218176	23220224	-28.19632339477539
chr3	23255040	23257088	-31.22157859802246
chr3	23261184	23263232	-27.69081687927246
chr3	23314432	23316480	-28.298770904541016
chr3	23320576	23322624	-28.654504776000977
chr3	23322624	23324672	-32.279991149902344
chr5	115927040	115929088	-34.74430847167969
chr5	115947520	115949568	-26.71572494506836
chr5	115959808	115961856	-41.14929962158203
chr5	115978240	115980288	-30.446212768554688
chr5	115984384	115986432	-27.20477867126465
chr22	40347648	40349696	-46.50382614135742
chr17	63772672	63774720	-43.1881103515625
chr6	86427648	86429696	-27.167781829833984
chr6	86487040	86489088	-25.938732147216797
chr1	33177600	33179648	-26.301494598388672
chr1	33247232	33249280	-26.126750946044922
chr1	33372160	33374208	-30.79032325744629
chr1	33384448	33386496	-29.79225730895996
chr1	33388544	33390592	-31.24076271057129
chr1	33431552	33433600	-39.38443374633789
chr1	33470464	33472512	-32.06755828857422
chr1	33472512	33474560	-26.279926300048828
chr3	179580928	179582976	-26.339645385742188
chr3	179603456	179605504	-58.19896697998047
chr8	65310720	65312768	-27.42154312133789
chr8	65314816	65316864	-30.769372940063477
chr8	65351680	65353728	-26.62265396118164
chr8	65439744	65441792	-31.757740020751953
chr8	65642496	65644544	-26.27560806274414
chr8	65644544	65646592	-37.0419921875
chr8	65646592	65648640	-26.153207778930664
chr8	65658880	65660928	-34.73270034790039
chr8	65699840	65701888	-28.848068237304688
chr8	65705984	65708032	-44.62582778930664
chr16	88809472	88811520	-52.48583221435547
chr16	89219072	89221120	-40.997779846191406
chr17	43765760	43767808	-47.70738220214844
chr3	149086208	149088256	-29.29414939880371
chr3	149129216	149131264	-31.88814926147461
chr3	149473280	149475328	-26.056900024414062
chr7	10491904	10493952	-30.389972686767578
chr6	89772032	89774080	-31.749691009521484
chr6	89819136	89821184	-81.42342376708984
chr6	89827328	89829376	-33.13455581665039
chr6	89829376	89831424	-49.625614166259766
chrX	74946560	74948608	-36.926605224609375
chrX	74950656	74952704	-54.55765914916992
chrX	75397120	75399168	-27.422143936157227
chrX	75417600	75419648	-32.712039947509766
chrX	75427840	75429888	-40.13977813720703
chrX	75479040	75481088	-27.980234146118164
chrX	75481088	75483136	-34.06528854370117
chrX	75505664	75507712	-46.11922073364258
chrX	75522048	75524096	-66.63023376464844
chrX	75526144	75528192	-83.40310668945312
chrX	75550720	75552768	-31.82700538635254
chrX	75552768	75554816	-51.46295928955078
chrX	75591680	75593728	-51.25786590576172
chrX	75593728	75595776	-66.93072509765625
chrX	75595776	75597824	-40.999664306640625
chrX	75601920	75603968	-47.36084747314453
chrX	75620352	75622400	-36.430015563964844
chrX	75634688	75636736	-40.39182662963867
chrX	75636736	75638784	-44.20078659057617
chrX	75640832	75642880	-26.337291717529297
chrX	75675648	75677696	-44.50291442871094
chrX	75724800	75726848	-60.02762985229492
chrX	75757568	75759616	-40.41510009765625
chrX	75765760	75767808	-49.161529541015625
chr4	63531008	63533056	-53.10448455810547
chr11	16986112	16988160	-26.738256454467773
chr11	16990208	16992256	-28.945724487304688
chr11	17076224	17078272	-27.346317291259766
chr11	17221632	17223680	-36.861202239990234
chr11	17352704	17354752	-39.38268280029297
chr9	107280384	107282432	-38.943260192871094
chr9	107339776	107341824	-67.5499496459961
chr11	94730240	94732288	-38.94365310668945
chr1	78606336	78608384	-39.47858428955078
chr1	78616576	78618624	-29.65036964416504
chr1	78675968	78678016	-35.37411880493164
chr1	78839808	78841856	-41.759456634521484
chr5	157812736	157814784	-27.55533218383789
chr5	157825024	157827072	-31.068283081054688
chr5	157851648	157853696	-25.793270111083984
chr5	157855744	157857792	-35.05477523803711
chr5	157859840	157861888	-42.11032485961914
chr5	157947904	157949952	-45.98845291137695
chr7	13258752	13260800	-28.040508270263672
chr7	13275136	13277184	-37.488746643066406
chr7	13279232	13281280	-54.47895431518555
chr7	13281280	13283328	-26.881820678710938
chr4	133146624	133148672	-42.993431091308594
chr4	133148672	133150720	-43.31810760498047
chr14	33792000	33794048	-28.472671508789062
chr5	136771584	136773632	-26.364452362060547
chr7	121473024	121475072	-34.2679443359375
chr7	121518080	121520128	-26.207927703857422
chr7	121520128	121522176	-28.43526268005371
chr7	121546752	121548800	-38.346248626708984
chr7	121993216	121995264	-56.906150817871094
chr7	122142720	122144768	-32.597267150878906
chr7	122316800	122318848	-37.291542053222656
chr5	40474624	40476672	-34.226051330566406
chr5	40488960	40491008	-30.547943115234375
chr5	40554496	40556544	-26.864736557006836
chr5	40601600	40603648	-27.373294830322266
chr5	40613888	40615936	-26.053421020507812
chr5	40683520	40685568	-39.47775650024414
chr5	40685568	40687616	-49.58601379394531
chr5	40734720	40736768	-30.361032485961914
chr5	40738816	40740864	-31.32989501953125
chr5	40759296	40761344	-56.320396423339844
chr5	40798208	40800256	-33.158424377441406
chr5	40833024	40835072	-33.112613677978516
chr1	81154048	81156096	-31.772220611572266
chr15	100343808	100345856	-31.77219009399414
chr15	100352000	100354048	-36.94721221923828
chr15	100521984	100524032	-29.018457412719727
chr15	100538368	100540416	-29.22805404663086
chr15	100579328	100581376	-31.36688804626465
chr15	101167104	101169152	-27.786823272705078
chr15	101193728	101195776	-37.93901824951172
chr18	38217728	38219776	-26.495412826538086
chr18	38549504	38551552	-26.23064613342285
chr2	121735168	121737216	-45.06092071533203
chr12	56043520	56045568	-57.40345001220703
chr12	56115200	56117248	-54.313255310058594
chr12	56117248	56119296	-57.89870071411133
chr12	56221696	56223744	-27.096233367919922
chr12	56301568	56303616	-89.76683807373047
chr1	90974208	90976256	-34.72527313232422
chr1	91265024	91267072	-37.890071868896484
chrX	106031104	106033152	-45.69643783569336
chrX	106055680	106057728	-46.264076232910156
chrX	106057728	106059776	-40.570213317871094
chrX	106072064	106074112	-31.817821502685547
chrX	106076160	106078208	-31.946701049804688
chrX	106086400	106088448	-29.317852020263672
chrX	106129408	106131456	-27.46683692932129
chrX	106162176	106164224	-26.219654083251953
chrX	106168320	106170368	-41.477962493896484
chrX	106182656	106184704	-32.696533203125
chrX	106184704	106186752	-29.978429794311523
chrX	106205184	106207232	-33.88243103027344
chrX	106229760	106231808	-28.404193878173828
chrX	106244096	106246144	-40.93112564086914
chrX	106248192	106250240	-38.23652648925781
chrX	106254336	106256384	-30.216421127319336
chrX	106258432	106260480	-36.09111404418945
chrX	106260480	106262528	-29.614877700805664
chrX	106262528	106264576	-27.908527374267578
chrX	106278912	106280960	-29.447185516357422
chrX	106283008	106285056	-42.53364181518555
chrX	106285056	106287104	-31.797521591186523
chrX	106303488	106305536	-49.31378936767578
chrX	106307584	106309632	-36.687339782714844
chrX	106315776	106317824	-47.31140899658203
chrX	106321920	106323968	-36.00246047973633
chrX	106328064	106330112	-45.28871154785156
chrX	106330112	106332160	-63.80781936645508
chrX	106336256	106338304	-64.62267303466797
chrX	106389504	106391552	-51.283721923828125
chrX	106395648	106397696	-26.75259017944336
chrX	106397696	106399744	-44.892295837402344
chrX	106434560	106436608	-29.09651756286621
chrX	106455040	106457088	-42.185768127441406
chrX	106500096	106502144	-41.559329986572266
chrX	106534912	106536960	-26.191162109375
chr3	150464512	150466560	-41.9583854675293
chr3	150523904	150525952	-26.495431900024414
chr3	150544384	150546432	-48.21503448486328
chr8	86448128	86450176	-30.215646743774414
chr8	86509568	86511616	-44.63895034790039
chr8	86511616	86513664	-53.33748245239258
chr8	86513664	86515712	-50.38526916503906
chr8	86814720	86816768	-33.290199279785156
chr8	86894592	86896640	-48.150901794433594
chr5	34625536	34627584	-37.76901626586914
chr5	34646016	34648064	-32.01421356201172
chr5	34897920	34899968	-49.03286361694336
chr5	34914304	34916352	-73.96406555175781
chr5	34916352	34918400	-49.27342224121094
chr5	34918400	34920448	-38.92536163330078
chr10	22988800	22990848	-42.09724426269531
chr20	10604544	10606592	-51.5789680480957
chr20	10618880	10620928	-28.930004119873047
chr20	10635264	10637312	-51.02489471435547
chr2	201779200	201781248	-40.92565155029297
chr20	18528256	18530304	-32.39430236816406
chr20	18890752	18892800	-31.773757934570312
chr20	19113984	19116032	-27.212112426757812
chr20	19132416	19134464	-33.465999603271484
chr1	94603264	94605312	-47.735069274902344
chr1	94633984	94636032	-30.040746688842773
chr1	94646272	94648320	-36.82301330566406
chr1	94687232	94689280	-36.36015701293945
chr1	94697472	94699520	-29.567636489868164
chr1	94713856	94715904	-34.31285095214844
chr1	94738432	94740480	-26.663400650024414
chr1	94801920	94803968	-43.24736404418945
chr1	94803968	94806016	-36.261375427246094
chr1	94820352	94822400	-34.090267181396484
chr1	95297536	95299584	-32.52200698852539
chr1	95303680	95305728	-33.88148880004883
chr1	95451136	95453184	-35.994834899902344
chr8	17031168	17033216	-26.561084747314453
chr8	17152000	17154048	-29.255767822265625
chr2	48248832	48250880	-38.4232177734375
chr2	48340992	48343040	-35.34287643432617
chr2	48349184	48351232	-43.099205017089844
chr2	48470016	48472064	-38.75258255004883
chr2	48474112	48476160	-30.106393814086914
chr2	48855040	48857088	-40.79252243041992
chr2	48859136	48861184	-26.634546279907227
chr15	96399360	96401408	-30.251842498779297
chr8	42842112	42844160	-32.90489959716797
chr8	42897408	42899456	-52.355003356933594
chr5	35921920	35923968	-40.16661834716797
chr5	36124672	36126720	-27.58540916442871
chr7	125390848	125392896	-28.063119888305664
chr7	125646848	125648896	-27.773090362548828
chr5	18446336	18448384	-33.57166290283203
chr5	123283456	123285504	-29.633243560791016
chr5	123422720	123424768	-77.0067367553711
chr5	123424768	123426816	-38.773887634277344
chr5	123592704	123594752	-25.976455688476562
chr3	39192576	39194624	-46.45854568481445
chr3	39407616	39409664	-34.56322479248047
chr14	82722816	82724864	-27.16481590270996
chr14	82726912	82728960	-29.369823455810547
chr14	83003392	83005440	-26.171573638916016
chr2	182978560	182980608	-51.86814498901367
chr2	182982656	182984704	-29.722332000732422
chr2	183443456	183445504	-28.602127075195312
chr2	183480320	183482368	-39.04906463623047
chr2	183498752	183500800	-33.50131607055664
chr7	104161280	104163328	-43.63585662841797
chr7	104163328	104165376	-46.571903228759766
chr7	104167424	104169472	-30.174793243408203
chr7	104169472	104171520	-30.382122039794922
chr1	171483136	171485184	-49.26851272583008
chr1	171485184	171487232	-61.4810676574707
chr13	95713280	95715328	-26.768619537353516
chr13	95717376	95719424	-32.549110412597656
chr13	95723520	95725568	-39.14746856689453
chr13	95750144	95752192	-26.885009765625
chr13	95762432	95764480	-31.9642391204834
chr13	95832064	95834112	-40.48638916015625
chr13	95834112	95836160	-33.36574935913086
chr13	96188416	96190464	-30.530080795288086
chr13	96264192	96266240	-25.85739517211914
chr10	7755776	7757824	-33.7027473449707
chr10	7788544	7790592	-28.862430572509766
chr10	7790592	7792640	-31.77809715270996
chr10	7792640	7794688	-33.48187255859375
chr10	7815168	7817216	-28.513896942138672
chr10	7819264	7821312	-52.50651931762695
chr10	7821312	7823360	-40.86450958251953
chr10	7823360	7825408	-39.67562484741211
chr17	8155136	8157184	-27.605722427368164
chr17	8185856	8187904	-28.538284301757812
chr17	8189952	8192000	-30.50510025024414
chr6	24774656	24776704	-29.047748565673828
chr12	60692480	60694528	-35.75263595581055
chr12	60696576	60698624	-29.3314266204834
chr12	60741632	60743680	-46.293731689453125
chr12	60778496	60780544	-27.107397079467773
chr12	60796928	60798976	-30.138202667236328
chr12	60817408	60819456	-37.476043701171875
chrX	145377280	145379328	-52.89042282104492
chrX	145395712	145397760	-38.374427795410156
chrX	145399808	145401856	-26.922266006469727
chrX	145401856	145403904	-37.30310821533203
chrX	145403904	145405952	-65.7081069946289
chrX	145410048	145412096	-26.754150390625
chrX	145412096	145414144	-41.979400634765625
chrX	145434624	145436672	-31.57599449157715
chrX	145440768	145442816	-26.614593505859375
chrX	145491968	145494016	-47.47233200073242
chrX	145494016	145496064	-34.24454879760742
chrX	145541120	145543168	-32.437530517578125
chrX	145553408	145555456	-26.337085723876953
chrX	145573888	145575936	-37.938053131103516
chrX	145575936	145577984	-30.77935791015625
chrX	145602560	145604608	-33.520118713378906
chrX	145612800	145614848	-25.848730087280273
chrX	145618944	145620992	-33.856040954589844
chrX	145620992	145623040	-38.10235595703125
chrX	145623040	145625088	-28.577136993408203
chrX	145633280	145635328	-39.899803161621094
chrX	145651712	145653760	-28.219619750976562
chrX	145655808	145657856	-34.417606353759766
chrX	145659904	145661952	-46.23683547973633
chrX	145692672	145694720	-28.027175903320312
chrX	145719296	145721344	-38.26263427734375
chrX	145737728	145739776	-32.6808967590332
chrX	145743872	145745920	-48.91204071044922
chrX	145752064	145754112	-32.85943603515625
chrX	145754112	145756160	-29.943714141845703
chrX	145756160	145758208	-65.55213928222656
chrX	145758208	145760256	-36.638492584228516
chrX	145801216	145803264	-28.792226791381836
chrX	145821696	145823744	-41.436424255371094
chrX	145825792	145827840	-60.887535095214844
chrX	145846272	145848320	-49.916908264160156
chrX	145850368	145852416	-44.634063720703125
chrX	145852416	145854464	-33.076316833496094
chrX	145854464	145856512	-35.155426025390625
chrX	145872896	145874944	-44.64161682128906
chrX	145876992	145879040	-51.892723083496094
chrX	145881088	145883136	-38.396705627441406
chrX	145903616	145905664	-39.143558502197266
chrX	145907712	145909760	-41.9272575378418
chrX	145913856	145915904	-43.088932037353516
chrX	145930240	145932288	-38.50782012939453
chrX	145934336	145936384	-52.25020217895508
chrX	145936384	145938432	-56.944244384765625
chrX	145944576	145946624	-29.400686264038086
chrX	145963008	145965056	-39.76279067993164
chrX	145967104	145969152	-48.331756591796875
chrX	145969152	145971200	-33.413063049316406
chrX	145985536	145987584	-42.20963668823242
chrX	145989632	145991680	-39.76789093017578
chrX	145999872	146001920	-26.80782699584961
chrX	146024448	146026496	-39.430137634277344
chrX	146032640	146034688	-50.5212516784668
chrX	146042880	146044928	-30.574039459228516
chrX	146049024	146051072	-29.172672271728516
chrX	146083840	146085888	-42.2009391784668
chrX	146098176	146100224	-44.230262756347656
chrX	146110464	146112512	-31.862253189086914
chrX	146120704	146122752	-26.88767433166504
chrX	146139136	146141184	-34.034812927246094
chrX	146171904	146173952	-26.09671974182129
chrX	146188288	146190336	-38.23619079589844
chrX	146192384	146194432	-67.36482238769531
chrX	146196480	146198528	-29.27810287475586
chrX	146198528	146200576	-36.33257293701172
chr2	24907776	24909824	-34.96077346801758
chr1	39970816	39972864	-26.823938369750977
chr1	40382464	40384512	-26.43326759338379
chr18	36366336	36368384	-31.332759857177734
chr18	36399104	36401152	-26.321218490600586
chr18	36440064	36442112	-31.287242889404297
chr18	36806656	36808704	-53.97660446166992
chr18	36808704	36810752	-59.66829299926758
chr18	36810752	36812800	-40.7385368347168
chr13	68767744	68769792	-45.09649658203125
chr13	89094144	89096192	-29.645519256591797
chr13	89212928	89214976	-36.07672119140625
chr13	89317376	89319424	-26.784526824951172
chr6	124350464	124352512	-27.808353424072266
chr6	124504064	124506112	-35.15019989013672
chr6	124663808	124665856	-35.82870864868164
chr6	124700672	124702720	-29.407882690429688
chr6	124741632	124743680	-33.944488525390625
chr6	124930048	124932096	-26.3531494140625
chr6	124950528	124952576	-40.07313537597656
chr6	124977152	124979200	-39.207088470458984
chr6	124987392	124989440	-26.021671295166016
chr6	124989440	124991488	-26.170944213867188
chr6	125014016	125016064	-38.755706787109375
chr6	125018112	125020160	-37.240379333496094
chr6	125044736	125046784	-38.07953643798828
chr5	87011328	87013376	-27.764001846313477
chr5	87070720	87072768	-27.860858917236328
chr5	87103488	87105536	-48.116939544677734
chr5	87115776	87117824	-31.811670303344727
chr5	87119872	87121920	-42.12788772583008
chr5	87138304	87140352	-34.38311767578125
chr5	87150592	87152640	-35.58307647705078
chr5	87158784	87160832	-26.647293090820312
chr5	87193600	87195648	-26.722747802734375
chr5	87230464	87232512	-57.377532958984375
chr11	93736960	93739008	-35.17361068725586
chr11	93739008	93741056	-74.14754486083984
chr11	93741056	93743104	-88.32323455810547
chr11	93743104	93745152	-33.30906295776367
chr11	93782016	93784064	-47.2940673828125
chr11	93784064	93786112	-39.076866149902344
chr13	26753024	26755072	-29.330942153930664
chr13	26767360	26769408	-64.31956481933594
chr13	26890240	26892288	-34.83597183227539
chr13	26894336	26896384	-28.046030044555664
chr13	26929152	26931200	-35.74175262451172
chr13	27193344	27195392	-31.552719116210938
chr3	7606272	7608320	-33.596588134765625
chr3	7608320	7610368	-30.912317276000977
chr4	122767360	122769408	-29.870702743530273
chr4	122787840	122789888	-30.42376708984375
chr4	122796032	122798080	-41.177024841308594
chr4	122798080	122800128	-43.04350280761719
chr4	122832896	122834944	-27.4470157623291
chr4	122851328	122853376	-26.632511138916016
chr4	122855424	122857472	-28.358352661132812
chr4	122902528	122904576	-26.258535385131836
chr14	73711616	73713664	-28.2835693359375
chr14	73715712	73717760	-31.68406105041504
chr14	73885696	73887744	-50.17058563232422
chr14	74037248	74039296	-42.272377014160156
chrX	21970944	21972992	-31.95578956604004
chr6	125407232	125409280	-29.123769760131836
chr6	125448192	125450240	-31.295761108398438
chr6	125562880	125564928	-34.9170036315918
chr6	125642752	125644800	-36.19295883178711
chr15	92796928	92798976	-29.92258644104004
chr15	92801024	92803072	-55.55439376831055
chr15	92807168	92809216	-38.227272033691406
chr15	92809216	92811264	-33.730186462402344
chr15	92821504	92823552	-28.21536636352539
chr15	92829696	92831744	-34.13869094848633
chr15	92839936	92841984	-32.67070007324219
chr15	92850176	92852224	-33.03661346435547
chr15	92852224	92854272	-39.38230895996094
chr15	92860416	92862464	-36.195167541503906
chr15	92868608	92870656	-29.37631607055664
chr15	92878848	92880896	-42.166175842285156
chr15	92880896	92882944	-29.443130493164062
chr15	92884992	92887040	-31.30987548828125
chr15	92905472	92907520	-36.64794158935547
chr15	92907520	92909568	-85.14554595947266
chr15	92911616	92913664	-41.89887237548828
chr15	92913664	92915712	-34.69154739379883
chr15	92915712	92917760	-68.19847869873047
chr15	92919808	92921856	-60.640777587890625
chr15	92923904	92925952	-73.216064453125
chr15	92928000	92930048	-50.28575897216797
chr15	92936192	92938240	-36.602928161621094
chr15	92938240	92940288	-30.541549682617188
chr15	92940288	92942336	-35.05377960205078
chr15	92944384	92946432	-36.08143997192383
chr15	92952576	92954624	-45.59767532348633
chr15	92954624	92956672	-32.37580108642578
chr15	92962816	92964864	-30.507293701171875
chr15	92966912	92968960	-31.6862850189209
chr15	92973056	92975104	-49.54288101196289
chr15	92975104	92977152	-32.76118087768555
chr15	92979200	92981248	-48.29978942871094
chr15	92983296	92985344	-57.73854446411133
chr1	157988864	157990912	-56.869964599609375
chr1	158001152	158003200	-30.957759857177734
chr1	158011392	158013440	-46.278465270996094
chr1	158019584	158021632	-53.1888313293457
chr1	158033920	158035968	-37.382225036621094
chr1	158044160	158046208	-38.42510986328125
chr1	158046208	158048256	-26.7519588470459
chr1	158064640	158066688	-42.392295837402344
chr1	158066688	158068736	-55.5774040222168
chr1	158074880	158076928	-37.6348876953125
chr1	158095360	158097408	-36.224151611328125
chr1	158097408	158099456	-39.74486541748047
chr1	158103552	158105600	-44.14240264892578
chr1	158124032	158126080	-31.224313735961914
chr1	158275584	158277632	-26.07241439819336
chr1	158330880	158332928	-30.37075424194336
chr1	158621696	158623744	-32.322959899902344
chr1	158652416	158654464	-28.94940757751465
chr3	34611200	34613248	-27.60791015625
chr3	34633728	34635776	-25.73178482055664
chr10	12212224	12214272	-26.259963989257812
chr10	12216320	12218368	-37.165306091308594
chr10	115941376	115943424	-46.21599197387695
chr10	116420608	116422656	-26.341501235961914
chr10	116453376	116455424	-26.42119789123535
chr10	116467712	116469760	-26.414165496826172
chr10	116512768	116514816	-26.417251586914062
chr10	116518912	116520960	-29.26070213317871
chr10	116531200	116533248	-29.984615325927734
chr10	116553728	116555776	-26.134506225585938
chr10	116733952	116736000	-28.341228485107422
chr10	116746240	116748288	-35.96009826660156
chr8	133449728	133451776	-34.45071792602539
chr8	133451776	133453824	-27.897863388061523
chr8	133455872	133457920	-32.049888610839844
chr9	84314112	84316160	-31.974594116210938
chr9	84484096	84486144	-38.56636428833008
chr9	84559872	84561920	-30.018978118896484
chr9	84568064	84570112	-61.55939483642578
chr9	84572160	84574208	-36.01286697387695
chr9	84584448	84586496	-28.849258422851562
chr8	35504128	35506176	-28.79239273071289
chr8	35805184	35807232	-28.452917098999023
chr8	36141056	36143104	-29.683109283447266
chr8	36143104	36145152	-30.849130630493164
chr18	63934464	63936512	-54.795013427734375
chr18	64102400	64104448	-32.26494216918945
chr18	64155648	64157696	-26.050765991210938
chr18	64190464	64192512	-27.259286880493164
chr18	64206848	64208896	-45.78615951538086
chr18	64247808	64249856	-32.85002899169922
chr12	96325632	96327680	-25.792675018310547
chr12	96335872	96337920	-55.66462326049805
chr12	96389120	96391168	-46.03282928466797
chr12	96399360	96401408	-28.829477310180664
