chrom	start	end	lncRNA_Shap
chr7	89593856	89595904	30.181087493896484
chr7	89622528	89624576	30.661733627319336
chr22	33617920	33619968	24.205080032348633
chr22	33724416	33726464	26.149063110351562
chr22	33789952	33792000	25.845813751220703
chr22	33812480	33814528	27.497121810913086
chr22	33818624	33820672	27.339035034179688
chr22	33822720	33824768	26.81389808654785
chr22	34273280	34275328	41.960044860839844
chr22	34336768	34338816	66.43108367919922
chr22	34338816	34340864	38.52037048339844
chr4	121096192	121098240	25.694732666015625
chr13	52703232	52705280	25.924936294555664
chr13	52715520	52717568	38.99005889892578
chr13	52719616	52721664	34.50776290893555
chr13	52758528	52760576	26.466262817382812
chr13	52785152	52787200	24.96234703063965
chr13	53256192	53258240	30.249181747436523
chr13	53446656	53448704	24.738658905029297
chr11	58019840	58021888	25.9326114654541
chr11	58021888	58023936	53.56822967529297
chr11	58023936	58025984	33.748817443847656
chr11	58038272	58040320	26.153690338134766
chr11	58060800	58062848	29.180694580078125
chr15	88311808	88313856	36.17105484008789
chr15	88586240	88588288	24.509931564331055
chr2	214503424	214505472	29.282705307006836
chr2	214530048	214532096	26.19732666015625
chr2	214751232	214753280	24.162822723388672
chr8	52957184	52959232	23.418643951416016
chr8	52969472	52971520	39.93674087524414
chr8	53069824	53071872	45.2030143737793
chr8	53231616	53233664	68.32832336425781
chr8	53245952	53248000	35.39850616455078
chr8	53350400	53352448	45.8628044128418
chr12	23902208	23904256	32.979007720947266
chr12	23904256	23906304	29.14389991760254
chr12	23998464	24000512	39.232398986816406
chr12	24113152	24115200	43.65351867675781
chr12	24193024	24195072	40.582115173339844
chr12	24205312	24207360	33.366065979003906
chr11	57763840	57765888	26.31112289428711
chr11	57774080	57776128	34.26961135864258
chr11	57776128	57778176	27.47928810119629
chr11	57778176	57780224	52.030174255371094
chr11	57780224	57782272	38.64336395263672
chr11	57819136	57821184	35.22591781616211
chr11	57874432	57876480	24.671489715576172
chr9	8949760	8951808	23.203887939453125
chr9	9496576	9498624	27.474918365478516
chr7	2748416	2750464	25.988988876342773
chr7	3155968	3158016	23.015872955322266
chr6	133761024	133763072	27.747329711914062
chr6	133828608	133830656	25.956750869750977
chr6	133840896	133842944	41.262882232666016
chr6	133849088	133851136	25.302532196044922
chr6	133894144	133896192	23.504541397094727
chr6	133898240	133900288	26.94314956665039
chr6	133945344	133947392	32.93136215209961
chr6	133994496	133996544	26.7475528717041
chr6	134002688	134004736	31.7463321685791
chr6	134010880	134012928	31.660289764404297
chr6	134021120	134023168	28.803823471069336
chr6	134023168	134025216	35.43758010864258
chr6	134025216	134027264	23.10258674621582
chr6	134035456	134037504	36.17348098754883
chr6	134051840	134053888	23.556379318237305
chr6	134195200	134197248	36.06489181518555
chr6	134211584	134213632	34.38322830200195
chr3	6969344	6971392	50.48999786376953
chr3	7503872	7505920	23.182531356811523
chr4	138053632	138055680	36.117347717285156
chr4	138070016	138072064	23.902698516845703
chr4	138072064	138074112	30.064611434936523
chr4	138100736	138102784	33.561458587646484
chr4	138104832	138106880	38.90673065185547
chr4	138110976	138113024	30.340076446533203
chr4	138115072	138117120	24.35328483581543
chr4	153780224	153782272	27.551137924194336
chr4	153796608	153798656	27.668323516845703
chr4	153937920	153939968	30.375518798828125
chr3	37132288	37134336	23.329668045043945
chr3	37388288	37390336	33.091407775878906
chr3	37431296	37433344	25.52533721923828
chr3	37439488	37441536	27.840991973876953
chr11	63379456	63381504	32.561119079589844
chr11	63477760	63479808	26.47970962524414
chr11	63479808	63481856	24.36117172241211
chr11	63623168	63625216	23.575340270996094
chr11	63657984	63660032	39.59595489501953
chr11	63660032	63662080	23.46111488342285
chr11	63717376	63719424	27.54445457458496
chr11	63752192	63754240	26.17452049255371
chr11	63756288	63758336	24.2742977142334
chr11	63801344	63803392	24.209949493408203
chr11	63873024	63875072	23.422649383544922
chr11	64032768	64034816	26.868450164794922
chr11	129857536	129859584	31.252140045166016
chr11	129861632	129863680	30.45015525817871
chr2	9379840	9381888	29.88021469116211
chr2	9381888	9383936	36.74076461791992
chr2	9412608	9414656	28.06375503540039
chr2	9441280	9443328	23.201536178588867
chr2	9453568	9455616	26.403549194335938
chr2	9594880	9596928	24.202789306640625
chr2	9752576	9754624	32.05016326904297
chr2	9756672	9758720	24.800350189208984
chr2	9758720	9760768	35.309181213378906
chr2	9768960	9771008	27.846927642822266
chr2	202477568	202479616	25.606103897094727
chr3	24354816	24356864	26.030597686767578
chr3	24360960	24363008	27.03457260131836
chr3	24496128	24498176	24.253366470336914
chr3	24512512	24514560	24.08841323852539
chr3	24885248	24887296	28.251256942749023
chr3	25262080	25264128	23.878934860229492
chr7	41318400	41320448	29.77239990234375
chr7	144676864	144678912	30.928258895874023
chr7	145215488	145217536	41.371707916259766
chr7	145293312	145295360	36.641815185546875
chr7	145313792	145315840	29.346683502197266
chr7	145393664	145395712	24.65981674194336
chr11	29186048	29188096	30.379674911499023
chr11	29200384	29202432	26.632373809814453
chr11	29347840	29349888	38.354530334472656
chr11	29431808	29433856	26.95646095275879
chr7	13709312	13711360	28.98041343688965
chr7	13979648	13981696	28.342864990234375
chr12	3627008	3629056	23.58652114868164
chr12	3659776	3661824	33.02406311035156
chr12	3665920	3667968	23.162355422973633
chr12	3760128	3762176	23.29665184020996
chr12	3840000	3842048	34.483177185058594
chr12	4460544	4462592	23.769878387451172
chr12	4466688	4468736	24.924888610839844
chr10	116594688	116596736	24.94137954711914
chr10	116615168	116617216	23.782901763916016
chr10	117065728	117067776	24.461030960083008
chr13	75053056	75055104	24.689041137695312
chr13	75132928	75134976	28.295528411865234
chr13	75143168	75145216	28.545581817626953
chr13	75153408	75155456	30.875492095947266
chr13	75155456	75157504	25.12118911743164
chr13	75331584	75333632	34.522457122802734
chr9	106428416	106430464	40.1551628112793
chr9	106502144	106504192	63.927345275878906
chr9	106506240	106508288	30.537303924560547
chr9	106696704	106698752	52.75524139404297
chr17	35115008	35117056	26.60537338256836
chr17	35469312	35471360	27.3369083404541
chr1	116121600	116123648	24.853355407714844
chr2	155975680	155977728	33.924781799316406
chr19	2392064	2394112	30.524633407592773
chr4	45158400	45160448	30.833505630493164
chr4	45244416	45246464	57.89446258544922
chr4	45314048	45316096	54.84417724609375
chr4	45471744	45473792	59.05278396606445
chr4	45740032	45742080	30.573837280273438
chr17	58226688	58228736	23.5435733795166
chr17	58228736	58230784	28.981277465820312
chr17	58230784	58232832	34.79365539550781
chr1	156278784	156280832	29.876937866210938
chr1	156286976	156289024	24.02907943725586
chr1	156362752	156364800	23.244243621826172
chr1	156413952	156416000	23.625385284423828
chr1	156489728	156491776	23.64371681213379
chr1	156508160	156510208	23.975162506103516
chr1	61995008	61997056	32.07340621948242
chr1	61997056	61999104	37.0245475769043
chr1	24854528	24856576	24.360559463500977
chr1	24879104	24881152	33.041717529296875
chr1	25022464	25024512	23.840579986572266
chr3	81811456	81813504	25.037670135498047
chr3	81868800	81870848	29.50103187561035
chr3	82286592	82288640	25.282421112060547
chr15	48939008	48941056	35.78893280029297
chr15	49270784	49272832	31.918514251708984
chr15	49274880	49276928	29.130407333374023
chr8	64153600	64155648	29.09432029724121
chr8	64155648	64157696	34.26988220214844
chr8	64163840	64165888	28.537776947021484
chr8	64342016	64344064	25.681198120117188
chr8	64428032	64430080	31.081798553466797
chr8	64479232	64481280	34.41046142578125
chr8	64577536	64579584	37.67648696899414
chr8	64667648	64669696	51.904319763183594
chr3	36374528	36376576	23.90943717956543
chr5	68505600	68507648	23.62948989868164
chr19	5779456	5781504	24.864181518554688
chrX	13502464	13504512	34.212459564208984
chr10	130564096	130566144	32.736595153808594
chr10	130856960	130859008	33.872459411621094
chr11	16605184	16607232	31.599979400634766
chr11	17039360	17041408	24.019962310791016
chr11	17041408	17043456	23.66011619567871
chr1	183562240	183564288	36.23290252685547
chr1	183564288	183566336	25.276287078857422
chr1	183568384	183570432	40.79230880737305
chr1	183576576	183578624	33.43227767944336
chr1	183578624	183580672	26.90471839904785
chr1	183586816	183588864	26.144561767578125
chr1	183588864	183590912	25.298465728759766
chr1	183597056	183599104	26.41982650756836
chr1	183603200	183605248	35.1822509765625
chr1	183609344	183611392	39.40807342529297
chr1	183644160	183646208	31.953052520751953
chr1	183674880	183676928	24.089847564697266
chr1	183934976	183937024	30.066165924072266
chr1	184025088	184027136	45.32540512084961
chr1	184027136	184029184	30.907588958740234
chr22	32348160	32350208	23.73174285888672
chr22	32395264	32397312	38.04070281982422
chr22	32452608	32454656	38.55496597290039
chr1	8886272	8888320	44.383602142333984
chr1	8890368	8892416	27.240036010742188
chr1	8941568	8943616	27.39413070678711
chr1	8943616	8945664	30.31101417541504
chr1	9043968	9046016	25.086280822753906
chr1	9048064	9050112	37.0307731628418
chr1	9054208	9056256	27.897216796875
chr1	9058304	9060352	26.092859268188477
chr1	9060352	9062400	24.812515258789062
chr1	9062400	9064448	40.86930847167969
chr1	9064448	9066496	36.52079391479492
chr12	87179264	87181312	27.878503799438477
chr1	201676800	201678848	27.364282608032227
chr1	201762816	201764864	24.79397201538086
chr1	201768960	201771008	31.16098403930664
chr1	201848832	201850880	27.654495239257812
chr1	202162176	202164224	37.17571258544922
chr1	93466624	93468672	27.706684112548828
chr1	93538304	93540352	28.166223526000977
chr1	93579264	93581312	25.544620513916016
chr1	93614080	93616128	27.90572738647461
chr1	93896704	93898752	28.794414520263672
chr3	115802112	115804160	39.415557861328125
chr3	115804160	115806208	36.895999908447266
chr3	116101120	116103168	24.801883697509766
chr22	28960768	28962816	29.415069580078125
chr22	29243392	29245440	40.58700942993164
chr22	29267968	29270016	24.749286651611328
chr22	29286400	29288448	38.17500305175781
chr22	29302784	29304832	24.318805694580078
chr22	29323264	29325312	25.43393325805664
chr5	98414592	98416640	27.634403228759766
chr5	98471936	98473984	29.48398780822754
chr5	98777088	98779136	40.520423889160156
chr5	98779136	98781184	24.173503875732422
chr5	98787328	98789376	29.588735580444336
chr5	98789376	98791424	23.067663192749023
chr5	98869248	98871296	23.014232635498047
chr5	99031040	99033088	30.74117088317871
chr5	99059712	99061760	46.98741149902344
chr5	99155968	99158016	27.605728149414062
chr5	99172352	99174400	24.57863998413086
chr12	21700608	21702656	23.901729583740234
chr12	21792768	21794816	23.162723541259766
chr10	114706432	114708480	24.50266456604004
chr2	55457792	55459840	40.76805114746094
chr2	55486464	55488512	44.30946350097656
chr2	55498752	55500800	30.703357696533203
chr2	55500800	55502848	39.177635192871094
chr2	55595008	55597056	27.401819229125977
chr2	55601152	55603200	23.49724006652832
chr2	55619584	55621632	24.355161666870117
chr2	55674880	55676928	26.555734634399414
chr2	55701504	55703552	35.228919982910156
chr2	55709696	55711744	25.4036865234375
chr3	111052800	111054848	24.751983642578125
chr3	111054848	111056896	29.20199203491211
chr3	111069184	111071232	30.809621810913086
chr13	71528448	71530496	23.271482467651367
chr13	72118272	72120320	23.246973037719727
chr13	72167424	72169472	35.177284240722656
chr13	72169472	72171520	31.761539459228516
chr2	213436416	213438464	29.468395233154297
chr1	213080064	213082112	23.76202964782715
chr1	213135360	213137408	26.75174903869629
chr1	4624384	4626432	24.474641799926758
chr1	4657152	4659200	29.836349487304688
chr2	20674560	20676608	28.963855743408203
chr2	20676608	20678656	27.945892333984375
chr2	20697088	20699136	28.35748863220215
chr2	20963328	20965376	24.898120880126953
chr11	43091968	43094016	23.33704376220703
chr6	3137536	3139584	23.32431411743164
chr6	3139584	3141632	30.57413101196289
chr6	3203072	3205120	28.371923446655273
chr6	3207168	3209216	24.683237075805664
chr6	3209216	3211264	36.209632873535156
chr6	3346432	3348480	27.73981285095215
chr6	3471360	3473408	24.0281982421875
chr6	3483648	3485696	24.659828186035156
chr6	3518464	3520512	29.319299697875977
chr6	3731456	3733504	29.57790184020996
chr3	25149440	25151488	25.29433822631836
chr3	25581568	25583616	35.2208366394043
chr16	62969856	62971904	34.191978454589844
chr16	63049728	63051776	43.97083282470703
chr16	63248384	63250432	24.49863052368164
chr16	63537152	63539200	25.918020248413086
chrX	70100992	70103040	27.69052505493164
chrX	70404096	70406144	24.003507614135742
chr1	220512256	220514304	26.316091537475586
chr1	220524544	220526592	36.60066604614258
chr1	220692480	220694528	26.8992919921875
chr1	220827648	220829696	35.40446853637695
chr3	35772416	35774464	25.42275619506836
chrX	67352576	67354624	75.93646240234375
chrX	67354624	67356672	50.759403228759766
chrX	67780608	67782656	76.14385986328125
chrX	67786752	67788800	40.099666595458984
chrX	68120576	68122624	26.995269775390625
chr5	55283712	55285760	24.409473419189453
chr5	55302144	55304192	24.463285446166992
chr5	55386112	55388160	33.46712112426758
chr5	55427072	55429120	26.106128692626953
chr5	55934976	55937024	28.94805908203125
chr4	137662464	137664512	57.96283721923828
chr4	137861120	137863168	23.688339233398438
chr4	134776832	134778880	24.363861083984375
chr1	23519232	23521280	26.62392807006836
chr1	23699456	23701504	29.94406509399414
chr1	23779328	23781376	29.417705535888672
chr1	23820288	23822336	23.824052810668945
chr1	23867392	23869440	23.347148895263672
chr1	23881728	23883776	27.210895538330078
chr1	23963648	23965696	22.985401153564453
chr1	24150016	24152064	28.656591415405273
chr22	29184000	29186048	24.42302894592285
chr22	29374464	29376512	23.662275314331055
chr22	29380608	29382656	24.795263290405273
chr22	29497344	29499392	24.783939361572266
chr22	29509632	29511680	26.837839126586914
chr12	90161152	90163200	31.23203468322754
chr12	90589184	90591232	41.31928253173828
chr10	43423744	43425792	28.27627944946289
chr10	43495424	43497472	28.20357894897461
chr10	43560960	43563008	23.570636749267578
chr10	43589632	43591680	31.4424991607666
chr10	43593728	43595776	48.8120002746582
chr10	43601920	43603968	25.09017562866211
chr10	43616256	43618304	27.52166175842285
chr10	43632640	43634688	25.610424041748047
chr1	157700096	157702144	25.4868221282959
chr1	157706240	157708288	23.332334518432617
chr17	2457600	2459648	26.31125831604004
chr17	2465792	2467840	26.8923282623291
chr17	2486272	2488320	26.010290145874023
chr4	112654336	112656384	29.626333236694336
chr4	112814080	112816128	37.94550704956055
chr4	112816128	112818176	32.2737922668457
chr4	112859136	112861184	23.342689514160156
chr4	113010688	113012736	26.92145347595215
chr1	21149696	21151744	28.861087799072266
chr1	21151744	21153792	26.418437957763672
chr1	21268480	21270528	35.25377655029297
chr1	21278720	21280768	32.664512634277344
chr1	21319680	21321728	23.44242286682129
chr1	21323776	21325824	24.16415786743164
chr8	48101376	48103424	38.91828918457031
chr8	48148480	48150528	58.14338302612305
chr8	48150528	48152576	45.93301010131836
chr8	48173056	48175104	27.133380889892578
chr8	48181248	48183296	23.0156192779541
chr8	48185344	48187392	24.572696685791016
chr8	48193536	48195584	30.5491943359375
chr8	48263168	48265216	28.49704933166504
chr8	48300032	48302080	29.823251724243164
chr8	48304128	48306176	34.56139373779297
chr8	48306176	48308224	24.690336227416992
chr8	48371712	48373760	24.69611358642578
chr18	12597248	12599296	23.641559600830078
chr18	12630016	12632064	22.998516082763672
chr18	12642304	12644352	27.405981063842773
chr18	12982272	12984320	23.85991668701172
chr18	13158400	13160448	43.46346664428711
chrX	136863744	136865792	28.924320220947266
chrX	46389248	46391296	38.07855987548828
chrX	46409728	46411776	24.89217758178711
chr1	38932480	38934528	25.32680892944336
chr1	39002112	39004160	32.002403259277344
chr1	39006208	39008256	25.597309112548828
chr1	39538688	39540736	32.029502868652344
chr2	59627520	59629568	37.64066696166992
chr2	59660288	59662336	33.07855224609375
chr2	59987968	59990016	36.43511962890625
chr6	90370048	90372096	23.126895904541016
chr6	90374144	90376192	25.722515106201172
chr6	90685440	90687488	24.67536735534668
chr6	49246208	49248256	24.63999366760254
chr6	49420288	49422336	23.060678482055664
chr6	49494016	49496064	25.30246353149414
chr3	23320576	23322624	30.74301528930664
chr3	23322624	23324672	28.55023193359375
chr3	23455744	23457792	33.12672805786133
chr9	100577280	100579328	27.512964248657227
chr9	100597760	100599808	30.429241180419922
chr10	7862272	7864320	31.099002838134766
chr1	165074944	165076992	42.175540924072266
chr1	165113856	165115904	27.64252281188965
chr1	165404672	165406720	26.23545265197754
chr1	165427200	165429248	26.734210968017578
chr1	165435392	165437440	24.217182159423828
chr1	165445632	165447680	27.811771392822266
chr8	31121408	31123456	23.388568878173828
chr8	31174656	31176704	25.108074188232422
chr8	31434752	31436800	23.766098022460938
chr8	31453184	31455232	38.780086517333984
chr8	31645696	31647744	55.91326141357422
chr8	31703040	31705088	59.9722900390625
chr3	50423808	50425856	29.367929458618164
chr3	50429952	50432000	24.6767578125
chr3	50450432	50452480	23.620683670043945
chr3	50612224	50614272	35.75252914428711
chr3	50831360	50833408	25.15468978881836
chr4	70254592	70256640	31.479650497436523
chr4	70334464	70336512	33.38251495361328
chr4	70356992	70359040	42.33659744262695
chr2	61636608	61638656	27.625202178955078
chr2	61644800	61646848	27.842594146728516
chr2	61669376	61671424	46.94382858276367
chr2	61671424	61673472	23.243831634521484
chr2	61698048	61700096	25.186840057373047
chr18	64491520	64493568	36.25776290893555
chr18	64552960	64555008	27.2818546295166
chr18	64583680	64585728	29.7445125579834
chr18	64710656	64712704	25.314212799072266
chr18	64755712	64757760	23.799299240112305
chr18	64933888	64935936	23.639755249023438
chr2	137549824	137551872	23.39278221130371
chr2	137551872	137553920	28.109127044677734
chr13	69132288	69134336	24.929119110107422
chr13	69167104	69169152	24.7310848236084
chr13	69171200	69173248	27.458322525024414
chr13	69523456	69525504	59.007301330566406
chr13	69535744	69537792	37.19725036621094
chr13	69689344	69691392	29.538036346435547
chr1	43372544	43374592	23.843311309814453
chr1	43462656	43464704	29.47245216369629
chr1	43571200	43573248	31.511571884155273
chr10	43704320	43706368	26.771224975585938
chr4	40474624	40476672	40.40816879272461
chr4	40491008	40493056	24.016780853271484
chr4	40673280	40675328	40.52482223510742
chr4	40675328	40677376	26.304418563842773
chr4	40771584	40773632	26.414962768554688
chr4	40818688	40820736	31.871063232421875
chr4	40845312	40847360	36.7723388671875
chr4	40853504	40855552	38.90904235839844
chr4	40882176	40884224	27.560791015625
chr11	93806592	93808640	33.95839309692383
chr11	93847552	93849600	30.49258804321289
chr11	93904896	93906944	24.064857482910156
chr11	94214144	94216192	23.18973731994629
chr8	21213184	21215232	28.42903709411621
chr8	21422080	21424128	23.968219757080078
chr9	128346112	128348160	23.204898834228516
chr9	128366592	128368640	34.49382781982422
chr9	128569344	128571392	30.74053955078125
chr9	128624640	128626688	26.95735740661621
chr9	128655360	128657408	28.289287567138672
chr9	128663552	128665600	27.18906593322754
chr9	128669696	128671744	32.244407653808594
chr9	128743424	128745472	38.04621505737305
chr9	128788480	128790528	32.30377960205078
chr9	128837632	128839680	27.604928970336914
chr3	161894400	161896448	27.732471466064453
chr3	161927168	161929216	34.96746063232422
chr3	162344960	162347008	25.496767044067383
chr15	45520896	45522944	23.102092742919922
chr15	45641728	45643776	23.244140625
chr15	45660160	45662208	30.692596435546875
chr15	45680640	45682688	32.00770950317383
chr12	121085952	121088000	26.60479736328125
chr12	121153536	121155584	24.01805305480957
chr12	121188352	121190400	34.383460998535156
chr12	121190400	121192448	64.5569839477539
chr12	121212928	121214976	26.98565101623535
chr12	121253888	121255936	30.018177032470703
chr12	121286656	121288704	26.56302833557129
chr2	178802688	178804736	25.170886993408203
chr6	3907584	3909632	26.392492294311523
chr6	3917824	3919872	23.78034019470215
chr6	3948544	3950592	26.65452003479004
chr6	3997696	3999744	24.56698226928711
chr6	4057088	4059136	24.522991180419922
chr6	4124672	4126720	41.05216979980469
chr6	4171776	4173824	28.31612777709961
chr6	4179968	4182016	25.312366485595703
chr6	4186112	4188160	46.78154373168945
chr6	4225024	4227072	24.540464401245117
chr6	4270080	4272128	30.207321166992188
chr2	191635456	191637504	23.085834503173828
chr2	191707136	191709184	31.225271224975586
chr2	191711232	191713280	29.827865600585938
chr17	56752128	56754176	23.12603187561035
chr7	117868544	117870592	30.776098251342773
chr7	117872640	117874688	28.5906982421875
chr7	118452224	118454272	36.72882843017578
chr7	118546432	118548480	28.65192222595215
chr1	37449728	37451776	24.273759841918945
chr13	24592384	24594432	23.732463836669922
chr13	25468928	25470976	26.27826499938965
chr13	25470976	25473024	32.89982604980469
chr18	2828288	2830336	25.019947052001953
chr18	2854912	2856960	36.238243103027344
chr18	2873344	2875392	30.513437271118164
chr18	2875392	2877440	28.375173568725586
chr18	2879488	2881536	33.695289611816406
chr18	2912256	2914304	24.667695999145508
chr18	3209216	3211264	26.102359771728516
chr18	3217408	3219456	27.980981826782227
chr18	3452928	3454976	29.1966609954834
chr14	46589952	46592000	28.51904296875
chr6	46780416	46782464	31.6768798828125
chr6	46905344	46907392	23.545543670654297
chr6	46911488	46913536	25.81365394592285
chr6	46942208	46944256	24.609325408935547
chr6	46954496	46956544	24.264877319335938
chr6	46958592	46960640	29.601825714111328
chr6	46999552	47001600	30.645572662353516
chr7	47355904	47357952	23.02283477783203
chr7	47394816	47396864	33.150428771972656
chr7	47417344	47419392	30.79743003845215
chr7	47452160	47454208	25.601306915283203
chr7	47798272	47800320	34.756221771240234
chr7	47804416	47806464	30.51816749572754
chr7	47831040	47833088	29.764202117919922
chr7	47845376	47847424	24.259374618530273
chr7	47884288	47886336	29.615596771240234
chr7	47886336	47888384	51.937347412109375
chr7	47915008	47917056	42.38237380981445
chr7	47939584	47941632	23.125823974609375
chr7	48109568	48111616	26.028385162353516
chrX	57718784	57720832	35.23915100097656
chrX	57901056	57903104	30.25481605529785
chrX	57903104	57905152	28.293582916259766
chrX	57905152	57907200	42.2735710144043
chrX	58093568	58095616	40.938602447509766
chrX	58165248	58167296	27.24900245666504
chrX	58169344	58171392	28.52984046936035
chrX	58179584	58181632	26.118412017822266
chr13	86962176	86964224	24.927675247192383
chr13	87001088	87003136	25.74028968811035
chr13	87005184	87007232	24.495676040649414
chr13	87056384	87058432	23.98970603942871
chr5	116815872	116817920	42.64297866821289
chr12	19412992	19415040	40.017181396484375
chr12	19587072	19589120	23.985776901245117
chr12	19847168	19849216	23.095645904541016
chr12	19968000	19970048	48.72098159790039
chrX	114624512	114626560	33.68124771118164
chrX	114710528	114712576	43.69111633300781
chrX	114923520	114925568	59.42798614501953
chrX	115189760	115191808	27.336767196655273
chrX	115208192	115210240	24.126279830932617
chr14	50921472	50923520	24.74742317199707
chr14	50925568	50927616	31.18430519104004
chr14	50927616	50929664	40.84774398803711
chr14	50931712	50933760	23.754962921142578
chr14	50933760	50935808	36.13660430908203
chr14	50964480	50966528	28.524658203125
chr14	50987008	50989056	26.018680572509766
chr14	51009536	51011584	31.529611587524414
chr14	51017728	51019776	32.32791519165039
chr14	51113984	51116032	36.404518127441406
chr14	51116032	51118080	37.162967681884766
chr14	51118080	51120128	40.606101989746094
chr14	51167232	51169280	32.01375198364258
chr14	51269632	51271680	28.844507217407227
chr14	74835968	74838016	33.54607391357422
chr14	74846208	74848256	23.428071975708008
chr14	74893312	74895360	29.761016845703125
chr14	74930176	74932224	38.04057312011719
chr14	74938368	74940416	37.3114013671875
chr14	74969088	74971136	34.21950912475586
chr14	74975232	74977280	24.108675003051758
chr14	75010048	75012096	35.720054626464844
chr8	66308096	66310144	24.903217315673828
chr8	66920448	66922496	28.93256187438965
chr8	66926592	66928640	45.84923553466797
chr3	101517312	101519360	29.650875091552734
chr3	101519360	101521408	31.69527244567871
chr3	101533696	101535744	27.54974365234375
chr3	101554176	101556224	27.65250587463379
chr3	101580800	101582848	27.818805694580078
chr3	101588992	101591040	28.9056453704834
chr3	101664768	101666816	25.87528419494629
chr3	101726208	101728256	61.3089485168457
chr3	101754880	101756928	23.255098342895508
chr3	101765120	101767168	23.148345947265625
chrX	76075008	76077056	31.92344093322754
chrX	76144640	76146688	35.248111724853516
chrX	76148736	76150784	35.00537872314453
chrX	76177408	76179456	27.10134506225586
chrX	76253184	76255232	26.332794189453125
chrX	76423168	76425216	42.0860710144043
chrX	76425216	76427264	36.44513702392578
chrX	76427264	76429312	73.20475006103516
chrX	76455936	76457984	26.307287216186523
chr8	59185152	59187200	25.5898380279541
chr17	14927872	14929920	28.823719024658203
chr17	15169536	15171584	44.60826110839844
chr17	15175680	15177728	35.83351516723633
chr5	123658240	123660288	36.76498031616211
chr5	123998208	124000256	24.57093620300293
chr2	163518464	163520512	34.76510238647461
chr2	164085760	164087808	26.44925308227539
chr14	33536000	33538048	23.166852951049805
chr5	15996928	15998976	33.772308349609375
chr5	16324608	16326656	32.523311614990234
chr9	37355520	37357568	30.679885864257812
chr9	37357568	37359616	26.16884994506836
chr9	37359616	37361664	23.644973754882812
chr9	37455872	37457920	25.928150177001953
chr9	37578752	37580800	26.08573341369629
chr9	37756928	37758976	26.83841896057129
chrX	98230272	98232320	34.2403678894043
chrX	98242560	98244608	29.99773597717285
chrX	98306048	98308096	28.210119247436523
chrX	98338816	98340864	26.925872802734375
chrX	98340864	98342912	23.83344268798828
chrX	98351104	98353152	23.43695640563965
chrX	98353152	98355200	24.72599983215332
chrX	98801664	98803712	45.19163131713867
chrX	98828288	98830336	42.7228889465332
chr12	86513664	86515712	31.42032241821289
chr12	86583296	86585344	24.307662963867188
chr12	86654976	86657024	34.98637771606445
chr12	86929408	86931456	27.292165756225586
chr2	200155136	200157184	34.300750732421875
chr2	200552448	200554496	25.152450561523438
chr2	200597504	200599552	35.25613021850586
chr2	200599552	200601600	30.34585952758789
chr2	200601600	200603648	39.62604522705078
chr2	192196608	192198656	43.68390655517578
chr2	192284672	192286720	34.99864959716797
chr2	192288768	192290816	34.022525787353516
chr2	192571392	192573440	31.6273136138916
chr19	1470464	1472512	24.8294677734375
chr8	96096256	96098304	31.775543212890625
chr8	96098304	96100352	35.0713005065918
chr8	96108544	96110592	27.000375747680664
chr8	96169984	96172032	27.298961639404297
chr8	96247808	96249856	31.153045654296875
chr9	130840576	130842624	25.69472312927246
chr9	130912256	130914304	30.469533920288086
chr9	130926592	130928640	32.97237014770508
chr9	130961408	130963456	49.269432067871094
chr9	130965504	130967552	35.996578216552734
chr9	131031040	131033088	25.180025100708008
chr9	131074048	131076096	27.313739776611328
chr9	131076096	131078144	26.48080062866211
chr9	131096576	131098624	26.404037475585938
chr9	131098624	131100672	51.93658447265625
chr9	131100672	131102720	38.607826232910156
chr9	131104768	131106816	27.22463607788086
chr9	131145728	131147776	32.90605926513672
chr9	131213312	131215360	57.004539489746094
chr3	155699200	155701248	35.41889953613281
chr3	155801600	155803648	26.0960636138916
chr9	1837056	1839104	25.68711280822754
chr9	2121728	2123776	37.096195220947266
chr8	84342784	84344832	26.333892822265625
chr8	84828160	84830208	29.108463287353516
chr8	84930560	84932608	24.441375732421875
chr8	84934656	84936704	46.92985534667969
chr8	84992000	84994048	25.185993194580078
chr8	85028864	85030912	24.32506561279297
chr8	85155840	85157888	27.788925170898438
chr8	85161984	85164032	23.214616775512695
chr3	82948096	82950144	29.864452362060547
chr3	83218432	83220480	45.725181579589844
chr19	55439360	55441408	54.0880241394043
chr19	55517184	55519232	24.69748878479004
chr20	39016448	39018496	29.772043228149414
chr20	39421952	39424000	28.411937713623047
chr20	39788544	39790592	31.821325302124023
chr20	39798784	39800832	28.242712020874023
chr4	104570880	104572928	31.550262451171875
chr22	47577088	47579136	30.964834213256836
chr4	74942464	74944512	24.918498992919922
chr4	75059200	75061248	28.927730560302734
chr4	75116544	75118592	24.173952102661133
chr11	10905600	10907648	26.9278507232666
chr11	10919936	10921984	24.699567794799805
chr11	10924032	10926080	24.01465606689453
chr11	11141120	11143168	23.200448989868164
chr11	11147264	11149312	27.02194595336914
chr13	40071168	40073216	28.836498260498047
chr13	40271872	40273920	30.502344131469727
chr10	5859328	5861376	29.5120849609375
chr10	5867520	5869568	37.951786041259766
chr10	5933056	5935104	29.26531982421875
chr10	5935104	5937152	28.32151222229004
chr10	5943296	5945344	26.962066650390625
chr10	6410240	6412288	24.06241226196289
chr10	6438912	6440960	26.245540618896484
