chrom	start	end	snoRNA_Shap
chr12	96337920	96339968	-25.739700317382812
chr12	96342016	96344064	-22.670391082763672
chr12	96346112	96348160	-30.75323486328125
chr12	96348160	96350208	-30.516185760498047
chr12	96360448	96362496	-22.301101684570312
chr12	96374784	96376832	-22.658920288085938
chr12	96411648	96413696	-30.246923446655273
chr12	96415744	96417792	-31.346996307373047
chr12	96417792	96419840	-32.91447067260742
chr12	96421888	96423936	-24.272380828857422
chr12	96423936	96425984	-26.774738311767578
chr12	96430080	96432128	-25.97074317932129
chr12	96444416	96446464	-37.72589874267578
chr12	96489472	96491520	-28.1417179107666
chr12	96512000	96514048	-26.683269500732422
chr12	96516096	96518144	-84.65428161621094
chr12	32501760	32503808	-22.959583282470703
chr12	32616448	32618496	-27.9822998046875
chr12	32618496	32620544	-29.2506103515625
chr12	32745472	32747520	-25.582950592041016
chr12	32753664	32755712	-26.7282772064209
chr12	32755712	32757760	-22.680843353271484
chr9	128106496	128108544	-26.448827743530273
chr9	128114688	128116736	-30.03325843811035
chr9	128124928	128126976	-25.083831787109375
chr9	128126976	128129024	-32.661537170410156
chr9	128159744	128161792	-35.385292053222656
chr9	128186368	128188416	-21.568510055541992
chr9	128188416	128190464	-22.489919662475586
chr9	128190464	128192512	-21.31993865966797
chr9	128274432	128276480	-28.58856201171875
chr9	128317440	128319488	-27.586862564086914
chr9	128335872	128337920	-29.727081298828125
chr9	128337920	128339968	-25.462291717529297
chr9	128344064	128346112	-29.875818252563477
chr9	128503808	128505856	-22.575931549072266
chr9	128520192	128522240	-23.91216468811035
chr9	128542720	128544768	-20.28241539001465
chr9	128552960	128555008	-28.03180503845215
chr9	128555008	128557056	-34.467506408691406
chr13	76955648	76957696	-30.008209228515625
chr13	76994560	76996608	-31.312652587890625
chr13	76996608	76998656	-40.065040588378906
chr13	77000704	77002752	-30.092655181884766
chr13	77021184	77023232	-23.463329315185547
chr13	77025280	77027328	-72.14051818847656
chr13	77033472	77035520	-25.043292999267578
chr13	77056000	77058048	-20.006290435791016
chr13	77058048	77060096	-26.686321258544922
chr13	77088768	77090816	-21.095409393310547
chr13	77090816	77092864	-22.93071174621582
chr13	77092864	77094912	-22.192768096923828
chr13	77109248	77111296	-20.008901596069336
chr13	77119488	77121536	-31.508285522460938
chr13	77131776	77133824	-39.92971420288086
chr20	491520	493568	-25.20342254638672
chr20	1280000	1282048	-23.75238800048828
chr1	42766336	42768384	-30.181320190429688
chr1	186798080	186800128	-23.760269165039062
chr1	186904576	186906624	-19.831052780151367
chr1	186941440	186943488	-24.715030670166016
chr1	187009024	187011072	-22.405014038085938
chr17	43925504	43927552	-28.078632354736328
chr17	44136448	44138496	-27.0758056640625
chr17	44167168	44169216	-21.930557250976562
chr17	44171264	44173312	-28.351919174194336
chr17	44503040	44505088	-26.093246459960938
chr9	33921024	33923072	-25.48719596862793
chr9	33923072	33925120	-20.028379440307617
chr9	33994752	33996800	-20.565074920654297
chr9	34011136	34013184	-24.4761905670166
chr9	34111488	34113536	-21.425582885742188
chr9	34125824	34127872	-23.47280502319336
chr8	81719296	81721344	-49.378055572509766
chr8	81723392	81725440	-23.89472198486328
chrX	68978688	68980736	-21.211286544799805
chrX	69640192	69642240	-21.70347023010254
chr6	43612160	43614208	-20.710132598876953
chr6	43864064	43866112	-25.965045928955078
chr6	44255232	44257280	-30.70499038696289
chr6	44263424	44265472	-30.80208969116211
chr6	133965824	133967872	-22.12887191772461
chr6	134096896	134098944	-38.308162689208984
chr6	134111232	134113280	-24.05746841430664
chr6	134123520	134125568	-26.299224853515625
chr6	134168576	134170624	-40.23737335205078
chr2	31905792	31907840	-28.097370147705078
chr2	31948800	31950848	-21.81876564025879
chr7	138915840	138917888	-26.555652618408203
chr7	138960896	138962944	-21.466758728027344
chr6	163952640	163954688	-22.55387306213379
chr3	98183168	98185216	-21.917278289794922
chr3	98584576	98586624	-21.013446807861328
chr3	98588672	98590720	-25.72694969177246
chr3	98590720	98592768	-30.5869197845459
chr3	98592768	98594816	-32.212669372558594
chr3	98844672	98846720	-20.714731216430664
chr3	98852864	98854912	-23.042461395263672
chr3	98883584	98885632	-23.702133178710938
chr3	98920448	98922496	-40.788455963134766
chr3	98945024	98947072	-33.501731872558594
chr3	98953216	98955264	-29.4385986328125
chr2	157696000	157698048	-19.9446964263916
chr3	115091456	115093504	-73.2325439453125
chr5	134393856	134395904	-39.519561767578125
chr5	134426624	134428672	-23.590654373168945
chr5	134508544	134510592	-20.030715942382812
chr5	134510592	134512640	-22.059925079345703
chr5	134586368	134588416	-37.19850540161133
chr5	134631424	134633472	-43.20195388793945
chr5	134633472	134635520	-40.004119873046875
chr5	134645760	134647808	-35.376731872558594
chr5	134647808	134649856	-36.126407623291016
chr5	134701056	134703104	-26.90231704711914
chr5	134739968	134742016	-20.065322875976562
chr5	134744064	134746112	-20.18178367614746
chr5	134756352	134758400	-35.732177734375
chr5	134758400	134760448	-29.549503326416016
chr5	134760448	134762496	-21.12259292602539
chr5	134795264	134797312	-25.76840591430664
chr5	134817792	134819840	-20.976713180541992
chr5	134821888	134823936	-25.48676109313965
chr5	134823936	134825984	-21.700420379638672
chr5	134838272	134840320	-20.696292877197266
chr5	134842368	134844416	-24.696657180786133
chr5	134844416	134846464	-24.354589462280273
chr5	134846464	134848512	-27.41768455505371
chr5	134850560	134852608	-28.590923309326172
chr5	134871040	134873088	-24.30882453918457
chr5	134873088	134875136	-20.744178771972656
chr5	134901760	134903808	-27.58111572265625
chrX	150714368	150716416	-21.486148834228516
chr8	13139968	13142016	-24.6490421295166
chr8	13328384	13330432	-30.680622100830078
chr8	13477888	13479936	-22.45880699157715
chr8	13654016	13656064	-23.227617263793945
chr8	13656064	13658112	-38.709434509277344
chr8	13658112	13660160	-22.281612396240234
chr15	90933248	90935296	-37.444480895996094
chr15	90955776	90957824	-73.73009490966797
chr15	90959872	90961920	-21.238956451416016
chr15	90968064	90970112	-24.694015502929688
chr15	90976256	90978304	-23.731586456298828
chr15	90978304	90980352	-27.478689193725586
chr15	90994688	90996736	-32.88220977783203
chr7	156637184	156639232	-20.195783615112305
chr7	156762112	156764160	-23.394731521606445
chr7	156823552	156825600	-25.381324768066406
chr3	182710272	182712320	-31.258777618408203
chr3	182712320	182714368	-21.43246078491211
chr3	182794240	182796288	-20.281452178955078
chr3	182816768	182818816	-24.353450775146484
chr3	182861824	182863872	-22.29054832458496
chr3	182867968	182870016	-21.03299331665039
chr3	182872064	182874112	-20.08543586730957
chr3	182919168	182921216	-25.101261138916016
chr6	24989696	24991744	-21.72113609313965
chr6	25137152	25139200	-23.382169723510742
chr15	98177024	98179072	-20.4195613861084
chr15	98834432	98836480	-20.806156158447266
chr14	34420736	34422784	-22.18614387512207
chr14	34422784	34424832	-20.850248336791992
chr14	34459648	34461696	-50.25497055053711
chr14	34461696	34463744	-40.452964782714844
chr14	34521088	34523136	-21.879520416259766
chr14	34549760	34551808	-39.532962799072266
chr14	34551808	34553856	-61.1138916015625
chr14	34623488	34625536	-32.014808654785156
chr14	34631680	34633728	-23.958362579345703
chr14	34641920	34643968	-28.093791961669922
chr14	34650112	34652160	-38.1417121887207
chr14	34664448	34666496	-39.244998931884766
chr14	34699264	34701312	-24.241151809692383
chr14	34707456	34709504	-23.091144561767578
chr14	34709504	34711552	-28.447906494140625
chr13	94595072	94597120	-63.028785705566406
chr13	94599168	94601216	-28.16777992248535
chr19	16283648	16285696	-32.02118682861328
chr19	16285696	16287744	-27.610332489013672
chr19	16287744	16289792	-32.47332000732422
chr19	16316416	16318464	-28.60135269165039
chr19	16326656	16328704	-26.60944175720215
chr19	16328704	16330752	-25.938106536865234
chr19	16379904	16381952	-42.43775177001953
chr19	16381952	16384000	-22.12680435180664
chr19	16472064	16474112	-37.95558547973633
chr19	16492544	16494592	-29.108922958374023
chr19	16494592	16496640	-37.520450592041016
chr19	16496640	16498688	-30.17717933654785
chr19	16517120	16519168	-35.08656311035156
chr19	16539648	16541696	-24.813203811645508
chr19	16541696	16543744	-27.519107818603516
chr19	16560128	16562176	-22.274700164794922
chr19	16566272	16568320	-33.67062759399414
chr19	16568320	16570368	-31.774072647094727
chr19	16572416	16574464	-20.822877883911133
chr19	16576512	16578560	-27.293432235717773
chr19	16623616	16625664	-24.029949188232422
chr19	16625664	16627712	-28.70005226135254
chr19	16658432	16660480	-80.87435150146484
chr19	16660480	16662528	-46.401519775390625
chr8	88244224	88246272	-19.9029483795166
chr8	88274944	88276992	-22.399913787841797
chr8	88281088	88283136	-23.506916046142578
chr8	88315904	88317952	-31.359201431274414
chr8	53962752	53964800	-41.76194381713867
chr8	53964800	53966848	-31.825927734375
chr8	54034432	54036480	-22.019676208496094
chr8	54097920	54099968	-25.442243576049805
chr8	54102016	54104064	-33.37758255004883
chr10	99909632	99911680	-24.020437240600586
chr10	99997696	99999744	-21.292266845703125
chr10	99999744	100001792	-24.074993133544922
chr10	100184064	100186112	-50.418888092041016
chr10	100225024	100227072	-32.747440338134766
chr10	100229120	100231168	-54.85796356201172
chr10	100231168	100233216	-24.69578742980957
chr10	100268032	100270080	-43.71812057495117
chr10	100440064	100442112	-20.866195678710938
chr10	100517888	100519936	-31.243328094482422
chr10	100560896	100562944	-39.59978485107422
chr5	150048768	150050816	-23.86777114868164
chr5	150130688	150132736	-25.823013305664062
chr5	150249472	150251520	-23.47049903869629
chr5	150288384	150290432	-22.86722183227539
chr5	150294528	150296576	-34.25037384033203
chr5	150333440	150335488	-19.860538482666016
chr5	150335488	150337536	-21.65484046936035
chr5	150347776	150349824	-26.296560287475586
chr5	150351872	150353920	-26.34112548828125
chr5	150362112	150364160	-22.779651641845703
chr5	150431744	150433792	-25.755680084228516
chr5	150448128	150450176	-46.624488830566406
chr5	150450176	150452224	-55.101051330566406
chr5	150544384	150546432	-25.431612014770508
chr5	150558720	150560768	-43.848052978515625
chr5	150560768	150562816	-27.6304931640625
chr5	150642688	150644736	-31.6947078704834
chr5	150671360	150673408	-49.469886779785156
chr5	150681600	150683648	-24.68572425842285
chr22	31174656	31176704	-24.525104522705078
chr22	31211520	31213568	-38.480201721191406
chr22	31223808	31225856	-21.31096649169922
chr22	31244288	31246336	-23.95575714111328
chr22	31256576	31258624	-22.175098419189453
chr22	31338496	31340544	-21.252527236938477
chr22	31395840	31397888	-32.059505462646484
chr22	31399936	31401984	-45.934226989746094
chr22	31401984	31404032	-42.84627151489258
chr22	31447040	31449088	-31.546072006225586
chr22	31451136	31453184	-38.51555252075195
chr22	31453184	31455232	-50.65621566772461
chr22	31488000	31490048	-41.195945739746094
chr22	31490048	31492096	-53.1095085144043
chr22	31492096	31494144	-47.56264114379883
chr22	31494144	31496192	-59.883811950683594
chr22	31535104	31537152	-35.621517181396484
chr4	113104896	113106944	-20.311786651611328
chr4	113106944	113108992	-21.515666961669922
chr4	113354752	113356800	-26.768030166625977
chr4	113635328	113637376	-22.197650909423828
chr11	27314176	27316224	-31.78292465209961
chr11	27496448	27498496	-33.57822036743164
chr11	27502592	27504640	-23.77035140991211
chr11	27697152	27699200	-59.785865783691406
chr1	171661312	171663360	-20.068532943725586
chr8	105781248	105783296	-25.283611297607422
chr8	105832448	105834496	-20.88296890258789
chr8	105893888	105895936	-29.645992279052734
chr8	105904128	105906176	-21.029621124267578
chr8	106031104	106033152	-30.4023380279541
chr8	106043392	106045440	-25.292133331298828
chr8	106074112	106076160	-20.69524574279785
chr8	106084352	106086400	-27.444421768188477
chr4	174166016	174168064	-25.852588653564453
chr4	174247936	174249984	-27.983501434326172
chr4	174282752	174284800	-41.75777053833008
chr4	174309376	174311424	-21.626710891723633
chr1	38834176	38836224	-28.786792755126953
chr1	38868992	38871040	-31.948131561279297
chr1	38871040	38873088	-51.704071044921875
chr1	38873088	38875136	-21.943931579589844
chr1	38875136	38877184	-26.809764862060547
chr1	38912000	38914048	-25.876949310302734
chr1	38926336	38928384	-25.8801326751709
chr1	38932480	38934528	-44.883785247802734
chr1	38934528	38936576	-45.28059387207031
chr1	38955008	38957056	-22.863523483276367
chr1	39026688	39028736	-22.373851776123047
chr1	39047168	39049216	-35.41525650024414
chr1	39131136	39133184	-24.5396785736084
chr1	39135232	39137280	-23.8010311126709
chr1	39137280	39139328	-27.029571533203125
chr1	39145472	39147520	-25.842670440673828
chr1	39163904	39165952	-25.631397247314453
chr1	39172096	39174144	-27.841014862060547
chr1	39176192	39178240	-31.26348876953125
chr1	39180288	39182336	-22.388925552368164
chr1	39186432	39188480	-20.84623908996582
chr1	39202816	39204864	-27.145553588867188
chr1	39204864	39206912	-23.768157958984375
chr1	39213056	39215104	-34.08415222167969
chr1	39223296	39225344	-21.18787956237793
chr8	51945472	51947520	-21.595035552978516
chr7	88168448	88170496	-36.350135803222656
chr2	27045888	27047936	-33.17634582519531
chr2	27047936	27049984	-30.47256851196289
chr2	27049984	27052032	-29.465957641601562
chr2	27076608	27078656	-21.317346572875977
chr2	27131904	27133952	-20.710033416748047
chr2	27140096	27142144	-21.53820037841797
chr2	27162624	27164672	-24.06832504272461
chr2	27217920	27219968	-31.8481502532959
chr2	27226112	27228160	-23.828641891479492
chr2	27234304	27236352	-23.872169494628906
chr2	27265024	27267072	-23.924592971801758
chr2	27281408	27283456	-20.212133407592773
chr2	27291648	27293696	-24.631322860717773
chr2	27301888	27303936	-29.021337509155273
chr2	27322368	27324416	-35.72087478637695
chr2	27336704	27338752	-36.621177673339844
chr2	27353088	27355136	-28.708126068115234
chr2	27355136	27357184	-58.38764190673828
chr2	27369472	27371520	-32.14241027832031
chr2	27373568	27375616	-29.8619384765625
chr2	27377664	27379712	-25.988971710205078
chr2	27392000	27394048	-24.7602596282959
chr2	27461632	27463680	-25.33942413330078
chr19	15337472	15339520	-39.352577209472656
chr19	15380480	15382528	-38.19097137451172
chr19	15415296	15417344	-20.122264862060547
chr19	15417344	15419392	-35.348388671875
chr19	15419392	15421440	-21.840879440307617
chr19	16033792	16035840	-33.825950622558594
chr19	16039936	16041984	-36.136714935302734
chr19	16142336	16144384	-20.94442367553711
chr1	205266944	205268992	-20.429340362548828
chr18	68360192	68362240	-22.20570945739746
chr18	68485120	68487168	-28.88412857055664
chr18	68659200	68661248	-22.398685455322266
chr18	68675584	68677632	-29.679189682006836
chr18	68710400	68712448	-22.500614166259766
chr18	68716544	68718592	-28.337427139282227
chr18	68732928	68734976	-92.58198547363281
chr2	53766144	53768192	-52.85951614379883
chr2	53768192	53770240	-22.095285415649414
chr2	53774336	53776384	-22.230823516845703
chr2	53776384	53778432	-24.157241821289062
chr2	53780480	53782528	-22.418230056762695
chr2	53784576	53786624	-39.68821334838867
chr2	53786624	53788672	-80.9772720336914
chr2	53891072	53893120	-32.51826858520508
chr2	53895168	53897216	-29.87894058227539
chr2	53911552	53913600	-35.55060958862305
chr2	53917696	53919744	-23.337310791015625
chr2	53921792	53923840	-25.725793838500977
chr2	53929984	53932032	-43.50413131713867
chr2	53932032	53934080	-24.877294540405273
chr2	53942272	53944320	-22.31133270263672
chr2	53944320	53946368	-22.24290657043457
chr2	53958656	53960704	-27.827468872070312
chr2	53968896	53970944	-51.255271911621094
chr2	53970944	53972992	-21.850482940673828
chr2	138373120	138375168	-21.033798217773438
chr11	100816896	100818944	-25.064748764038086
chr11	100847616	100849664	-20.186721801757812
chr11	100892672	100894720	-26.360164642333984
chr11	118999040	119001088	-21.680469512939453
chr11	119072768	119074816	-23.18941879272461
chr11	119083008	119085056	-32.74414825439453
chr11	119109632	119111680	-35.39899444580078
chr11	119111680	119113728	-23.276653289794922
chr11	119121920	119123968	-21.851200103759766
chr11	119132160	119134208	-25.912973403930664
chr11	119142400	119144448	-24.495615005493164
chr11	119148544	119150592	-23.180011749267578
chr11	119240704	119242752	-20.566814422607422
chr11	119259136	119261184	-20.64410972595215
chr11	119263232	119265280	-21.222957611083984
chr11	119279616	119281664	-21.766366958618164
chr11	119332864	119334912	-25.442405700683594
chr11	119373824	119375872	-37.602481842041016
chr11	119420928	119422976	-31.814632415771484
chr11	119470080	119472128	-29.222904205322266
chr11	119476224	119478272	-47.61121368408203
chr11	40294400	40296448	-30.463083267211914
chr11	40296448	40298496	-21.259817123413086
chr11	40306688	40308736	-35.87034225463867
chr7	139227136	139229184	-22.501964569091797
chr7	139343872	139345920	-36.844566345214844
chr7	139345920	139347968	-31.99141502380371
chr7	139356160	139358208	-21.338380813598633
chr7	139433984	139436032	-49.7921028137207
chr14	57378816	57380864	-20.662120819091797
chr14	57389056	57391104	-26.1881103515625
chr18	9801728	9803776	-23.27414321899414
chr18	9830400	9832448	-42.704734802246094
chr18	9912320	9914368	-21.16061782836914
chr18	9914368	9916416	-22.027019500732422
chr18	9951232	9953280	-21.460851669311523
chr18	9969664	9971712	-34.188621520996094
chr18	9971712	9973760	-25.18377113342285
chr5	88827904	88829952	-29.05034828186035
chr2	189048832	189050880	-29.199472427368164
chr2	189052928	189054976	-27.327239990234375
chr2	189067264	189069312	-26.202396392822266
chr2	189077504	189079552	-21.712783813476562
chr2	189083648	189085696	-32.21540832519531
chr2	189085696	189087744	-33.87975311279297
chr2	189093888	189095936	-56.243812561035156
chr2	189116416	189118464	-31.103958129882812
chr2	189128704	189130752	-24.76729965209961
chr2	189130752	189132800	-24.108684539794922
chr2	189134848	189136896	-28.196216583251953
chr2	189155328	189157376	-35.293067932128906
chr2	189157376	189159424	-35.21438217163086
chr2	189163520	189165568	-33.94482421875
chr2	189233152	189235200	-23.098169326782227
chr2	189409280	189411328	-28.69369125366211
chr2	189411328	189413376	-37.10409927368164
chr2	189440000	189442048	-41.681190490722656
chr2	189442048	189444096	-47.911155700683594
chr2	189464576	189466624	-39.502647399902344
chr2	189472768	189474816	-27.338428497314453
chr2	189569024	189571072	-26.822174072265625
chr2	189573120	189575168	-29.95253562927246
chr2	189577216	189579264	-27.567724227905273
chr2	189579264	189581312	-41.286529541015625
chr2	189659136	189661184	-29.176586151123047
chr2	189661184	189663232	-65.844970703125
chr5	52963328	52965376	-24.88998031616211
chr5	53008384	53010432	-23.527122497558594
chr5	53022720	53024768	-26.285858154296875
chr5	53030912	53032960	-23.920690536499023
chr5	53041152	53043200	-21.46135711669922
chr5	53094400	53096448	-39.02753448486328
chr5	53096448	53098496	-36.31911849975586
chr8	92061696	92063744	-20.478181838989258
chr2	120252416	120254464	-24.469131469726562
chr2	120610816	120612864	-23.64462661743164
chr3	122382336	122384384	-50.49968338012695
chr3	122392576	122394624	-61.76935577392578
chr3	122415104	122417152	-111.82002258300781
chr3	122417152	122419200	-46.974693298339844
chr3	122458112	122460160	-32.3585090637207
chr3	122462208	122464256	-36.126487731933594
chr3	122796032	122798080	-21.740833282470703
chr12	110663680	110665728	-26.574665069580078
chr12	111394816	111396864	-32.556549072265625
chr12	111396864	111398912	-29.2199764251709
chr12	111433728	111435776	-26.18340492248535
chr12	111443968	111446016	-30.155065536499023
chr12	111458304	111460352	-38.081398010253906
chr12	111460352	111462400	-27.47078514099121
chr12	111466496	111468544	-24.69422149658203
chr12	111470592	111472640	-22.11642837524414
chr12	111476736	111478784	-19.837841033935547
chr12	111478784	111480832	-25.04929542541504
chr12	111486976	111489024	-35.481571197509766
chr12	111491072	111493120	-28.30191993713379
chr2	27318272	27320320	-20.957387924194336
chr2	27324416	27326464	-23.150278091430664
chr2	27342848	27344896	-25.055877685546875
chr2	27359232	27361280	-20.98148536682129
chr2	27408384	27410432	-21.159530639648438
chr2	27428864	27430912	-25.471046447753906
chr2	27580416	27582464	-22.4294490814209
chr2	27582464	27584512	-23.944271087646484
chr2	27627520	27629568	-34.13347244262695
chr2	27658240	27660288	-23.41379165649414
chr2	27660288	27662336	-28.236270904541016
chr2	27664384	27666432	-30.725177764892578
chr2	27682816	27684864	-47.251522064208984
chr2	27703296	27705344	-33.330482482910156
chr7	133251072	133253120	-21.477970123291016
chr7	105320448	105322496	-22.58026123046875
chr7	105345024	105347072	-23.193880081176758
chr7	105578496	105580544	-36.76868438720703
chr19	19193856	19195904	-25.157817840576172
chr19	19361792	19363840	-21.701984405517578
chr19	19386368	19388416	-34.32722473144531
chr19	19449856	19451904	-22.372560501098633
chr19	19488768	19490816	-51.29001998901367
chr19	19511296	19513344	-20.939193725585938
chr19	19638272	19640320	-39.19356155395508
chr7	18345984	18348032	-22.399076461791992
chr7	18356224	18358272	-39.38848876953125
chr7	18487296	18489344	-25.91082763671875
chr10	128073728	128075776	-20.896007537841797
chr10	128079872	128081920	-23.952526092529297
chr11	93730816	93732864	-20.201904296875
chrX	117520384	117522432	-23.827564239501953
chrX	117614592	117616640	-24.82098388671875
chrX	117704704	117706752	-20.1750545501709
chrX	117706752	117708800	-30.359844207763672
chrX	117784576	117786624	-21.275997161865234
chrX	117805056	117807104	-19.930274963378906
chrX	117899264	117901312	-26.555889129638672
chrX	117932032	117934080	-23.25469398498535
chrX	117999616	118001664	-24.126384735107422
chrX	118001664	118003712	-22.349178314208984
chrX	118089728	118091776	-22.104732513427734
chr13	29507584	29509632	-29.919668197631836
chr13	29552640	29554688	-31.726806640625
chr13	29777920	29779968	-25.598886489868164
chr13	29786112	29788160	-21.266143798828125
chr13	29941760	29943808	-25.389095306396484
chr4	67184640	67186688	-21.37173843383789
chr9	27570176	27572224	-38.304893493652344
chr9	27572224	27574272	-34.04854202270508
chr3	146636800	146638848	-21.173839569091797
chr3	146638848	146640896	-21.561954498291016
chr1	51236864	51238912	-37.291141510009766
chr1	51372032	51374080	-20.786575317382812
chr1	51392512	51394560	-37.7845573425293
chr17	79740928	79742976	-19.82733726501465
chr17	79783936	79785984	-31.239904403686523
chr17	79785984	79788032	-36.48463439941406
chr17	79953920	79955968	-27.218013763427734
chr17	79955968	79958016	-20.83883285522461
chr17	57307136	57309184	-24.82522964477539
chr11	128028672	128030720	-19.854379653930664
chr17	60829696	60831744	-23.304950714111328
chr1	94070784	94072832	-20.836275100708008
chr1	94334976	94337024	-53.136863708496094
chr1	94461952	94464000	-21.98345947265625
chr1	94472192	94474240	-22.10602569580078
chr1	94513152	94515200	-26.398630142211914
chr1	94615552	94617600	-22.6925048828125
chr11	68204544	68206592	-20.58548355102539
chr11	68382720	68384768	-21.925365447998047
chr11	68554752	68556800	-39.691795349121094
chr11	68567040	68569088	-21.12575912475586
chrX	14028800	14030848	-22.705852508544922
chrX	14055424	14057472	-22.30255126953125
chr6	106086400	106088448	-23.250701904296875
chr5	120053760	120055808	-48.823524475097656
chr2	190820352	190822400	-28.43184471130371
chr2	190857216	190859264	-32.017921447753906
chr2	190863360	190865408	-25.069385528564453
chr2	190865408	190867456	-20.980186462402344
chr2	190873600	190875648	-27.021907806396484
chr2	190885888	190887936	-31.935373306274414
chr2	190887936	190889984	-51.11293029785156
chr2	190892032	190894080	-38.858028411865234
chr2	190894080	190896128	-38.670684814453125
chr2	190898176	190900224	-40.33063888549805
chr2	190900224	190902272	-30.243860244750977
chr2	190902272	190904320	-27.13872718811035
chr2	190906368	190908416	-21.144765853881836
chr2	190916608	190918656	-21.268770217895508
chr2	190918656	190920704	-22.32133674621582
chr2	190926848	190928896	-23.02899169921875
chr2	190932992	190935040	-32.527645111083984
chr2	190937088	190939136	-58.45012664794922
chr2	190939136	190941184	-30.05182456970215
chr2	190941184	190943232	-39.7672233581543
chr2	190943232	190945280	-26.898548126220703
chr2	190945280	190947328	-36.33933639526367
chr2	190947328	190949376	-62.854957580566406
chr2	190961664	190963712	-29.48782730102539
chr2	190965760	190967808	-35.48514175415039
chr2	190967808	190969856	-34.39405059814453
chr2	190976000	190978048	-31.276092529296875
chr2	190978048	190980096	-29.777141571044922
chr2	190982144	190984192	-32.3511962890625
chr2	190992384	190994432	-33.040733337402344
chr2	190998528	191000576	-21.892932891845703
chr2	191000576	191002624	-28.033702850341797
chr2	191010816	191012864	-40.710243225097656
chr2	191012864	191014912	-32.216407775878906
chr2	191019008	191021056	-34.027122497558594
chr2	191021056	191023104	-24.40755844116211
chr2	191238144	191240192	-21.058349609375
chr2	191313920	191315968	-26.016292572021484
chr6	11366400	11368448	-27.129894256591797
chr6	11495424	11497472	-65.82112884521484
chr6	11577344	11579392	-48.761138916015625
chrX	74487808	74489856	-26.443405151367188
chrX	74717184	74719232	-20.774253845214844
chrX	74780672	74782720	-20.63513946533203
chrX	74786816	74788864	-30.735122680664062
chrX	74817536	74819584	-21.80661964416504
chrX	74819584	74821632	-32.11668395996094
chrX	74833920	74835968	-20.900049209594727
chrX	74850304	74852352	-22.51830291748047
chrX	74852352	74854400	-32.21952819824219
chrX	74870784	74872832	-20.007450103759766
chr1	89483264	89485312	-20.036056518554688
chr12	89620480	89622528	-23.4782657623291
chr12	89638912	89640960	-25.59221076965332
chr8	99495936	99497984	-24.27638053894043
chr11	120164352	120166400	-22.27605438232422
chr13	33067008	33069056	-22.67226791381836
chr13	33191936	33193984	-25.537508010864258
chr1	17512448	17514496	-24.269428253173828
chr1	17530880	17532928	-35.98767852783203
chr1	17567744	17569792	-22.4431095123291
chr1	17584128	17586176	-24.4702091217041
chr1	17586176	17588224	-37.820743560791016
chr1	17598464	17600512	-26.592910766601562
chr1	17604608	17606656	-27.42264747619629
chr1	17649664	17651712	-23.49966049194336
chr8	23302144	23304192	-22.558429718017578
chr8	23328768	23330816	-42.656978607177734
chr8	23343104	23345152	-24.815214157104492
chr8	23357440	23359488	-24.167102813720703
chr8	23365632	23367680	-21.160579681396484
chr8	23367680	23369728	-22.323965072631836
chr8	23384064	23386112	-20.261232376098633
chr8	23404544	23406592	-25.214529037475586
chr8	23408640	23410688	-39.71425247192383
chrX	75753472	75755520	-22.0246639251709
chrX	75784192	75786240	-24.153139114379883
chrX	75968512	75970560	-22.6647891998291
chrX	76027904	76029952	-20.646657943725586
chrX	76277760	76279808	-21.48916244506836
chr8	68575232	68577280	-22.458843231201172
chr8	68608000	68610048	-23.05483055114746
chr8	68618240	68620288	-32.84416961669922
chr8	68628480	68630528	-30.2950496673584
chr8	68640768	68642816	-26.59817886352539
chr8	68657152	68659200	-25.54482650756836
chr8	68665344	68667392	-35.85536193847656
chr8	68677632	68679680	-23.858957290649414
chr8	68689920	68691968	-20.635562896728516
chr8	68702208	68704256	-23.270185470581055
chr11	86456320	86458368	-22.367855072021484
chr11	86548480	86550528	-21.638015747070312
chr11	86939648	86941696	-42.14085388183594
chr13	97294336	97296384	-23.767284393310547
chr13	97298432	97300480	-20.250755310058594
chr13	97310720	97312768	-23.282978057861328
chr13	97325056	97327104	-22.810794830322266
chr13	97355776	97357824	-27.363794326782227
chr13	97798144	97800192	-27.860050201416016
chr13	97847296	97849344	-20.300167083740234
chr13	97855488	97857536	-44.34700393676758
chr8	60411904	60413952	-27.49530601501465
chr8	60514304	60516352	-31.221240997314453
chr8	60530688	60532736	-25.9106388092041
chr8	60561408	60563456	-32.069854736328125
chr8	60577792	60579840	-24.568981170654297
chr14	103288832	103290880	-22.713037490844727
chr14	103333888	103335936	-59.08357620239258
chr14	103335936	103337984	-57.96453857421875
chr14	103337984	103340032	-37.3375129699707
chr14	103342080	103344128	-27.436874389648438
chr14	103380992	103383040	-24.11603355407715
chr14	103383040	103385088	-29.21945571899414
chr14	103387136	103389184	-28.017553329467773
chr14	103389184	103391232	-41.121402740478516
chr14	103391232	103393280	-28.10302734375
chr14	103446528	103448576	-22.846317291259766
chr14	103462912	103464960	-23.28634262084961
chr14	103483392	103485440	-24.790172576904297
chr14	103485440	103487488	-29.36728858947754
chr14	103487488	103489536	-28.42584228515625
chr14	103499776	103501824	-20.032163619995117
chr14	103503872	103505920	-38.78800964355469
chr14	103651328	103653376	-30.569711685180664
chr19	19548160	19550208	-20.584423065185547
chr19	19550208	19552256	-35.16954803466797
chr19	19580928	19582976	-20.316238403320312
chr19	19582976	19585024	-45.028953552246094
chr19	19589120	19591168	-29.369455337524414
