chrom	start	end	snRNA_Shap
chrX	38326272	38328320	-23.677804946899414
chr3	148987904	148989952	-14.996627807617188
chr3	148989952	148992000	-18.011783599853516
chr3	149047296	149049344	-15.4146089553833
chr9	91090944	91092992	-18.113697052001953
chr9	91099136	91101184	-19.649145126342773
chr9	91109376	91111424	-13.302119255065918
chr9	91129856	91131904	-15.241044998168945
chr9	91150336	91152384	-27.42727279663086
chr9	91185152	91187200	-14.885566711425781
chr9	91238400	91240448	-13.297607421875
chr8	81008640	81010688	-17.194904327392578
chr14	101971968	101974016	-23.796144485473633
chr14	101990400	101992448	-23.05464744567871
chr14	101992448	101994496	-27.439151763916016
chr14	101996544	101998592	-16.693523406982422
chr14	102004736	102006784	-24.18094253540039
chr14	102010880	102012928	-28.54435157775879
chr14	102017024	102019072	-14.810426712036133
chr14	102019072	102021120	-24.40338706970215
chr14	102023168	102025216	-26.98479652404785
chr14	102027264	102029312	-19.645214080810547
chr14	102029312	102031360	-15.296603202819824
chr14	102049792	102051840	-23.94692611694336
chr14	102053888	102055936	-33.373924255371094
chr14	102064128	102066176	-13.636982917785645
chr14	102080512	102082560	-18.994216918945312
chr14	102082560	102084608	-22.14510726928711
chr14	102084608	102086656	-14.689918518066406
chr14	102125568	102127616	-17.1153621673584
chr14	102133760	102135808	-13.896867752075195
chr14	102207488	102209536	-14.186119079589844
chr14	102244352	102246400	-20.042980194091797
chr14	102252544	102254592	-25.151752471923828
chr14	102260736	102262784	-22.385526657104492
chr14	102264832	102266880	-14.729352951049805
chr14	102297600	102299648	-22.999874114990234
chr14	102307840	102309888	-19.828277587890625
chr3	156551168	156553216	-17.89625358581543
chr3	156557312	156559360	-21.775394439697266
chr3	156559360	156561408	-14.817021369934082
chr3	156563456	156565504	-17.25985336303711
chr3	156569600	156571648	-15.142419815063477
chr3	156575744	156577792	-16.08363914489746
chr3	156585984	156588032	-19.45389175415039
chr3	156604416	156606464	-22.847957611083984
chr3	156608512	156610560	-17.012134552001953
chr3	156612608	156614656	-15.061052322387695
chr3	156616704	156618752	-17.386343002319336
chr3	156624896	156626944	-18.627376556396484
chr3	156653568	156655616	-18.719112396240234
chr3	156723200	156725248	-17.365022659301758
chr3	156727296	156729344	-27.64229393005371
chr3	156760064	156762112	-29.109722137451172
chr3	156766208	156768256	-18.6254940032959
chr3	156768256	156770304	-27.70310401916504
chr3	156772352	156774400	-16.198843002319336
chr1	11907072	11909120	-25.674243927001953
chr1	11952128	11954176	-20.04395294189453
chr1	11972608	11974656	-15.83751392364502
chr1	11978752	11980800	-23.768173217773438
chr1	11980800	11982848	-33.348045349121094
chr1	12070912	12072960	-21.08229637145996
chr1	12075008	12077056	-17.55964469909668
chr1	12077056	12079104	-14.232014656066895
chr8	25135104	25137152	-14.257710456848145
chr8	25161728	25163776	-22.29435920715332
chr8	25180160	25182208	-16.190977096557617
chr8	25210880	25212928	-19.951011657714844
chr8	25221120	25223168	-19.869789123535156
chr8	25237504	25239552	-17.090076446533203
chr8	25247744	25249792	-29.480243682861328
chr8	25282560	25284608	-18.786914825439453
chr8	25321472	25323520	-25.04244041442871
chr8	25344000	25346048	-25.829837799072266
chr8	25348096	25350144	-23.368206024169922
chr2	187547648	187549696	-14.965402603149414
chr2	187553792	187555840	-21.27841567993164
chr7	135600128	135602176	-15.5895414352417
chr7	135663616	135665664	-32.4893913269043
chr7	135682048	135684096	-13.737737655639648
chr7	135704576	135706624	-16.28790855407715
chr7	135710720	135712768	-14.141059875488281
chr7	135718912	135720960	-15.448989868164062
chr7	135725056	135727104	-19.26384162902832
chr7	135749632	135751680	-13.271886825561523
chr7	135755776	135757824	-15.21745491027832
chr7	135974912	135976960	-21.923297882080078
chr9	96342016	96344064	-18.57280731201172
chr9	97765376	97767424	-28.1658935546875
chr9	97779712	97781760	-23.924753189086914
chr9	97824768	97826816	-16.505477905273438
chr9	97826816	97828864	-24.040157318115234
chr9	97849344	97851392	-21.49146842956543
chr9	98019328	98021376	-17.88631248474121
chr9	98050048	98052096	-14.093754768371582
chr9	98056192	98058240	-22.070358276367188
chr9	98064384	98066432	-18.27315902709961
chr9	98156544	98158592	-19.038122177124023
chr9	98189312	98191360	-16.990041732788086
chr9	98252800	98254848	-29.205768585205078
chr9	98254848	98256896	-24.99112319946289
chr9	98256896	98258944	-19.94285011291504
chr9	98258944	98260992	-32.678016662597656
chr18	9574400	9576448	-23.414363861083984
chr18	9578496	9580544	-16.20140838623047
chr18	9592832	9594880	-17.99679183959961
chr18	9596928	9598976	-24.307172775268555
chr18	9617408	9619456	-17.06058120727539
chr18	9644032	9646080	-24.006071090698242
chr18	9648128	9650176	-29.767807006835938
chr18	9658368	9660416	-15.022481918334961
chr18	75202560	75204608	-18.753429412841797
chr18	75227136	75229184	-13.61335277557373
chr18	75231232	75233280	-13.510421752929688
chr18	75257856	75259904	-18.480655670166016
chr16	30726144	30728192	-15.547632217407227
chr16	30730240	30732288	-19.416269302368164
chr16	30732288	30734336	-15.432266235351562
chr16	30873600	30875648	-14.61895751953125
chr16	30926848	30928896	-16.67464828491211
chr16	30980096	30982144	-13.302595138549805
chr16	31035392	31037440	-18.318126678466797
chr16	31037440	31039488	-14.963546752929688
chr16	31098880	31100928	-15.575340270996094
chr16	31100928	31102976	-14.992637634277344
chr16	31109120	31111168	-19.404949188232422
chr16	31117312	31119360	-26.313274383544922
chr16	31182848	31184896	-22.968181610107422
chr12	2922496	2924544	-16.883983612060547
chr3	39094272	39096320	-13.52703857421875
chr3	39102464	39104512	-17.815282821655273
chr3	39151616	39153664	-20.28150749206543
chr14	72562688	72564736	-16.158226013183594
chr14	72581120	72583168	-15.9185152053833
chr14	72583168	72585216	-14.649760246276855
chr14	72587264	72589312	-27.757532119750977
chr14	72607744	72609792	-14.783238410949707
chr14	72617984	72620032	-14.689214706420898
chr14	72640512	72642560	-14.252331733703613
chr14	72644608	72646656	-17.85894012451172
chr14	72646656	72648704	-25.536739349365234
chr14	72648704	72650752	-17.075687408447266
chr14	72654848	72656896	-17.84360122680664
chr14	72736768	72738816	-16.582561492919922
chr14	72777728	72779776	-15.103292465209961
chr14	72779776	72781824	-26.763315200805664
chr17	28133376	28135424	-16.07486343383789
chr13	77260800	77262848	-25.86847496032715
chr13	77271040	77273088	-19.54203987121582
chr5	151660544	151662592	-13.85460376739502
chr5	151664640	151666688	-15.644258499145508
chr5	151681024	151683072	-20.57620620727539
chr5	151691264	151693312	-13.953926086425781
chr5	151695360	151697408	-23.61781883239746
chr5	151699456	151701504	-14.55525016784668
chr5	151703552	151705600	-26.562129974365234
chr5	151707648	151709696	-17.33560562133789
chr5	151715840	151717888	-22.778532028198242
chr5	151719936	151721984	-15.207982063293457
chr5	151726080	151728128	-14.702359199523926
chr5	151736320	151738368	-17.2217960357666
chr5	151740416	151742464	-20.03441619873047
chr5	151756800	151758848	-18.49888038635254
chr5	151758848	151760896	-17.95608139038086
chr5	151764992	151767040	-19.82358169555664
chr5	151773184	151775232	-19.016027450561523
chr5	151787520	151789568	-16.83631134033203
chr5	127531008	127533056	-13.5453462600708
chr5	127539200	127541248	-14.970260620117188
chr1	9406464	9408512	-23.65448570251465
chr1	9590784	9592832	-18.521711349487305
chr3	172675072	172677120	-22.981409072875977
chr3	172695552	172697600	-21.32791519165039
chr3	172800000	172802048	-37.7376823425293
chrX	53678080	53680128	-15.834197998046875
chr12	6924288	6926336	-38.376434326171875
chr12	7069696	7071744	-14.323326110839844
chr5	33439744	33441792	-24.060054779052734
chr8	55867392	55869440	-26.1093807220459
chr12	120537088	120539136	-19.876462936401367
chr12	120580096	120582144	-16.15618896484375
chr5	128303104	128305152	-16.753490447998047
chr5	128309248	128311296	-13.598505973815918
chr5	128333824	128335872	-15.358769416809082
chr5	128362496	128364544	-25.9873046875
chr3	124727296	124729344	-16.35169792175293
chr3	124731392	124733440	-15.974446296691895
chr3	124733440	124735488	-16.646120071411133
chr3	124766208	124768256	-14.778416633605957
chr3	124790784	124792832	-24.187145233154297
chr3	124794880	124796928	-15.155847549438477
chr3	124798976	124801024	-26.821908950805664
chr3	124809216	124811264	-21.47858428955078
chr3	124825600	124827648	-20.457622528076172
chr3	124829696	124831744	-20.348657608032227
chr3	124841984	124844032	-18.018909454345703
chr3	124844032	124846080	-27.53888511657715
chr3	124866560	124868608	-25.221099853515625
chr3	124868608	124870656	-24.79681396484375
chr3	124889088	124891136	-16.670299530029297
chr3	124901376	124903424	-18.197566986083984
chr3	124909568	124911616	-16.72007179260254
chr3	124913664	124915712	-19.59478187561035
chrX	63754240	63756288	-13.439631462097168
chr9	108941312	108943360	-15.391639709472656
chr9	109039616	109041664	-27.366870880126953
chr9	109043712	109045760	-33.75188446044922
chr9	109047808	109049856	-22.85396385192871
chr9	109107200	109109248	-17.348020553588867
chr6	38443008	38445056	-14.1430082321167
chr7	48013312	48015360	-35.90571975708008
chr20	19814400	19816448	-15.204493522644043
chr20	19816448	19818496	-24.123212814331055
chr20	19990528	19992576	-14.943412780761719
chr20	20013056	20015104	-29.751266479492188
chr20	20015104	20017152	-23.858318328857422
chr20	20019200	20021248	-13.738176345825195
chr20	20025344	20027392	-26.535192489624023
chr20	20035584	20037632	-26.74688720703125
chr20	20047872	20049920	-15.955058097839355
chr9	26855424	26857472	-13.679388046264648
chr9	26886144	26888192	-21.814939498901367
chr9	26888192	26890240	-24.70947265625
chr9	26892288	26894336	-24.841527938842773
chr9	26896384	26898432	-20.331729888916016
chr9	26923008	26925056	-16.000925064086914
chr9	26933248	26935296	-27.75054359436035
chr9	26935296	26937344	-15.532659530639648
chr9	26945536	26947584	-29.568613052368164
chr9	26947584	26949632	-24.437957763671875
chr9	26949632	26951680	-20.367040634155273
chr9	26953728	26955776	-15.021263122558594
chr9	26982400	26984448	-16.60497283935547
chr9	27060224	27062272	-13.74736499786377
chr9	27090944	27092992	-17.643054962158203
chr9	27092992	27095040	-29.459802627563477
chr12	25194496	25196544	-41.602088928222656
chr12	25196544	25198592	-18.330074310302734
chr1	64198656	64200704	-16.137069702148438
chr1	186316800	186318848	-16.04708480834961
chr1	186327040	186329088	-16.53220558166504
chr1	186333184	186335232	-13.565173149108887
chr1	186341376	186343424	-23.886455535888672
chr1	186370048	186372096	-23.88083267211914
chr1	186378240	186380288	-20.68440055847168
chr1	186380288	186382336	-22.52437400817871
chr1	186396672	186398720	-21.945344924926758
chr1	186398720	186400768	-19.508432388305664
chr3	158097408	158099456	-30.213851928710938
chr3	121479168	121481216	-21.18233299255371
chr3	121481216	121483264	-17.15892791748047
chr3	121491456	121493504	-22.456802368164062
chr3	121524224	121526272	-17.12160873413086
chr7	135661568	135663616	-21.548919677734375
chr15	90267648	90269696	-15.267682075500488
chr15	90439680	90441728	-16.811054229736328
chr15	90441728	90443776	-30.060863494873047
chr15	90451968	90454016	-20.376415252685547
chr15	90462208	90464256	-18.344327926635742
chr15	90488832	90490880	-15.26312255859375
chr15	90499072	90501120	-13.939544677734375
chr15	90521600	90523648	-18.19988250732422
chr15	90535936	90537984	-22.38184928894043
chr15	90552320	90554368	-16.71981430053711
chr15	90554368	90556416	-17.230112075805664
chr15	90560512	90562560	-27.627578735351562
chr15	90585088	90587136	-17.829633712768555
chr15	90595328	90597376	-17.181596755981445
chr15	90601472	90603520	-16.44321060180664
chr5	176539648	176541696	-21.83547592163086
chr5	176998400	177000448	-14.105934143066406
chr8	48869376	48871424	-22.617023468017578
chr4	138242048	138244096	-20.182151794433594
chr4	138276864	138278912	-16.749713897705078
chr4	138293248	138295296	-17.883651733398438
chr3	192854016	192856064	-13.993766784667969
chr3	64329728	64331776	-14.891339302062988
chr3	64425984	64428032	-16.094486236572266
chr3	64477184	64479232	-16.250158309936523
chr20	41385984	41388032	-15.43202018737793
chr20	41390080	41392128	-16.380420684814453
chr20	41424896	41426944	-13.605067253112793
chr20	41443328	41445376	-14.286394119262695
chr20	41455616	41457664	-18.582536697387695
chr20	41490432	41492480	-17.295528411865234
chr4	139307008	139309056	-23.438575744628906
chr4	139325440	139327488	-22.345861434936523
chr4	139329536	139331584	-29.821392059326172
chr4	139331584	139333632	-22.60123062133789
chr4	139335680	139337728	-19.94051170349121
chr4	139339776	139341824	-16.861373901367188
chr4	139347968	139350016	-26.062280654907227
chr4	139352064	139354112	-16.43116569519043
chr4	139356160	139358208	-14.406293869018555
chr4	139362304	139364352	-15.869779586791992
chr4	139364352	139366400	-13.832300186157227
chr4	139552768	139554816	-13.44800090789795
chr4	139556864	139558912	-15.883260726928711
chr4	139606016	139608064	-13.837125778198242
chr4	156884992	156887040	-13.434806823730469
chr4	156930048	156932096	-16.117063522338867
chr4	156936192	156938240	-17.46420669555664
chr3	171821056	171823104	-15.529594421386719
chr3	171827200	171829248	-16.993154525756836
chr3	172038144	172040192	-14.52625560760498
chr3	172042240	172044288	-18.385995864868164
chr3	172085248	172087296	-18.43156623840332
chr3	172095488	172097536	-13.469278335571289
chr3	172101632	172103680	-14.3565673828125
chr3	172134400	172136448	-19.363628387451172
chr3	172140544	172142592	-18.550334930419922
chr3	172158976	172161024	-21.63865852355957
chr3	172171264	172173312	-15.89545726776123
chr3	172216320	172218368	-14.101056098937988
chr3	172218368	172220416	-13.979841232299805
chr3	172298240	172300288	-15.114356994628906
chr8	55883776	55885824	-14.500152587890625
chr8	55900160	55902208	-24.640249252319336
chr8	55906304	55908352	-14.234601974487305
chr8	55910400	55912448	-18.30403709411621
chr8	55920640	55922688	-14.8970947265625
chr8	55928832	55930880	-18.294391632080078
chr8	55939072	55941120	-14.563728332519531
chr8	55963648	55965696	-19.649490356445312
chr9	99059712	99061760	-17.25095558166504
chr9	99076096	99078144	-17.553646087646484
chr9	99100672	99102720	-15.003278732299805
chr9	99102720	99104768	-17.036256790161133
chr9	99104768	99106816	-18.944171905517578
chr4	15007744	15009792	-19.07024383544922
chr6	105545728	105547776	-14.916842460632324
chr5	34867200	34869248	-16.91018295288086
chr5	34914304	34916352	-15.588404655456543
chr2	9193472	9195520	-23.622760772705078
chr2	9199616	9201664	-13.8629150390625
chr2	9203712	9205760	-19.337797164916992
chr2	9265152	9267200	-21.34922981262207
chr2	9365504	9367552	-14.080923080444336
chr2	9418752	9420800	-17.259342193603516
chr2	9422848	9424896	-21.749366760253906
chr2	9426944	9428992	-17.251352310180664
chr2	9441280	9443328	-13.615194320678711
chr2	9443328	9445376	-22.364004135131836
chr2	9445376	9447424	-17.654911041259766
chr2	9453568	9455616	-17.169641494750977
chr2	9467904	9469952	-23.42115592956543
chr2	9469952	9472000	-28.643524169921875
chr2	9474048	9476096	-21.455324172973633
chr2	9478144	9480192	-15.889309883117676
chr2	9482240	9484288	-16.47149658203125
chr2	9492480	9494528	-16.58538818359375
chr2	9510912	9512960	-16.794240951538086
chr2	9517056	9519104	-21.6814022064209
chr2	9519104	9521152	-16.453638076782227
chr2	9521152	9523200	-28.881702423095703
chr2	9523200	9525248	-19.840234756469727
chr2	9529344	9531392	-29.561798095703125
chr2	9533440	9535488	-17.09786605834961
chr2	9535488	9537536	-15.66456413269043
chr2	9537536	9539584	-18.12338638305664
chr2	9543680	9545728	-21.52098274230957
chr2	9547776	9549824	-20.83806037902832
chr2	9549824	9551872	-25.114002227783203
chr2	9551872	9553920	-27.27394676208496
chr2	9553920	9555968	-27.3713321685791
chr2	9558016	9560064	-31.6644229888916
chr2	9562112	9564160	-26.4315128326416
chr2	9564160	9566208	-14.504655838012695
chr2	9570304	9572352	-21.311315536499023
chr2	9572352	9574400	-21.172504425048828
chr2	9574400	9576448	-13.94410228729248
chr2	9576448	9578496	-26.84726905822754
chr2	9578496	9580544	-17.37576675415039
chr2	9586688	9588736	-30.347238540649414
chr2	9594880	9596928	-32.01350784301758
chr2	9603072	9605120	-23.14768409729004
chr2	9605120	9607168	-27.025854110717773
chr2	9621504	9623552	-28.005224227905273
chr2	9631744	9633792	-26.04058265686035
chr2	9637888	9639936	-27.762460708618164
chr2	9648128	9650176	-19.654743194580078
chr2	9674752	9676800	-20.43912124633789
chr2	9707520	9709568	-22.927406311035156
chr12	79775744	79777792	-27.30038070678711
chr12	79781888	79783936	-20.882747650146484
chr12	79788032	79790080	-14.366847038269043
chr12	79820800	79822848	-19.906246185302734
chr12	79824896	79826944	-20.68095588684082
chr12	79826944	79828992	-17.00649642944336
chr12	79828992	79831040	-13.2274808883667
chr12	79894528	79896576	-20.735225677490234
chr12	79906816	79908864	-13.531692504882812
chr12	79933440	79935488	-23.3612003326416
chr12	79935488	79937536	-20.883642196655273
chr12	79943680	79945728	-17.45087432861328
chr4	126932992	126935040	-15.233497619628906
chr6	113889280	113891328	-22.14518165588379
chr6	113905664	113907712	-13.610369682312012
chr6	113942528	113944576	-17.475282669067383
chr6	113950720	113952768	-22.412017822265625
chr7	92768256	92770304	-13.823748588562012
chr7	92780544	92782592	-17.729280471801758
chr7	92805120	92807168	-17.367252349853516
chr11	45064192	45066240	-15.68474292755127
chr8	93739008	93741056	-36.551307678222656
chr8	93741056	93743104	-27.41446876525879
chr8	93753344	93755392	-30.784992218017578
chr8	93757440	93759488	-15.079556465148926
chr8	93798400	93800448	-13.961660385131836
chr8	93822976	93825024	-23.425098419189453
chr8	93886464	93888512	-14.384946823120117
chr8	93904896	93906944	-14.226165771484375
chr8	93927424	93929472	-18.273012161254883
chr8	93941760	93943808	-19.771469116210938
chr8	94035968	94038016	-14.078585624694824
chr8	94060544	94062592	-15.887006759643555
chr14	72792064	72794112	-13.536931991577148
chr14	72855552	72857600	-14.2454833984375
chr14	72890368	72892416	-18.175853729248047
chr14	72892416	72894464	-18.119388580322266
chr14	72908800	72910848	-13.532206535339355
chr14	72927232	72929280	-14.62431812286377
chr1	35928064	35930112	-22.141109466552734
chr1	35930112	35932160	-24.02981948852539
chr1	35932160	35934208	-19.474157333374023
chr12	96233472	96235520	-21.10125160217285
chr12	96489472	96491520	-14.7017240524292
chrX	47595520	47597568	-15.998794555664062
chr12	21477376	21479424	-18.322750091552734
chr12	21499904	21501952	-15.117776870727539
chr12	21504000	21506048	-13.268132209777832
chr12	21655552	21657600	-15.127408981323242
chr2	205983744	205985792	-13.988845825195312
chr2	206018560	206020608	-19.917081832885742
chr2	206026752	206028800	-19.433025360107422
chr2	206051328	206053376	-14.845809936523438
chr2	206082048	206084096	-19.005794525146484
chr2	206090240	206092288	-15.288557052612305
chr2	206098432	206100480	-20.49420738220215
chrX	134502400	134504448	-17.467008590698242
chr4	158181376	158183424	-15.910746574401855
chr12	26052608	26054656	-15.694402694702148
chr12	26054656	26056704	-13.318377494812012
chr12	26306560	26308608	-13.939638137817383
chr2	204722176	204724224	-15.933992385864258
chr18	68214784	68216832	-21.497478485107422
chr18	68216832	68218880	-19.056560516357422
chr16	1452032	1454080	-14.351163864135742
chr7	32544768	32546816	-27.321460723876953
chr7	32559104	32561152	-17.722978591918945
chr7	32563200	32565248	-17.012866973876953
chr14	52688896	52690944	-18.185428619384766
chr14	52699136	52701184	-19.335784912109375
chr14	52719616	52721664	-22.07358741760254
chr14	52721664	52723712	-19.579601287841797
chr14	52754432	52756480	-22.724319458007812
chr14	52756480	52758528	-17.010026931762695
chr14	52762624	52764672	-15.599164009094238
chr14	52772864	52774912	-19.065336227416992
chr14	52793344	52795392	-17.61484146118164
chr14	52856832	52858880	-14.525468826293945
chr14	52862976	52865024	-13.836832046508789
chr14	52877312	52879360	-13.829060554504395
chr14	52887552	52889600	-13.455682754516602
chr14	52891648	52893696	-17.056962966918945
chr14	52899840	52901888	-15.469810485839844
chr14	52905984	52908032	-26.153467178344727
chr14	52914176	52916224	-14.14109992980957
chr14	52918272	52920320	-15.437522888183594
chr14	52920320	52922368	-15.550399780273438
chr14	52922368	52924416	-17.296201705932617
chr10	13099008	13101056	-13.386003494262695
chr10	13117440	13119488	-17.421096801757812
chr2	188471296	188473344	-14.816232681274414
chr2	188524544	188526592	-16.792095184326172
chr7	116922368	116924416	-17.452014923095703
chr4	80007168	80009216	-15.352226257324219
chr4	80027648	80029696	-14.11914348602295
chr4	80072704	80074752	-18.936031341552734
chr4	80140288	80142336	-13.731249809265137
chr4	80154624	80156672	-16.28695297241211
chr4	80234496	80236544	-13.237032890319824
chr4	80257024	80259072	-19.644506454467773
chr4	80263168	80265216	-38.232940673828125
chr4	80269312	80271360	-23.466251373291016
chr4	80273408	80275456	-14.599691390991211
chr4	80279552	80281600	-21.95403289794922
chr4	80295936	80297984	-28.00457191467285
chr4	80297984	80300032	-29.8197078704834
chr4	80310272	80312320	-33.200340270996094
chr13	100370432	100372480	-13.702616691589355
chr11	130578432	130580480	-13.408337593078613
chr11	130813952	130816000	-19.385358810424805
chr2	85747712	85749760	-23.21921157836914
chr2	85751808	85753856	-23.156116485595703
chr2	86071296	86073344	-14.35309886932373
chr2	86079488	86081536	-14.238000869750977
chr2	86102016	86104064	-24.942798614501953
chr2	86104064	86106112	-18.895862579345703
chr2	86116352	86118400	-16.831707000732422
chr2	86130688	86132736	-22.830366134643555
chr2	86134784	86136832	-14.328539848327637
chr2	86147072	86149120	-25.763004302978516
chr2	86149120	86151168	-17.99814224243164
chr2	86155264	86157312	-13.499608993530273
chr2	86157312	86159360	-16.847850799560547
chr2	86169600	86171648	-15.416023254394531
chr2	86194176	86196224	-14.291422843933105
chr6	122400768	122402816	-24.738018035888672
chr6	122470400	122472448	-27.341991424560547
chr6	122472448	122474496	-18.03516960144043
chr13	67186688	67188736	-25.314626693725586
chr2	11743232	11745280	-34.02839279174805
chr7	137711616	137713664	-22.999061584472656
chr3	180598784	180600832	-19.57893180847168
chr3	180600832	180602880	-34.10336685180664
chr3	156534784	156536832	-15.018030166625977
chr3	156626944	156628992	-14.606539726257324
chr3	156680192	156682240	-17.570194244384766
chr3	156682240	156684288	-16.83726692199707
chr3	156747776	156749824	-18.935691833496094
chr3	156753920	156755968	-13.979708671569824
chr3	156762112	156764160	-16.728885650634766
chr3	156776448	156778496	-28.290618896484375
chr3	156780544	156782592	-23.981365203857422
chr3	156809216	156811264	-14.597979545593262
chr3	156819456	156821504	-13.70374870300293
chr3	156831744	156833792	-15.269495010375977
chr3	156864512	156866560	-16.234970092773438
chr4	154544128	154546176	-16.654508590698242
chr4	154548224	154550272	-22.1082763671875
chr12	24897536	24899584	-22.096637725830078
chr12	24903680	24905728	-26.431201934814453
chr12	24944640	24946688	-22.462560653686523
chr12	24946688	24948736	-27.088443756103516
chr12	24948736	24950784	-19.958261489868164
chr11	46579712	46581760	-15.88763427734375
chr11	46628864	46630912	-13.774612426757812
chr11	46641152	46643200	-13.685406684875488
chr11	46661632	46663680	-19.608875274658203
chr11	46675968	46678016	-16.921123504638672
chr11	46692352	46694400	-13.943278312683105
chr11	46694400	46696448	-20.20037841796875
chr11	46696448	46698496	-18.077281951904297
chr11	46700544	46702592	-34.412353515625
chr11	46761984	46764032	-17.758852005004883
chr11	46770176	46772224	-16.23334503173828
chr11	46780416	46782464	-16.475980758666992
chr11	46794752	46796800	-13.457834243774414
chr11	46800896	46802944	-17.853759765625
chr11	46811136	46813184	-18.32318115234375
chr11	46837760	46839808	-30.503681182861328
chr11	46843904	46845952	-50.82126235961914
chr9	127451136	127453184	-24.534433364868164
chr9	127551488	127553536	-19.258901596069336
chr9	127569920	127571968	-13.672117233276367
chr9	127578112	127580160	-14.1863374710083
chr9	127645696	127647744	-20.37518310546875
chr9	127649792	127651840	-17.05568504333496
chr9	127651840	127653888	-13.533029556274414
chr9	127660032	127662080	-16.71999740600586
chr9	127662080	127664128	-18.111175537109375
chr9	127717376	127719424	-15.876022338867188
chr9	127852544	127854592	-20.336278915405273
chr9	127854592	127856640	-27.618175506591797
chr9	127860736	127862784	-23.70785140991211
chr9	127862784	127864832	-13.832656860351562
chr9	127877120	127879168	-19.469802856445312
chr9	127893504	127895552	-17.37144660949707
chr9	127899648	127901696	-14.423420906066895
chr9	127928320	127930368	-14.0975923538208
chr3	63952896	63954944	-14.466697692871094
chr3	63963136	63965184	-26.37948989868164
chr3	63979520	63981568	-25.619121551513672
chr3	64022528	64024576	-20.846050262451172
chr3	64186368	64188416	-27.954391479492188
chr3	64190464	64192512	-20.417829513549805
chr3	64206848	64208896	-28.51511573791504
chr3	64266240	64268288	-18.743160247802734
chr3	64344064	64346112	-15.091723442077637
chr1	64966656	64968704	-15.521122932434082
chr1	65001472	65003520	-22.928293228149414
chr1	65417216	65419264	-13.713046073913574
chr20	9181184	9183232	-22.64349365234375
chr3	8450048	8452096	-15.832318305969238
chr3	8482816	8484864	-17.072376251220703
chr3	8493056	8495104	-27.981685638427734
chr3	8503296	8505344	-15.266825675964355
chr3	8505344	8507392	-17.075590133666992
chr3	8507392	8509440	-23.025646209716797
chr3	8527872	8529920	-16.25623893737793
chr3	8792064	8794112	-15.794395446777344
chr3	8818688	8820736	-27.30791664123535
chr5	144168960	144171008	-17.86941909790039
chr5	144177152	144179200	-15.778973579406738
chr3	108591104	108593152	-27.248266220092773
chr3	108601344	108603392	-15.17255973815918
chr3	108607488	108609536	-19.5705623626709
chr1	171448320	171450368	-15.042434692382812
chr1	171481088	171483136	-14.0032320022583
chr1	171489280	171491328	-18.988727569580078
chr1	171493376	171495424	-17.43450927734375
chr1	171505664	171507712	-19.484220504760742
chr1	171530240	171532288	-14.805679321289062
chr1	171542528	171544576	-14.512735366821289
chr1	171556864	171558912	-14.167716979980469
chr1	171591680	171593728	-16.216447830200195
chr17	76451840	76453888	-18.187673568725586
chr17	76722176	76724224	-13.53357219696045
chr17	76732416	76734464	-14.058947563171387
chr17	76734464	76736512	-14.959503173828125
chr11	12103680	12105728	-17.381898880004883
chr11	12113920	12115968	-21.875707626342773
chr11	12118016	12120064	-26.517114639282227
chr11	12132352	12134400	-13.228021621704102
chr11	12134400	12136448	-25.2548885345459
chr11	12140544	12142592	-19.171627044677734
chr11	12146688	12148736	-24.938152313232422
chr11	12150784	12152832	-26.160696029663086
chr11	12156928	12158976	-18.00503158569336
chr11	12161024	12163072	-19.947017669677734
chr11	12163072	12165120	-17.760211944580078
chr11	12165120	12167168	-25.112215042114258
chr11	12169216	12171264	-22.529678344726562
chr11	12232704	12234752	-18.324323654174805
chr1	163321856	163323904	-27.870746612548828
chr21	38322176	38324224	-25.62542152404785
chr21	38342656	38344704	-16.763521194458008
chr6	133963776	133965824	-16.5638370513916
chr6	133965824	133967872	-18.640066146850586
chr8	11448320	11450368	-16.337968826293945
chr8	11456512	11458560	-15.686120986938477
chr8	11466752	11468800	-21.101593017578125
chr8	11491328	11493376	-14.13703727722168
chr8	11499520	11501568	-14.985020637512207
chr8	11520000	11522048	-18.50615119934082
chr8	11524096	11526144	-13.674580574035645
chr8	11528192	11530240	-13.78364086151123
chr8	11556864	11558912	-14.593884468078613
chr8	11780096	11782144	-15.365056991577148
chr6	9490432	9492480	-14.773656845092773
chr1	25724928	25726976	-15.270652770996094
chr1	25729024	25731072	-17.50919532775879
chr6	2766848	2768896	-15.380500793457031
chr6	2781184	2783232	-13.277975082397461
chr6	2818048	2820096	-22.28902244567871
chr6	2838528	2840576	-18.67243194580078
chr6	2840576	2842624	-27.88230323791504
chr6	2889728	2891776	-17.40301513671875
chr6	2893824	2895872	-14.162562370300293
chr6	2897920	2899968	-13.253300666809082
chr6	2899968	2902016	-28.39971923828125
chr6	2914304	2916352	-14.14286994934082
chr6	2971648	2973696	-13.65492057800293
chr6	2985984	2988032	-13.90379810333252
chr6	2988032	2990080	-17.645309448242188
chr6	2990080	2992128	-16.0340633392334
chr6	3024896	3026944	-16.973413467407227
chr6	3207168	3209216	-15.573771476745605
chr22	42917888	42919936	-23.612773895263672
chr22	42944512	42946560	-16.662879943847656
chr22	42964992	42967040	-16.19148826599121
chr22	42973184	42975232	-16.90867805480957
chr22	43051008	43053056	-17.42726707458496
chr22	43065344	43067392	-13.370816230773926
