chrom	start	end	ATACseq_Shap
chr3	111978496	111980544	-515.00341796875
chr3	112013312	112015360	-763.4080810546875
chr3	112041984	112044032	-737.9857788085938
chr3	112111616	112113664	-1036.1387939453125
chr3	112136192	112138240	-718.2378540039062
chr1	247115776	247117824	-368.69610595703125
chr1	247371776	247373824	-406.1531677246094
chr1	247681024	247683072	-635.3155517578125
chr5	82044928	82046976	-307.1459655761719
chr5	82173952	82176000	-346.10845947265625
chr5	82348032	82350080	-353.2973937988281
chr1	211322880	211324928	-378.1653747558594
chr1	211468288	211470336	-360.19964599609375
chr10	113383424	113385472	-1098.9183349609375
chr10	113520640	113522688	-877.7980346679688
chr10	113561600	113563648	-700.81591796875
chr10	113563648	113565696	-860.1229248046875
chr10	113614848	113616896	-516.6532592773438
chr10	113678336	113680384	-349.5794372558594
chr10	113704960	113707008	-474.26519775390625
chr10	113799168	113801216	-409.28887939453125
chr1	235970560	235972608	-1472.696044921875
chr1	236103680	236105728	-433.53399658203125
chr1	236107776	236109824	-983.54052734375
chr12	94531584	94533632	-744.8689575195312
chr12	95072256	95074304	-845.5001220703125
chr12	95117312	95119360	-591.3895263671875
chr12	95172608	95174656	-293.0546875
chr12	95182848	95184896	-437.6604919433594
chr12	95203328	95205376	-349.34796142578125
chr12	95223808	95225856	-325.9511413574219
chr12	95246336	95248384	-488.45953369140625
chr4	83515392	83517440	-331.54962158203125
chr4	83531776	83533824	-316.56256103515625
chr4	83535872	83537920	-358.8914794921875
chr4	83548160	83550208	-519.5103759765625
chr4	83552256	83554304	-415.6429138183594
chr4	83599360	83601408	-336.7200622558594
chr4	83617792	83619840	-379.8262023925781
chr4	83638272	83640320	-688.7142944335938
chr4	83769344	83771392	-477.287353515625
chr4	83847168	83849216	-756.5406494140625
chr4	83857408	83859456	-592.0101318359375
chr9	12701696	12703744	-711.6763916015625
chr9	12718080	12720128	-844.6728515625
chr9	12722176	12724224	-300.3809509277344
chr9	12779520	12781568	-391.2779235839844
chr9	12787712	12789760	-370.76904296875
chr9	12810240	12812288	-497.53973388671875
chr9	12814336	12816384	-446.8941955566406
chr9	12843008	12845056	-444.7310485839844
chr9	12859392	12861440	-651.7032470703125
chr9	12881920	12883968	-375.82568359375
chr9	12922880	12924928	-403.7703552246094
chr9	12933120	12935168	-329.08709716796875
chr3	160329728	160331776	-330.443603515625
chr3	160372736	160374784	-367.93597412109375
chr3	160452608	160454656	-334.2412109375
chr3	160468992	160471040	-642.0504150390625
chr3	160473088	160475136	-342.9988098144531
chr3	160485376	160487424	-983.2835083007812
chr3	160686080	160688128	-525.9674072265625
chr3	160616448	160618496	-299.61480712890625
chr3	160665600	160667648	-333.8466796875
chr11	22786048	22788096	-754.072021484375
chr11	22829056	22831104	-381.426025390625
chr11	22874112	22876160	-377.96795654296875
chr11	22919168	22921216	-999.15087890625
chr11	22949888	22951936	-310.3816223144531
chr11	22974464	22976512	-485.2601013183594
chr11	22982656	22984704	-295.95477294921875
chr11	23054336	23056384	-300.8528747558594
chr11	23078912	23080960	-605.6512451171875
chr11	23083008	23085056	-317.6370544433594
chr11	23105536	23107584	-364.38555908203125
chr11	26284032	26286080	-452.26739501953125
chr5	152504320	152506368	-708.9212646484375
chr5	152514560	152516608	-428.321533203125
chr5	152530944	152532992	-793.7185668945312
chr4	78583808	78585856	-310.4783020019531
chr4	78645248	78647296	-376.2796936035156
chr4	78661632	78663680	-406.53363037109375
chr4	78663680	78665728	-332.3839111328125
chr4	78684160	78686208	-348.5061340332031
chr4	78704640	78706688	-423.6893615722656
chr4	78747648	78749696	-365.15887451171875
chr4	78864384	78866432	-409.20782470703125
chr4	78921728	78923776	-541.6434936523438
chr4	78950400	78952448	-1278.701904296875
chr4	79040512	79042560	-565.720703125
chr2	153477120	153479168	-806.5240478515625
chr16	8570880	8572928	-655.5563354492188
chr5	66932736	66934784	-385.19036865234375
chr5	66961408	66963456	-296.38018798828125
chr5	66985984	66988032	-350.7194519042969
chr5	67028992	67031040	-307.9966735839844
chr5	67149824	67151872	-459.8214416503906
chr5	67155968	67158016	-301.52874755859375
chr5	67209216	67211264	-384.38824462890625
chr5	67246080	67248128	-610.2273559570312
chr13	82399232	82401280	-404.65472412109375
chr1	92993536	92995584	-498.21405029296875
chr1	93020160	93022208	-339.73614501953125
chr12	72263680	72265728	-342.49249267578125
chr12	72271872	72273920	-548.8348388671875
chr2	51101696	51103744	-302.3802490234375
chr13	99899392	99901440	-494.5314025878906
chr13	99915776	99917824	-641.8819580078125
chr13	100388864	100390912	-384.03662109375
chr13	100392960	100395008	-507.89410400390625
chr8	85102592	85104640	-318.49969482421875
chr8	85106688	85108736	-552.3387451171875
chr8	85217280	85219328	-301.662841796875
chr8	85219328	85221376	-529.0809326171875
chr8	85288960	85291008	-427.9447326660156
chr8	85297152	85299200	-787.89892578125
chr17	28598272	28600320	-418.80816650390625
chr5	144467968	144470016	-377.11553955078125
chr13	27170816	27172864	-361.09417724609375
chr13	27197440	27199488	-376.700927734375
chr4	142127104	142129152	-907.04443359375
chr4	142352384	142354432	-1150.7445068359375
chr5	126883840	126885888	-447.18621826171875
chr5	126916608	126918656	-471.6192932128906
chr5	126937088	126939136	-498.7217712402344
chr5	126961664	126963712	-387.2013244628906
chr5	126969856	126971904	-529.1263427734375
chr5	126984192	126986240	-343.0755920410156
chr5	126994432	126996480	-298.12860107421875
chr5	127000576	127002624	-456.638427734375
chr5	127010816	127012864	-355.6378479003906
chr5	127012864	127014912	-365.34722900390625
chr5	143824896	143826944	-378.5539245605469
chr10	1699840	1701888	-308.0998840332031
chr10	2508800	2510848	-367.32562255859375
chr1	238606336	238608384	-311.1971130371094
chr1	238643200	238645248	-298.9842224121094
chr1	238751744	238753792	-293.642822265625
chrX	14960640	14962688	-328.72052001953125
chrX	14962688	14964736	-358.19549560546875
chrX	15054848	15056896	-385.81622314453125
chrX	15241216	15243264	-1043.1708984375
chrX	15347712	15349760	-1054.9906005859375
chrX	15853568	15855616	-778.6376953125
chr12	82626560	82628608	-547.3244018554688
chr6	63307776	63309824	-783.7577514648438
chr6	63526912	63528960	-551.8292236328125
chr6	63567872	63569920	-391.07879638671875
chr13	71866368	71868416	-440.6949768066406
chr2	203225088	203227136	-551.0967407226562
chr11	93233152	93235200	-626.2257080078125
chr1	6645760	6647808	-579.209228515625
chr1	6701056	6703104	-956.7283325195312
chr12	62121984	62124032	-688.2905883789062
chr12	62191616	62193664	-800.0987548828125
chr12	62210048	62212096	-561.438232421875
chr12	62259200	62261248	-998.3216552734375
chr12	62435328	62437376	-503.8169860839844
chr12	62437376	62439424	-331.7659912109375
chr12	62466048	62468096	-557.9533081054688
chr12	62529536	62531584	-414.9976501464844
chr11	96198656	96200704	-406.783935546875
chr11	96208896	96210944	-388.7779541015625
chr11	96210944	96212992	-305.678466796875
chr11	96215040	96217088	-328.9810485839844
chr11	96231424	96233472	-305.3956604003906
chr11	96239616	96241664	-510.8760681152344
chr11	96241664	96243712	-439.748046875
chr11	96258048	96260096	-419.114013671875
chr11	96260096	96262144	-296.8282165527344
chr11	96278528	96280576	-568.1954956054688
chr11	96323584	96325632	-398.4120178222656
chr11	96342016	96344064	-376.45849609375
chr11	96389120	96391168	-853.4488525390625
chr11	96425984	96428032	-1178.267333984375
chr11	96462848	96464896	-1288.0894775390625
chr11	96464896	96466944	-557.0118408203125
chr15	77264896	77266944	-441.83978271484375
chr15	77281280	77283328	-519.1654052734375
chr15	77295616	77297664	-365.7554016113281
chr15	77312000	77314048	-457.2377014160156
chr15	77496320	77498368	-1058.265380859375
chr15	77543424	77545472	-870.6383666992188
chr15	77633536	77635584	-1652.306640625
chr15	77836288	77838336	-390.8450012207031
chr15	77901824	77903872	-476.4273376464844
chr15	77910016	77912064	-476.98211669921875
chr15	77959168	77961216	-820.9666748046875
chr15	77965312	77967360	-548.8885498046875
chr13	31637504	31639552	-332.66143798828125
chr4	140011520	140013568	-673.2183227539062
chr4	140253184	140255232	-398.2955627441406
chr4	140359680	140361728	-1086.053955078125
chr10	52215808	52217856	-1080.0950927734375
chr11	65816576	65818624	-421.14886474609375
chr11	65988608	65990656	-661.4832763671875
chr11	66000896	66002944	-393.69415283203125
chr11	66021376	66023424	-454.51312255859375
chr11	66052096	66054144	-299.9883728027344
chr8	30554112	30556160	-1347.33837890625
chr8	30599168	30601216	-1047.4085693359375
chr8	30666752	30668800	-789.3071899414062
chr22	17557504	17559552	-457.3529357910156
chr22	17637376	17639424	-427.84765625
chr22	17741824	17743872	-878.5550537109375
chr22	17829888	17831936	-1566.5087890625
chr22	17909760	17911808	-495.84246826171875
chr22	17922048	17924096	-523.6744384765625
chr22	17930240	17932288	-345.91693115234375
chr22	17969152	17971200	-337.61920166015625
chr7	11114496	11116544	-476.8990173339844
chr7	11155456	11157504	-354.68060302734375
chr7	11175936	11177984	-361.80816650390625
chr7	11192320	11194368	-314.8594665527344
chr7	11210752	11212800	-870.1057739257812
chr7	11212800	11214848	-296.6006164550781
chr7	11343872	11345920	-510.01983642578125
chr3	123328512	123330560	-1214.651611328125
chr3	123488256	123490304	-653.0789794921875
chr3	123584512	123586560	-327.49310302734375
chr3	123641856	123643904	-1018.6281127929688
chr3	123652096	123654144	-817.1402587890625
chr3	123785216	123787264	-505.337646484375
chr3	123834368	123836416	-417.7181091308594
chr3	123842560	123844608	-533.1653442382812
chr3	123858944	123860992	-504.1106872558594
chr19	50782208	50784256	-589.481201171875
chr19	50921472	50923520	-439.50811767578125
chr19	50929664	50931712	-401.3346862792969
chr2	10434560	10436608	-580.7031860351562
chr2	10659840	10661888	-970.8449096679688
chr2	10688512	10690560	-559.6193237304688
chr2	10708992	10711040	-319.6472473144531
chr2	10831872	10833920	-1041.630615234375
chr2	10833920	10835968	-602.2152709960938
chr10	90750976	90753024	-731.4854736328125
chr3	192444416	192446464	-821.41552734375
chr3	192466944	192468992	-1112.189208984375
chr3	192565248	192567296	-405.1866455078125
chr3	192817152	192819200	-482.60430908203125
chr3	192884736	192886784	-297.45880126953125
chr3	192897024	192899072	-329.9568176269531
chr3	192899072	192901120	-387.427490234375
chr3	192901120	192903168	-438.37518310546875
chr3	192905216	192907264	-298.2279968261719
chr3	192907264	192909312	-389.4081115722656
chr3	192927744	192929792	-334.51947021484375
chr3	192985088	192987136	-328.1022033691406
chr3	192993280	192995328	-414.99212646484375
chr3	193015808	193017856	-397.3518371582031
chr8	67342336	67344384	-426.5162658691406
chr8	67407872	67409920	-583.2359619140625
chr8	67489792	67491840	-670.5731811523438
chr8	81825792	81827840	-374.8412170410156
chr8	81842176	81844224	-344.03173828125
chr8	81844224	81846272	-303.6334533691406
chr8	81858560	81860608	-304.5486755371094
chr6	25155584	25157632	-320.8536682128906
chr6	25489408	25491456	-307.2911682128906
chr5	172478464	172480512	-837.8541259765625
chr5	172697600	172699648	-985.6228637695312
chr5	172705792	172707840	-579.3856811523438
chr5	172711936	172713984	-372.7856750488281
chr5	172713984	172716032	-662.1234130859375
chr5	172716032	172718080	-972.6820068359375
chr5	172804096	172806144	-434.039794921875
chr5	172816384	172818432	-372.4307556152344
chr5	92884992	92887040	-941.8443603515625
chr5	93091840	93093888	-671.3526611328125
chr6	132333568	132335616	-560.572021484375
chr6	132356096	132358144	-390.3748779296875
chr6	132368384	132370432	-682.9032592773438
chr6	132374528	132376576	-303.5771484375
chr6	132390912	132392960	-539.26904296875
chr6	132411392	132413440	-445.24908447265625
chr6	132444160	132446208	-493.0690002441406
chr6	132483072	132485120	-784.2364501953125
chr6	132530176	132532224	-893.0635986328125
chr6	132829184	132831232	-546.0034790039062
chr17	3844096	3846144	-496.52435302734375
chr17	3913728	3915776	-500.91094970703125
chr7	16070656	16072704	-830.3377685546875
chr7	16076800	16078848	-706.1841430664062
chr7	16097280	16099328	-480.28070068359375
chr7	16318464	16320512	-335.73211669921875
chr8	23502848	23504896	-352.4254455566406
chr8	23506944	23508992	-311.24859619140625
chr8	23525376	23527424	-362.9178161621094
chr8	23547904	23549952	-305.6510009765625
chr8	23560192	23562240	-308.3592529296875
chr8	23713792	23715840	-329.0103454589844
chr1	23543808	23545856	-502.3502502441406
chr1	23771136	23773184	-474.04400634765625
chr1	173094912	173096960	-316.43426513671875
chr1	173418496	173420544	-782.9174194335938
chrX	68710400	68712448	-584.9513549804688
chrX	68820992	68823040	-825.79150390625
chrX	68827136	68829184	-1186.715576171875
chr17	41664512	41666560	-308.9289245605469
chr17	41666560	41668608	-308.12261962890625
chr17	41801728	41803776	-358.9324035644531
chr17	41834496	41836544	-322.1731872558594
chr17	41928704	41930752	-322.1325378417969
chr2	133842944	133844992	-1355.1263427734375
chr2	133857280	133859328	-492.1885681152344
chr2	133885952	133888000	-2112.62255859375
chr2	134449152	134451200	-961.3673706054688
chr2	134459392	134461440	-860.0203247070312
chr14	77068288	77070336	-310.68121337890625
chr14	77070336	77072384	-403.4111633300781
chr14	77137920	77139968	-320.44989013671875
chr14	77152256	77154304	-325.1842956542969
chr1	174262272	174264320	-496.1763610839844
chr4	11698176	11700224	-361.1263732910156
chr7	19105792	19107840	-394.31854248046875
chr7	19118080	19120128	-358.08734130859375
chr7	78376960	78379008	-299.2969970703125
chr10	118566912	118568960	-504.64471435546875
chr11	131098624	131100672	-384.8933410644531
chr11	131108864	131110912	-397.4748840332031
chr11	131117056	131119104	-392.22479248046875
chr11	131135488	131137536	-383.7326354980469
chr11	131145728	131147776	-321.5726623535156
chr11	131153920	131155968	-323.77740478515625
chr11	131674112	131676160	-1147.0869140625
chr11	131686400	131688448	-634.7271728515625
chr11	131690496	131692544	-901.7215576171875
chr11	131694592	131696640	-701.3807373046875
chr11	131977216	131979264	-514.2813720703125
chr12	88580096	88582144	-716.4649658203125
chr9	86239232	86241280	-903.4826049804688
chr9	86413312	86415360	-661.0560302734375
chr9	86433792	86435840	-1498.682373046875
chr9	86487040	86489088	-1055.81689453125
chr8	67082240	67084288	-340.82916259765625
chr8	67084288	67086336	-558.56201171875
chr8	67127296	67129344	-548.9830322265625
chr8	67133440	67135488	-368.1878967285156
chr9	29562880	29564928	-389.9630126953125
chr9	29829120	29831168	-534.3495483398438
chr18	44713984	44716032	-354.2659912109375
chr18	44728320	44730368	-337.54705810546875
chr18	44732416	44734464	-430.5218811035156
chr1	10055680	10057728	-298.9627990722656
chr1	10074112	10076160	-299.51312255859375
chr1	10082304	10084352	-317.0919189453125
chr1	10209280	10211328	-308.3741455078125
chr1	10336256	10338304	-679.8563232421875
chr1	10377216	10379264	-413.46124267578125
chr1	10397696	10399744	-360.53228759765625
chr1	10428416	10430464	-388.20440673828125
chr1	10430464	10432512	-475.33892822265625
chr1	10471424	10473472	-372.04669189453125
chr1	10493952	10496000	-411.7857971191406
chrX	10614784	10616832	-369.2353515625
chrX	10618880	10620928	-315.88714599609375
chrX	10635264	10637312	-362.5445861816406
chrX	10721280	10723328	-464.67138671875
chrX	11100160	11102208	-1125.646484375
chrX	11110400	11112448	-856.77783203125
chrX	11143168	11145216	-1530.9849853515625
chr1	119367680	119369728	-344.7731018066406
chr1	119371776	119373824	-386.82855224609375
chr1	119547904	119549952	-382.14202880859375
chr1	119582720	119584768	-495.0003967285156
chr1	119613440	119615488	-698.8137817382812
chr18	75407360	75409408	-351.80615234375
chr18	75474944	75476992	-303.87908935546875
chr18	75485184	75487232	-488.4126892089844
chr18	75489280	75491328	-400.0635986328125
chr18	75499520	75501568	-468.24957275390625
chr18	75538432	75540480	-426.67742919921875
chr18	75581440	75583488	-383.2746276855469
chr18	75726848	75728896	-314.0958251953125
chrX	18573312	18575360	-746.3926391601562
chrX	18673664	18675712	-376.3084716796875
chrX	18931712	18933760	-442.40972900390625
chr8	99358720	99360768	-323.3674621582031
chrX	123648000	123650048	-297.42071533203125
chrX	123736064	123738112	-354.81182861328125
chrX	123764736	123766784	-324.7445068359375
chrX	123959296	123961344	-408.41778564453125
chrX	123961344	123963392	-314.7448425292969
chr1	211134464	211136512	-416.2852478027344
chr10	58611712	58613760	-293.8214111328125
chr10	58781696	58783744	-765.2176513671875
chr10	58951680	58953728	-751.478515625
chr10	59234304	59236352	-453.96820068359375
chr1	182083584	182085632	-1066.3033447265625
chr1	182142976	182145024	-1011.8524169921875
chr1	182185984	182188032	-427.98492431640625
chr1	182206464	182208512	-324.1968688964844
chr1	182212608	182214656	-330.99847412109375
chr1	182228992	182231040	-315.34967041015625
chr1	182235136	182237184	-470.86480712890625
chr1	182257664	182259712	-606.9345092773438
chr1	182278144	182280192	-546.6276245117188
chr1	182286336	182288384	-587.6326293945312
chr1	182288384	182290432	-433.9620666503906
chr1	182292480	182294528	-545.8885498046875
chr1	182298624	182300672	-389.6534423828125
chr1	182329344	182331392	-564.6295166015625
chr1	182339584	182341632	-497.00323486328125
chr1	182347776	182349824	-469.88214111328125
chr1	182390784	182392832	-315.4100341796875
chr7	33243136	33245184	-913.75390625
chr7	33757184	33759232	-322.79443359375
chr9	37580800	37582848	-343.8462829589844
chr9	37912576	37914624	-1713.900146484375
chr9	38014976	38017024	-309.462646484375
chr9	38025216	38027264	-298.99072265625
chr5	18698240	18700288	-989.3880615234375
chr19	19341312	19343360	-445.3448181152344
chr19	19515392	19517440	-344.30865478515625
chr2	18751488	18753536	-579.0260009765625
chr2	19361792	19363840	-1351.344482421875
chr9	114081792	114083840	-1031.210693359375
chr9	114106368	114108416	-689.5128784179688
chr9	114290688	114292736	-302.22515869140625
chr9	114305024	114307072	-1390.4447021484375
chr9	114337792	114339840	-968.8137817382812
chr9	114397184	114399232	-321.524169921875
chr9	114405376	114407424	-1464.4097900390625
chr15	97234944	97236992	-906.3564453125
chr15	97245184	97247232	-604.0553588867188
chr12	4538368	4540416	-330.7184753417969
chr12	4560896	4562944	-513.4285278320312
chr12	4603904	4605952	-378.25408935546875
chr8	60911616	60913664	-391.8081359863281
chr8	60946432	60948480	-515.781982421875
chr8	60950528	60952576	-379.70684814453125
chr8	60954624	60956672	-362.82489013671875
chr8	61022208	61024256	-633.7703857421875
chr8	61095936	61097984	-753.7350463867188
chr8	61138944	61140992	-1069.6337890625
chr8	61466624	61468672	-969.6004638671875
chr8	61468672	61470720	-882.2741088867188
chr8	61526016	61528064	-327.2879638671875
chr8	61528064	61530112	-594.8663330078125
chr8	61591552	61593600	-402.85614013671875
chr8	61603840	61605888	-296.5624084472656
chr8	61671424	61673472	-391.1462097167969
chr21	36112384	36114432	-507.2220153808594
chr21	36134912	36136960	-391.2736511230469
chr21	36319232	36321280	-719.2230834960938
chr21	36419584	36421632	-669.4610595703125
chr21	36421632	36423680	-564.8388061523438
chr2	199315456	199317504	-343.67218017578125
chr2	199368704	199370752	-408.4342041015625
chr2	199483392	199485440	-472.511474609375
chr2	199485440	199487488	-346.6871337890625
chr2	199487488	199489536	-586.6893920898438
chr2	199860224	199862272	-761.512451171875
chr2	199909376	199911424	-660.9241943359375
chr2	199954432	199956480	-875.8224487304688
chr2	199979008	199981056	-1005.2747192382812
chr2	158900224	158902272	-1551.9197998046875
chr2	159117312	159119360	-1151.038818359375
chr2	159188992	159191040	-328.4578552246094
chr18	68386816	68388864	-428.47589111328125
chr18	68417536	68419584	-402.748779296875
chr18	68429824	68431872	-308.12982177734375
chr18	68438016	68440064	-339.22625732421875
chr18	68448256	68450304	-378.3987731933594
chr18	68454400	68456448	-495.177734375
chr18	68515840	68517888	-459.19287109375
chr18	68517888	68519936	-462.43914794921875
chr18	68519936	68521984	-304.2425231933594
chr18	68538368	68540416	-431.8472595214844
chr18	68548608	68550656	-595.6344604492188
chr18	68714496	68716544	-366.3089294433594
chr13	41916416	41918464	-466.3154296875
chr13	41930752	41932800	-341.1161193847656
chr13	41986048	41988096	-309.77142333984375
chr13	42000384	42002432	-472.1055603027344
chr13	42024960	42027008	-387.16864013671875
chr13	42043392	42045440	-306.16619873046875
chr13	42104832	42106880	-441.22271728515625
chr13	42215424	42217472	-1287.4034423828125
chr13	42270720	42272768	-487.47686767578125
chr13	42326016	42328064	-381.1845397949219
chr13	42332160	42334208	-597.8070678710938
chr13	42334208	42336256	-509.49127197265625
chr13	42594304	42596352	-898.3112182617188
chr7	150876160	150878208	-1147.597900390625
chr7	151013376	151015424	-337.07513427734375
chr7	151103488	151105536	-525.957275390625
chr7	151113728	151115776	-592.16748046875
chr7	151341056	151343104	-312.46771240234375
chr7	151537664	151539712	-294.50067138671875
chr8	106520576	106522624	-580.2166137695312
chr8	106590208	106592256	-898.5314331054688
chr8	106704896	106706944	-1066.6666259765625
chr8	106762240	106764288	-1135.61572265625
chr8	106764288	106766336	-535.8927001953125
chr22	46761984	46764032	-800.24560546875
chr4	86495232	86497280	-496.0519104003906
chr4	86497280	86499328	-766.6846313476562
chr12	119207936	119209984	-324.91461181640625
chr4	167622656	167624704	-1036.3472900390625
chr9	22040576	22042624	-361.66815185546875
chr9	22050816	22052864	-382.2742004394531
chr9	22083584	22085632	-539.6571044921875
chr9	22110208	22112256	-318.8915710449219
chr9	22161408	22163456	-340.86822509765625
chr9	22243328	22245376	-328.74908447265625
chr9	22452224	22454272	-765.721923828125
chr9	22468608	22470656	-789.36669921875
chr4	127731712	127733760	-766.0640258789062
chr14	88666112	88668160	-1218.05712890625
chr14	89026560	89028608	-1451.4296875
chr14	89038848	89040896	-665.8452758789062
chr9	107784192	107786240	-316.5906066894531
chr9	108511232	108513280	-307.45501708984375
chr9	93564928	93566976	-495.8125
chr9	93575168	93577216	-316.89385986328125
chr9	93681664	93683712	-1074.2467041015625
chr9	94056448	94058496	-328.81158447265625
chr9	94097408	94099456	-339.18109130859375
chr9	94109696	94111744	-380.7147521972656
chr9	94136320	94138368	-435.924072265625
chr9	94138368	94140416	-357.36651611328125
chrX	139831296	139833344	-299.73980712890625
chrX	139851776	139853824	-401.0098571777344
chrX	139880448	139882496	-509.2293395996094
chrX	139886592	139888640	-319.2181396484375
chrX	139890688	139892736	-452.94708251953125
chrX	139917312	139919360	-389.51129150390625
chr4	15777792	15779840	-336.5204772949219
chr4	15804416	15806464	-487.75531005859375
chr4	15882240	15884288	-783.1971435546875
chr4	15955968	15958016	-323.3721008300781
chr14	102516736	102518784	-495.11688232421875
chr14	102916096	102918144	-670.288330078125
chr14	103073792	103075840	-607.948486328125
chr14	32575488	32577536	-1528.44970703125
chr14	32591872	32593920	-364.487060546875
chr14	32610304	32612352	-432.31402587890625
chr14	32634880	32636928	-508.911376953125
chr14	32647168	32649216	-451.5853576660156
chr14	32661504	32663552	-340.5625915527344
chr14	32692224	32694272	-346.0889892578125
chr14	32696320	32698368	-295.2716064453125
chr14	32708608	32710656	-432.5987854003906
chr14	32724992	32727040	-351.8667907714844
chr14	32997376	32999424	-760.8016357421875
chr11	23019520	23021568	-1270.238525390625
chr11	23113728	23115776	-369.3857116699219
chr11	23281664	23283712	-503.55096435546875
chr11	23287808	23289856	-668.9678955078125
chr9	113483776	113485824	-356.83294677734375
chr9	113522688	113524736	-299.2286376953125
chr9	113657856	113659904	-542.445556640625
chr9	113680384	113682432	-370.781494140625
chr9	113682432	113684480	-456.9427795410156
chr9	113735680	113737728	-336.1985778808594
chr9	113807360	113809408	-1115.944580078125
chr5	159985664	159987712	-516.9542236328125
chr5	160008192	160010240	-444.79681396484375
chr5	160020480	160022528	-1203.171875
chr5	160161792	160163840	-893.2572021484375
chr5	160163840	160165888	-686.5988159179688
chr5	160344064	160346112	-1182.9698486328125
chr5	160391168	160393216	-539.5386962890625
chr5	160419840	160421888	-321.6708984375
chr5	160432128	160434176	-305.9185791015625
chr5	160438272	160440320	-1550.027099609375
chr5	160507904	160509952	-805.8206787109375
chr22	33802240	33804288	-439.17852783203125
chr4	84480000	84482048	-308.4852294921875
chr4	84482048	84484096	-487.6554260253906
chr4	84502528	84504576	-879.78369140625
chr4	84529152	84531200	-418.6502990722656
chr4	84582400	84584448	-756.2547607421875
chr4	84791296	84793344	-485.1376037597656
chr4	84803584	84805632	-562.5932006835938
chr4	84850688	84852736	-333.88800048828125
chr4	84881408	84883456	-326.65350341796875
chr4	84914176	84916224	-317.5427551269531
chr4	84951040	84953088	-317.3426818847656
chr4	120717312	120719360	-646.3697509765625
chr13	52850688	52852736	-345.6046142578125
chr13	52967424	52969472	-429.49859619140625
chr13	53250048	53252096	-556.4393310546875
chr11	57800704	57802752	-1126.9539794921875
chr11	58513408	58515456	-1707.0621337890625
chr11	58523648	58525696	-1983.327392578125
chr15	87764992	87767040	-306.2091369628906
chr15	87816192	87818240	-315.2687072753906
chr15	88246272	88248320	-674.6803588867188
chr15	88272896	88274944	-862.5732421875
chr15	88475648	88477696	-1017.5729370117188
chr15	88545280	88547328	-567.8246459960938
chr2	214409216	214411264	-455.46331787109375
chr8	52576256	52578304	-1069.3724365234375
chr8	52606976	52609024	-382.2594299316406
chr8	52615168	52617216	-324.15924072265625
chr8	52619264	52621312	-318.4952392578125
chr8	52641792	52643840	-433.81475830078125
chr8	52695040	52697088	-401.7632751464844
chr8	52709376	52711424	-438.6749572753906
chr8	52713472	52715520	-494.57965087890625
chr8	52965376	52967424	-453.996826171875
chr11	57710592	57712640	-324.15789794921875
chr11	57741312	57743360	-330.31512451171875
chr11	57751552	57753600	-323.9195251464844
chr7	2627584	2629632	-347.206298828125
chr7	2727936	2729984	-301.1322937011719
chr7	2748416	2750464	-424.9405212402344
chr7	2754560	2756608	-374.26422119140625
chr7	2756608	2758656	-337.0436096191406
chr7	2783232	2785280	-344.24346923828125
chr7	2842624	2844672	-412.26483154296875
chr7	2863104	2865152	-346.16668701171875
chr7	2885632	2887680	-437.1080017089844
chr6	133920768	133922816	-348.8739013671875
chr6	133971968	133974016	-322.71929931640625
chr4	153233408	153235456	-381.386962890625
chr4	153294848	153296896	-383.0743103027344
chr4	153344000	153346048	-1075.2520751953125
chr4	153485312	153487360	-750.1873779296875
chr4	153497600	153499648	-754.2447509765625
chr4	153573376	153575424	-833.0966796875
chr4	153575424	153577472	-542.3941040039062
chr4	153634816	153636864	-472.9415588378906
chr4	153643008	153645056	-694.3134765625
chr4	153649152	153651200	-465.33319091796875
chr4	153749504	153751552	-495.5323181152344
chr3	37054464	37056512	-410.382568359375
chr3	37072896	37074944	-499.59625244140625
chr3	37076992	37079040	-347.593505859375
chr3	37095424	37097472	-411.50823974609375
chr3	37113856	37115904	-393.8370666503906
chr3	37128192	37130240	-326.089599609375
chr3	37212160	37214208	-345.3260192871094
chr3	37242880	37244928	-316.2489013671875
chr3	37308416	37310464	-335.74041748046875
chr11	63737856	63739904	-327.40283203125
chr11	63838208	63840256	-725.163330078125
chr11	64000000	64002048	-388.1526794433594
chr11	129189888	129191936	-426.48980712890625
chr11	129783808	129785856	-305.58404541015625
chr11	130099200	130101248	-300.0873107910156
chr11	130103296	130105344	-449.02069091796875
chr2	9371648	9373696	-357.83880615234375
chr2	9768960	9771008	-409.6277770996094
chr2	202278912	202280960	-636.2094116210938
chr2	202375168	202377216	-346.43389892578125
chr2	202573824	202575872	-1287.9749755859375
chr3	24680448	24682496	-504.048828125
chr3	24682496	24684544	-333.32000732421875
chr3	25155584	25157632	-600.0057373046875
chr1	229226496	229228544	-536.5816040039062
chr1	229257216	229259264	-1434.7099609375
chr1	229269504	229271552	-313.34918212890625
chr1	229341184	229343232	-458.4772033691406
chr1	229480448	229482496	-1004.8748168945312
chr1	229507072	229509120	-386.2366638183594
chr1	229558272	229560320	-678.4371948242188
chr1	229560320	229562368	-421.37152099609375
chr1	229597184	229599232	-347.452880859375
chr11	28696576	28698624	-718.563720703125
chr7	13989888	13991936	-455.96148681640625
chr12	3641344	3643392	-346.06488037109375
chr12	3696640	3698688	-611.5452880859375
chr12	3803136	3805184	-1869.5865478515625
chr12	4505600	4507648	-328.9427185058594
chr12	4517888	4519936	-391.8573303222656
chr10	116113408	116115456	-318.5744323730469
