chrom	start	end	protein_coding_Shap
chr8	108611584	108613632	86.09648132324219
chr8	108752896	108754944	166.33399963378906
chr8	108978176	108980224	94.25157165527344
chr8	109023232	109025280	97.28851318359375
chr8	109062144	109064192	132.99063110351562
chr8	109080576	109082624	92.27086639404297
chr3	178966528	178968576	186.64187622070312
chr3	179013632	179015680	113.33518981933594
chr3	179015680	179017728	130.4395751953125
chr3	179245056	179247104	90.52354431152344
chr3	179277824	179279872	94.26924133300781
chr3	179286016	179288064	85.38467407226562
chr3	179292160	179294208	103.40968322753906
chr3	179294208	179296256	97.14796447753906
chr3	179298304	179300352	93.18861389160156
chr3	179304448	179306496	102.28278350830078
chr3	179531776	179533824	139.77182006835938
chr3	179533824	179535872	115.33573913574219
chr3	179613696	179615744	109.01435852050781
chr3	179660800	179662848	102.30160522460938
chr1	92536832	92538880	90.42210388183594
chr1	92688384	92690432	95.5295639038086
chr1	92692480	92694528	144.7561798095703
chr1	92694528	92696576	100.31369018554688
chr1	92700672	92702720	96.30294036865234
chr1	92704768	92706816	127.3819351196289
chr1	92753920	92755968	170.1534423828125
chr1	92755968	92758016	162.81402587890625
chr1	92758016	92760064	95.31783294677734
chr1	92788736	92790784	88.80311584472656
chr1	92790784	92792832	136.67543029785156
chr1	92792832	92794880	103.87335205078125
chr1	92938240	92940288	105.49967956542969
chr1	92942336	92944384	88.40938568115234
chr19	31447040	31449088	87.03730773925781
chr19	31563776	31565824	93.74006652832031
chr19	31565824	31567872	141.63107299804688
chr19	31637504	31639552	182.70529174804688
chr19	31698944	31700992	135.0829315185547
chr19	31700992	31703040	104.14854431152344
chr19	31705088	31707136	107.1445541381836
chr19	31793152	31795200	86.31764221191406
chr19	31813632	31815680	140.0082550048828
chr19	31866880	31868928	119.80577087402344
chr6	43333632	43335680	137.01942443847656
chr6	43431936	43433984	87.82986450195312
chr6	43433984	43436032	92.96382904052734
chr6	43436032	43438080	110.37349700927734
chr6	43438080	43440128	109.51509857177734
chr6	43479040	43481088	99.68849182128906
chr6	43485184	43487232	98.5251693725586
chr6	43487232	43489280	90.180908203125
chr6	43489280	43491328	149.003662109375
chr6	43491328	43493376	150.3815155029297
chr6	43493376	43495424	183.74363708496094
chr6	43495424	43497472	112.61712646484375
chr6	43546624	43548672	147.8260040283203
chr6	43550720	43552768	85.36517333984375
chr6	43583488	43585536	111.53086853027344
chr6	43702272	43704320	88.20775604248047
chr6	43745280	43747328	89.8392105102539
chr6	43845632	43847680	114.00404357910156
chr20	12707840	12709888	151.7714080810547
chr20	12742656	12744704	160.67703247070312
chr20	12814336	12816384	148.86070251464844
chr20	12826624	12828672	119.2054443359375
chr20	12869632	12871680	118.98734283447266
chr20	12881920	12883968	118.5553970336914
chr20	12914688	12916736	89.5594711303711
chr20	13017088	13019136	89.04584503173828
chr20	13105152	13107200	135.74911499023438
chr20	13109248	13111296	92.33817291259766
chr20	13213696	13215744	111.63655090332031
chr20	13215744	13217792	90.13548278808594
chr20	13301760	13303808	97.22300720214844
chr20	13340672	13342720	92.98860931396484
chr20	13545472	13547520	114.4300765991211
chr3	64845824	64847872	148.39894104003906
chr3	64847872	64849920	118.87727355957031
chr3	64870400	64872448	131.805419921875
chr3	64872448	64874496	85.50059509277344
chr3	64876544	64878592	102.84095764160156
chr3	64958464	64960512	115.1787338256836
chr3	64968704	64970752	96.51097869873047
chr3	64970752	64972800	86.79273986816406
chr3	64974848	64976896	155.73941040039062
chr3	65021952	65024000	194.94444274902344
chr3	65069056	65071104	104.29719543457031
chr3	65095680	65097728	172.06680297851562
chr3	65099776	65101824	139.29782104492188
chr3	65105920	65107968	158.15853881835938
chr3	65110016	65112064	145.23558044433594
chr3	65138688	65140736	129.3574676513672
chr3	65146880	65148928	93.0800552368164
chr3	65200128	65202176	129.83651733398438
chr3	65243136	65245184	88.16404724121094
chr3	65257472	65259520	103.7480239868164
chr3	65345536	65347584	106.5815658569336
chr3	65347584	65349632	151.4404754638672
chr3	65349632	65351680	96.5062484741211
chr16	82262016	82264064	94.6756362915039
chr16	82264064	82266112	148.14639282226562
chr16	82272256	82274304	106.46134185791016
chr16	82348032	82350080	105.31510162353516
chr16	82350080	82352128	118.70355224609375
chr16	82405376	82407424	91.7995376586914
chr16	82436096	82438144	87.24766540527344
chr16	82653184	82655232	100.57621002197266
chr16	82952192	82954240	101.1474380493164
chr15	35135488	35137536	105.2079086303711
chr15	35137536	35139584	155.0166778564453
chr15	35139584	35141632	93.54814910888672
chr15	35141632	35143680	125.49776458740234
chr15	35168256	35170304	125.883056640625
chr15	35182592	35184640	121.53145599365234
chr15	35258368	35260416	117.05731201171875
chr15	35270656	35272704	118.8221664428711
chr15	35280896	35282944	92.13715362548828
chr15	35307520	35309568	135.23318481445312
chr15	35551232	35553280	124.7216796875
chr15	35749888	35751936	89.00981140136719
chr9	117395456	117397504	134.00338745117188
chr9	117409792	117411840	144.35926818847656
chr9	117415936	117417984	94.1883773803711
chr9	117422080	117424128	217.77731323242188
chr9	117428224	117430272	126.1151351928711
chr9	117440512	117442560	103.50455474853516
chr9	117481472	117483520	117.89869689941406
chr9	117485568	117487616	89.16230773925781
chr9	117489664	117491712	110.26982116699219
chr9	117493760	117495808	90.19795227050781
chr9	117508096	117510144	123.72476959228516
chr9	117547008	117549056	130.54666137695312
chr9	117549056	117551104	112.51527404785156
chr9	117581824	117583872	95.80366516113281
chr9	117858304	117860352	115.91015625
chr9	117884928	117886976	143.52175903320312
chr9	117919744	117921792	156.74612426757812
chr9	117956608	117958656	112.8973388671875
chr9	117977088	117979136	117.39949798583984
chr9	117991424	117993472	148.4326629638672
chr9	118003712	118005760	90.10636138916016
chr9	118026240	118028288	128.7524871826172
chr9	118028288	118030336	146.0071258544922
chr9	118034432	118036480	113.9202651977539
chr9	118071296	118073344	156.43165588378906
chr9	118079488	118081536	136.38107299804688
chr9	118151168	118153216	127.94538879394531
chr9	118157312	118159360	189.33737182617188
chr9	30662656	30664704	127.60770416259766
chr9	30674944	30676992	100.56884765625
chr9	30746624	30748672	105.81990051269531
chr9	30750720	30752768	174.96438598632812
chr9	30752768	30754816	137.9329376220703
chr9	30763008	30765056	90.5404052734375
chr9	30771200	30773248	88.69966125488281
chr9	30851072	30853120	147.12960815429688
chr9	30994432	30996480	99.79437255859375
chr9	30996480	30998528	86.52336120605469
chr9	31023104	31025152	151.20848083496094
chr9	31029248	31031296	192.081787109375
chr9	31082496	31084544	104.10523986816406
chr9	31086592	31088640	130.92916870117188
chr9	31115264	31117312	112.84321594238281
chr9	31129600	31131648	119.81532287597656
chr9	31135744	31137792	94.8760757446289
chr9	31209472	31211520	139.0667266845703
chr9	31217664	31219712	85.71421813964844
chr9	31221760	31223808	105.28248596191406
chr9	31264768	31266816	102.56353759765625
chr9	31289344	31291392	87.81827545166016
chr9	31344640	31346688	140.74752807617188
chr9	31389696	31391744	162.78890991210938
chr9	31395840	31397888	94.82237243652344
chr9	31432704	31434752	114.48809814453125
chr21	26587136	26589184	172.54074096679688
chr21	26624000	26626048	92.18476867675781
chr21	26646528	26648576	91.26194763183594
chr21	26677248	26679296	128.12081909179688
chr21	26755072	26757120	99.66255187988281
chr21	26757120	26759168	117.25712585449219
chr21	26781696	26783744	91.32418823242188
chr21	26806272	26808320	111.2146987915039
chr21	26886144	26888192	98.32743072509766
chr21	26888192	26890240	85.56433868408203
chr21	26939392	26941440	93.38316345214844
chr21	26941440	26943488	124.83465576171875
chr7	16889856	16891904	95.24697875976562
chr7	17094656	17096704	100.87830352783203
chr7	17119232	17121280	108.58906555175781
chr7	17129472	17131520	125.13465881347656
chr7	17139712	17141760	139.46458435058594
chr7	17143808	17145856	158.08349609375
chr7	17149952	17152000	96.42855834960938
chr7	17231872	17233920	119.7756118774414
chr7	17274880	17276928	149.1653289794922
chr7	17276928	17278976	163.85765075683594
chr7	17278976	17281024	101.88719940185547
chr7	17698816	17700864	99.60958862304688
chr4	160831488	160833536	156.23794555664062
chr4	160876544	160878592	97.00178527832031
chr4	160940032	160942080	138.63265991210938
chr4	161003520	161005568	107.9668197631836
chr4	161017856	161019904	114.56617736816406
chr4	161081344	161083392	124.06626892089844
chr4	161110016	161112064	201.26136779785156
chr4	161126400	161128448	130.29470825195312
chr4	161128448	161130496	101.80924987792969
chr4	161130496	161132544	118.46173095703125
chr4	161243136	161245184	162.37283325195312
chr4	161253376	161255424	130.11488342285156
chr4	161329152	161331200	107.6357650756836
chr4	161331200	161333248	88.12789916992188
chr4	161345536	161347584	93.22248077392578
chr4	161372160	161374208	157.51300048828125
chr4	161392640	161394688	144.29141235351562
chr4	161415168	161417216	126.40824127197266
chr4	161425408	161427456	182.05081176757812
chr4	161445888	161447936	153.62132263183594
chr4	161458176	161460224	172.01475524902344
chr4	161490944	161492992	112.06419372558594
chr4	161509376	161511424	193.1986083984375
chr4	161552384	161554432	92.83436584472656
chr4	161556480	161558528	109.65110778808594
chr4	161566720	161568768	131.56600952148438
chr4	161581056	161583104	143.88095092773438
chr4	161609728	161611776	100.24589538574219
chr5	22302720	22304768	91.44921112060547
chr5	22327296	22329344	91.96703338623047
chr5	22339584	22341632	113.09452056884766
chr5	22349824	22351872	85.65396118164062
chr5	22364160	22366208	161.77626037597656
chr5	22378496	22380544	85.77204132080078
chr5	22388736	22390784	125.5135726928711
chr5	22433792	22435840	91.17347717285156
chr5	22437888	22439936	95.3000259399414
chr5	22505472	22507520	108.98332214355469
chr5	22507520	22509568	105.05833435058594
chr5	22528000	22530048	124.7829818725586
chr5	22577152	22579200	94.49323272705078
chr5	22591488	22593536	88.01448822021484
chr5	22607872	22609920	86.80855560302734
chr5	22642688	22644736	144.16342163085938
chr5	22657024	22659072	143.94239807128906
chr5	22689792	22691840	89.92833709716797
chr5	22751232	22753280	104.3204574584961
chr5	22812672	22814720	158.18153381347656
chr5	22839296	22841344	107.5546875
chr5	22906880	22908928	91.74052429199219
chr5	22913024	22915072	121.72383117675781
chr5	22921216	22923264	141.28863525390625
chr5	22953984	22956032	138.81826782226562
chr5	22966272	22968320	114.1769027709961
chr5	22968320	22970368	96.73350524902344
chr5	23027712	23029760	107.3586196899414
chr5	23035904	23037952	99.61363983154297
chr5	23048192	23050240	85.64776611328125
chr5	23050240	23052288	121.9371109008789
chr5	23066624	23068672	138.01522827148438
chr5	23068672	23070720	124.16575622558594
chr5	23117824	23119872	127.94670104980469
chr5	23119872	23121920	94.80896759033203
chrX	147439616	147441664	90.1089859008789
chrX	147445760	147447808	148.35342407226562
chrX	147748864	147750912	127.96915435791016
chrX	147908608	147910656	86.08126831054688
chrX	147918848	147920896	89.04114532470703
chrX	147920896	147922944	108.85035705566406
chrX	147953664	147955712	99.49337768554688
chrX	147957760	147959808	97.83302307128906
chrX	147959808	147961856	97.76348876953125
chr3	53956608	53958656	91.36737823486328
chr3	54011904	54013952	124.23072814941406
chr3	54034432	54036480	106.86712646484375
chr3	54044672	54046720	88.84700775146484
chr3	54079488	54081536	92.33262634277344
chr3	54081536	54083584	176.1373291015625
chr3	54083584	54085632	137.92372131347656
chr3	54106112	54108160	118.3777084350586
chr3	54175744	54177792	91.85907745361328
chr3	54200320	54202368	126.7996826171875
chr3	54257664	54259712	160.49917602539062
chr3	54306816	54308864	93.89022064208984
chr3	54427648	54429696	141.42478942871094
chr6	85745664	85747712	151.572509765625
chr6	85987328	85989376	89.76807403564453
chr6	85989376	85991424	169.63970947265625
chr6	86009856	86011904	131.8503875732422
chr6	86030336	86032384	98.27496337890625
chr6	86032384	86034432	116.3232650756836
chr6	86079488	86081536	86.21932983398438
chr6	86140928	86142976	86.58555603027344
chr6	86161408	86163456	88.28848266601562
chr6	86216704	86218752	86.98188781738281
chr6	86327296	86329344	113.37525939941406
chr6	86329344	86331392	96.441650390625
chr6	86333440	86335488	87.31987762451172
chr6	86353920	86355968	103.5757827758789
chr6	86355968	86358016	98.84614562988281
chr6	86360064	86362112	100.19308471679688
chr5	114855936	114857984	155.76116943359375
chr5	114941952	114944000	95.42921447753906
chr5	114982912	114984960	175.0170440673828
chr1	83607552	83609600	101.57524108886719
chr1	83636224	83638272	157.94766235351562
chr1	83640320	83642368	99.63157653808594
chr1	83724288	83726336	85.42933654785156
chr1	83726336	83728384	97.76499938964844
chr1	83734528	83736576	95.16273498535156
chr1	83763200	83765248	88.59934997558594
chr1	83779584	83781632	162.61013793945312
chr1	83791872	83793920	103.94905090332031
chr1	83800064	83802112	137.73147583007812
chr1	83802112	83804160	115.46240234375
chr1	83804160	83806208	109.7647705078125
chr1	83814400	83816448	154.70028686523438
chr1	83845120	83847168	90.49321746826172
chr1	83898368	83900416	88.32606506347656
chrX	37922816	37924864	151.6074981689453
chrX	37996544	37998592	90.89857482910156
chrX	38014976	38017024	108.13468933105469
chrX	38031360	38033408	97.15641784667969
chrX	38047744	38049792	134.1373748779297
chrX	38078464	38080512	87.29745483398438
chrX	38139904	38141952	114.44632720947266
chrX	38461440	38463488	102.91682434082031
chrX	38463488	38465536	143.571533203125
chrX	38651904	38653952	90.60428619384766
chrX	38656000	38658048	183.63351440429688
chrX	38664192	38666240	98.71784973144531
chr5	97142784	97144832	102.17736053466797
chr5	97556480	97558528	95.79414367675781
chr5	97560576	97562624	116.07096862792969
chr3	148379648	148381696	236.5062713623047
chr3	148733952	148736000	93.88439178466797
chr3	148736000	148738048	95.90122985839844
chr9	90699776	90701824	203.1610565185547
chr9	90712064	90714112	120.67083740234375
chr9	90728448	90730496	153.50784301757812
chr9	90804224	90806272	89.04857635498047
chr9	90824704	90826752	88.81607818603516
chr9	90941440	90943488	96.08732604980469
chr9	90955776	90957824	92.73253631591797
chr8	80228352	80230400	123.6363525390625
chr8	80678912	80680960	85.46600341796875
chr8	80809984	80812032	87.01325988769531
chr14	101638144	101640192	108.32470703125
chr14	101769216	101771264	98.31196594238281
chr14	101808128	101810176	161.81573486328125
chr14	101810176	101812224	108.58406829833984
chr14	101812224	101814272	162.9527587890625
chr14	101814272	101816320	151.20626831054688
chr14	101818368	101820416	97.54737854003906
chr14	101822464	101824512	91.50430297851562
chr14	101844992	101847040	113.2771224975586
chr14	101859328	101861376	101.90270233154297
chr14	102176768	102178816	90.76780700683594
chr14	102180864	102182912	112.5321273803711
chr14	102182912	102184960	116.55589294433594
chr14	102187008	102189056	101.22633361816406
chr3	156143616	156145664	102.6849594116211
chr3	156299264	156301312	96.28202819824219
chr3	156393472	156395520	97.55905151367188
chr3	156401664	156403712	101.93910217285156
chr3	156481536	156483584	183.01669311523438
chr3	156485632	156487680	152.17477416992188
chr3	156516352	156518400	174.66552734375
chr2	11937792	11939840	116.88509368896484
chr2	11939840	11941888	94.49451446533203
chr2	11968512	11970560	122.0440444946289
chr2	11976704	11978752	88.58969116210938
chr2	11999232	12001280	114.92018127441406
chr2	12005376	12007424	120.25044250488281
chr2	12009472	12011520	95.58189392089844
chr2	12034048	12036096	108.03517150878906
chr2	12095488	12097536	133.85806274414062
chr2	12113920	12115968	155.9842071533203
chr2	12115968	12118016	104.36832427978516
chr2	12118016	12120064	122.307861328125
chr2	12320768	12322816	166.3245391845703
chr2	12441600	12443648	110.10643005371094
chr1	11681792	11683840	112.81831359863281
chr1	11794432	11796480	86.21514129638672
chr1	11796480	11798528	153.44924926757812
chr1	12152832	12154880	103.02244567871094
chr11	38289408	38291456	110.8437271118164
chr11	38305792	38307840	90.20506286621094
chr11	38328320	38330368	95.3404541015625
chr11	38344704	38346752	131.53213500976562
chr11	38414336	38416384	100.73710632324219
chr11	38424576	38426624	99.2391586303711
chr11	38459392	38461440	134.07862854003906
chr11	38506496	38508544	120.2916259765625
chr11	38508544	38510592	92.79134368896484
chr11	38522880	38524928	194.44198608398438
chr11	38524928	38526976	129.2327423095703
chr11	38547456	38549504	91.59590148925781
chr11	38557696	38559744	118.62994384765625
chr11	38561792	38563840	144.83786010742188
chr11	38582272	38584320	113.46490478515625
chr11	38584320	38586368	118.4101791381836
chr11	38590464	38592512	119.4826431274414
chr11	38592512	38594560	160.4251251220703
chr11	38596608	38598656	90.0218734741211
chr11	38615040	38617088	148.42503356933594
chr11	38621184	38623232	90.53784942626953
chr11	38666240	38668288	90.15995788574219
chr11	38682624	38684672	141.68008422851562
chr11	38707200	38709248	98.74711608886719
chr11	38758400	38760448	120.79329681396484
chr11	38789120	38791168	90.62194061279297
chr11	38797312	38799360	156.25433349609375
chr11	38909952	38912000	174.22613525390625
chr11	38948864	38950912	134.5300750732422
chr11	38950912	38952960	86.49925231933594
chr11	39016448	39018496	90.2589111328125
chr11	39028736	39030784	109.4900131225586
chr11	39034880	39036928	187.98065185546875
chr11	39036928	39038976	92.66627502441406
chr11	39038976	39041024	234.32186889648438
chr11	39041024	39043072	155.48037719726562
chr11	39079936	39081984	120.74330139160156
chr11	39081984	39084032	87.75995635986328
chr11	39098368	39100416	116.44850158691406
chr4	178079744	178081792	104.3743667602539
chr4	178141184	178143232	89.99116516113281
chr4	178176000	178178048	87.06983947753906
chr4	178247680	178249728	130.71388244628906
chr4	178305024	178307072	94.56718444824219
chr4	178329600	178331648	104.77750396728516
chr4	178352128	178354176	85.35505676269531
chr4	178405376	178407424	146.7213134765625
chr4	178417664	178419712	132.89541625976562
chr4	178438144	178440192	117.32905578613281
chr4	178454528	178456576	116.65177154541016
chr4	178462720	178464768	124.80491638183594
chr4	178485248	178487296	91.46681213378906
chr4	178487296	178489344	143.81394958496094
chr4	178518016	178520064	105.77567291259766
chr4	178532352	178534400	96.57984161376953
chr4	178558976	178561024	121.3896713256836
chr4	178585600	178587648	85.65123748779297
chr4	178604032	178606080	92.95780181884766
chr4	178616320	178618368	108.33636474609375
chr8	24616960	24619008	118.9657211303711
chr8	24672256	24674304	113.60902404785156
chr8	24674304	24676352	114.42881774902344
chr8	24682496	24684544	131.10360717773438
chr8	24686592	24688640	174.66311645507812
chr8	24711168	24713216	120.8327865600586
chr8	24713216	24715264	112.59368896484375
chr8	24899584	24901632	90.93509674072266
chr8	25100288	25102336	95.60271453857422
chr5	161294336	161296384	101.47554016113281
chr5	161345536	161347584	126.3929672241211
chr5	161576960	161579008	116.2351303100586
chr5	161593344	161595392	193.34901428222656
chr5	161601536	161603584	110.54090881347656
chr5	161624064	161626112	176.96231079101562
chr5	161628160	161630208	108.52021789550781
chr5	161650688	161652736	94.88920593261719
chr5	161654784	161656832	98.13383483886719
chr5	161681408	161683456	86.12388610839844
chr5	161701888	161703936	97.12724304199219
chr5	161722368	161724416	137.2947540283203
chr5	161763328	161765376	106.87364196777344
chr5	161828864	161830912	101.7625961303711
chr5	161843200	161845248	167.91078186035156
chr5	161882112	161884160	92.58834075927734
chr5	161914880	161916928	86.42361450195312
chr5	161945600	161947648	127.27679443359375
chr5	161972224	161974272	91.48497772216797
chr5	162023424	162025472	104.2557373046875
chr5	162068480	162070528	96.57108306884766
chr13	70567936	70569984	100.21300506591797
chr13	70631424	70633472	127.46278381347656
chr13	70633472	70635520	112.46769714355469
chr13	70637568	70639616	196.72164916992188
chr13	70660096	70662144	104.20953369140625
chr13	70733824	70735872	87.08036804199219
chr13	70762496	70764544	85.31111145019531
chr13	70780928	70782976	95.86221313476562
chr13	70797312	70799360	155.6634063720703
chr13	70817792	70819840	154.84133911132812
chr13	70842368	70844416	114.19283294677734
chr13	70844416	70846464	161.16064453125
chr13	70846464	70848512	137.6987762451172
chr13	70864896	70866944	132.30142211914062
chr13	70930432	70932480	115.35844421386719
chr13	70961152	70963200	88.0077896118164
chr13	70971392	70973440	154.0919952392578
chr13	70973440	70975488	174.13169860839844
chr13	71020544	71022592	167.70852661132812
chr13	71028736	71030784	91.79704284667969
chr13	71032832	71034880	89.56803131103516
chr13	71049216	71051264	94.8607406616211
chr13	71084032	71086080	128.0460205078125
chr13	71106560	71108608	111.70426940917969
chr13	71155712	71157760	114.36837005615234
chr13	71165952	71168000	132.68235778808594
chr13	71170048	71172096	209.55770874023438
chr13	71182336	71184384	132.89207458496094
chr13	71188480	71190528	176.90475463867188
chr13	71192576	71194624	96.29518127441406
chr13	71241728	71243776	167.6858673095703
chr13	71290880	71292928	167.86639404296875
chr13	71292928	71294976	99.56704711914062
chr13	71294976	71297024	94.03828430175781
chr13	71309312	71311360	147.6793975830078
chr13	71337984	71340032	128.79925537109375
chr13	71358464	71360512	187.67059326171875
chr2	187428864	187430912	117.9406509399414
chr2	187432960	187435008	134.2340545654297
chr2	187447296	187449344	116.53739166259766
chr2	187475968	187478016	121.7076187133789
chr2	187496448	187498496	122.87518310546875
chr7	136075264	136077312	86.01048278808594
chr7	136085504	136087552	129.35842895507812
chr7	136222720	136224768	93.39482116699219
chr7	136343552	136345600	93.23880004882812
chr7	136407040	136409088	116.80570220947266
chr9	97630208	97632256	103.3492660522461
chr9	97632256	97634304	150.47030639648438
chr9	97857536	97859584	92.70341491699219
chr9	97961984	97964032	86.85128784179688
chr9	97964032	97966080	90.58025360107422
chr9	98002944	98004992	90.26805877685547
chr9	98097152	98099200	118.14076232910156
chr9	98107392	98109440	88.72486877441406
chr9	98109440	98111488	113.1894302368164
chr9	98228224	98230272	126.79151916503906
chr9	98234368	98236416	175.94314575195312
chr9	98240512	98242560	90.68634033203125
chr9	98328576	98330624	143.7012176513672
chr9	98330624	98332672	93.67378234863281
chr9	98332672	98334720	153.41204833984375
chr9	98502656	98504704	102.68119812011719
chr18	9736192	9738240	114.95682525634766
chr18	9750528	9752576	107.19183349609375
chr18	9844736	9846784	88.40312957763672
chr18	10016768	10018816	130.0536651611328
chr18	10051584	10053632	90.89685821533203
chr18	75130880	75132928	86.21061706542969
chr18	75479040	75481088	100.84323120117188
chr3	165146624	165148672	134.86167907714844
chr3	165189632	165191680	104.1711196899414
chr3	165193728	165195776	128.52572631835938
chr3	165199872	165201920	142.00018310546875
chr3	165206016	165208064	119.5616455078125
chr3	165210112	165212160	140.73782348632812
chr3	165251072	165253120	98.06919860839844
chr3	165255168	165257216	90.6637954711914
chr3	165355520	165357568	100.95570373535156
chr3	165386240	165388288	112.21311950683594
chr3	165414912	165416960	110.89005279541016
chr3	165459968	165462016	171.80528259277344
chr3	165462016	165464064	110.88386535644531
chr3	165486592	165488640	106.6916732788086
chr3	165494784	165496832	88.51243591308594
chr3	165502976	165505024	87.29124450683594
chr3	165505024	165507072	94.36043548583984
chr3	165511168	165513216	124.73394775390625
chr3	165535744	165537792	88.64066314697266
chr3	165539840	165541888	189.27975463867188
chr3	165593088	165595136	108.0694351196289
chr3	165627904	165629952	118.1288070678711
chr3	165629952	165632000	109.2906723022461
chr3	165634048	165636096	140.97384643554688
chr3	165636096	165638144	148.75576782226562
chr3	165638144	165640192	181.40306091308594
chr3	165640192	165642240	102.84871673583984
chr3	165642240	165644288	205.64932250976562
chr3	165646336	165648384	117.3314208984375
chr3	165683200	165685248	102.26497650146484
chr3	165709824	165711872	96.65313720703125
chr3	165726208	165728256	94.25279998779297
chr3	165787648	165789696	119.5530776977539
chr3	165808128	165810176	101.71363830566406
chr3	165810176	165812224	103.13822174072266
chr3	165814272	165816320	91.54659271240234
chr3	165844992	165847040	107.7777099609375
chr3	165894144	165896192	106.5855712890625
chr16	30658560	30660608	94.15184020996094
chr16	31195136	31197184	112.01695251464844
chr16	31197184	31199232	111.2257308959961
chr16	31201280	31203328	95.51245880126953
chr16	31209472	31211520	123.13533020019531
chr16	31506432	31508480	110.6365737915039
chr16	31510528	31512576	89.0079574584961
chr4	174729216	174731264	152.74937438964844
chr4	174761984	174764032	112.11356353759766
chr4	174764032	174766080	170.51475524902344
chr4	174835712	174837760	142.46493530273438
chr4	174837760	174839808	111.44050598144531
chr4	174884864	174886912	85.33556365966797
chr4	174901248	174903296	92.25019836425781
chr4	174954496	174956544	96.45783996582031
chr4	174960640	174962688	159.8627166748047
chr4	174970880	174972928	127.55256652832031
chr4	175001600	175003648	91.18891906738281
chr4	175110144	175112192	109.2702865600586
chr4	175122432	175124480	88.6602554321289
chr4	175124480	175126528	118.25114440917969
chr4	175132672	175134720	101.54962921142578
chr4	175161344	175163392	86.00798797607422
chr4	175163392	175165440	87.61387634277344
chr4	175175680	175177728	86.60581970214844
chr4	175536128	175538176	117.26045989990234
chr12	2289664	2291712	119.20466613769531
chr12	2422784	2424832	93.58363342285156
chr12	2646016	2648064	102.88665771484375
chr12	2711552	2713600	95.20945739746094
chr12	2717696	2719744	98.88301086425781
chr3	38981632	38983680	121.77583312988281
chr3	38985728	38987776	110.52595520019531
chr14	71995392	71997440	91.32233428955078
chr14	72022016	72024064	91.43910217285156
chr14	72056832	72058880	140.814697265625
chr14	72097792	72099840	119.58284759521484
chr14	72103936	72105984	95.81129455566406
chr14	72130560	72132608	86.76213073730469
chr14	72167424	72169472	88.20890808105469
chr14	72271872	72273920	88.28353881835938
chr14	72316928	72318976	88.68611145019531
chr14	72456192	72458240	202.54843139648438
chr14	72462336	72464384	184.5885467529297
chr14	72476672	72478720	138.40916442871094
chr14	72478720	72480768	190.00021362304688
chr17	27707392	27709440	97.2070083618164
chr13	77627392	77629440	135.80606079101562
chr13	77631488	77633536	92.4041519165039
chr13	77692928	77694976	123.7309799194336
chr13	77705216	77707264	102.56309509277344
chr13	77717504	77719552	140.313720703125
chr13	77742080	77744128	88.73322296142578
chr13	77748224	77750272	157.04275512695312
chr13	77752320	77754368	110.9462661743164
chr13	77754368	77756416	110.57667541503906
chr13	77801472	77803520	97.84053039550781
chr13	77807616	77809664	87.43650817871094
chr13	77842432	77844480	112.40644836425781
chr13	77901824	77903872	115.02913665771484
chr5	151814144	151816192	94.98357391357422
chr5	151818240	151820288	104.48001861572266
chr5	151900160	151902208	98.44947814941406
chr5	151902208	151904256	137.52529907226562
chr5	151912448	151914496	91.7230453491211
chr5	151918592	151920640	93.18344116210938
chr5	152029184	152031232	98.69283294677734
chr5	152037376	152039424	94.01485443115234
chr5	152061952	152064000	132.12820434570312
chr5	152137728	152139776	218.27334594726562
chr5	152139776	152141824	137.59414672851562
chr5	152141824	152143872	165.2518768310547
chr16	61079552	61081600	128.5063934326172
chr16	61100032	61102080	148.2783660888672
chr16	61108224	61110272	86.04108428955078
chr16	61124608	61126656	130.92124938964844
chr16	61126656	61128704	96.99911499023438
chr16	61196288	61198336	85.92505645751953
chr16	61202432	61204480	173.9556121826172
chr16	61288448	61290496	165.66871643066406
chr16	61300736	61302784	105.41081237792969
chr16	61353984	61356032	96.0541763305664
chr16	61378560	61380608	100.24378204345703
chr16	61419520	61421568	105.53006744384766
chr16	61468672	61470720	110.41934967041016
chr16	61470720	61472768	119.7195816040039
chr16	61509632	61511680	100.33909606933594
chr16	61583360	61585408	100.93323516845703
chr16	61609984	61612032	104.26799011230469
chr16	61687808	61689856	96.53953552246094
chr16	61696000	61698048	100.46224212646484
chr16	61714432	61716480	115.05097961425781
chr16	61716480	61718528	92.94306182861328
chr16	61736960	61739008	177.54713439941406
chr16	61753344	61755392	101.77629089355469
chr16	61779968	61782016	111.9167709350586
chr16	61788160	61790208	151.1725311279297
chr16	61794304	61796352	142.20448303222656
chr16	61800448	61802496	89.2982177734375
chr16	61812736	61814784	135.57052612304688
chr16	61814784	61816832	96.14225769042969
chr16	61831168	61833216	87.44487762451172
chr16	61859840	61861888	144.53126525878906
chr16	61863936	61865984	100.36781311035156
chr16	61865984	61868032	173.9062042236328
chr16	61906944	61908992	116.9691162109375
chr5	127444992	127447040	137.08547973632812
chr1	9195520	9197568	95.45014953613281
chr1	9371648	9373696	123.90510559082031
chr1	9388032	9390080	132.11505126953125
chr1	9398272	9400320	158.4379119873047
chr1	9412608	9414656	102.78271484375
chr1	9422848	9424896	124.56282806396484
chr1	9433088	9435136	126.30122375488281
chr1	9437184	9439232	105.77699279785156
chr1	9439232	9441280	90.23872375488281
chr1	9441280	9443328	132.86985778808594
chr1	9472000	9474048	132.08840942382812
