chrom	start	end	protein_coding_Shap
chr2	182978560	182980608	-146.33731079101562
chr2	183478272	183480320	-144.93858337402344
chr2	183488512	183490560	-154.6305389404297
chr2	183517184	183519232	-167.21023559570312
chr7	104167424	104169472	-177.93377685546875
chr1	171483136	171485184	-189.64016723632812
chr1	171485184	171487232	-288.31842041015625
chr13	95717376	95719424	-147.2036590576172
chr13	95723520	95725568	-132.54164123535156
chr10	7819264	7821312	-201.50579833984375
chr17	8187904	8189952	-135.6510467529297
chr6	24774656	24776704	-181.8185577392578
chr12	60540928	60542976	-129.67166137695312
chr12	60690432	60692480	-202.68490600585938
chr12	60696576	60698624	-133.9912872314453
chrX	145377280	145379328	-245.6862030029297
chrX	145399808	145401856	-160.1463623046875
chrX	145401856	145403904	-183.8377685546875
chrX	145403904	145405952	-287.2109069824219
chrX	145405952	145408000	-162.41128540039062
chrX	145434624	145436672	-132.56475830078125
chrX	145461248	145463296	-152.9683837890625
chrX	145469440	145471488	-140.4750518798828
chrX	145487872	145489920	-151.0280303955078
chrX	145494016	145496064	-218.481689453125
chrX	145500160	145502208	-155.24313354492188
chrX	145512448	145514496	-185.48837280273438
chrX	145514496	145516544	-139.66439819335938
chrX	145528832	145530880	-141.5945281982422
chrX	145530880	145532928	-190.702392578125
chrX	145532928	145534976	-162.18592834472656
chrX	145547264	145549312	-157.4499969482422
chrX	145549312	145551360	-172.40316772460938
chrX	145551360	145553408	-182.69052124023438
chrX	145563648	145565696	-264.44964599609375
chrX	145565696	145567744	-265.4136962890625
chrX	145567744	145569792	-185.86209106445312
chrX	145569792	145571840	-169.16021728515625
chrX	145571840	145573888	-192.6001434326172
chrX	145573888	145575936	-165.8711395263672
chrX	145575936	145577984	-135.02078247070312
chrX	145582080	145584128	-208.79415893554688
chrX	145588224	145590272	-144.52474975585938
chrX	145590272	145592320	-153.31344604492188
chrX	145596416	145598464	-173.37380981445312
chrX	145600512	145602560	-149.58734130859375
chrX	145602560	145604608	-146.27993774414062
chrX	145604608	145606656	-196.86593627929688
chrX	145606656	145608704	-181.24005126953125
chrX	145610752	145612800	-151.83877563476562
chrX	145625088	145627136	-144.08132934570312
chrX	145629184	145631232	-250.0238494873047
chrX	145633280	145635328	-132.0693817138672
chrX	145639424	145641472	-207.410888671875
chrX	145643520	145645568	-138.26333618164062
chrX	145653760	145655808	-128.65487670898438
chrX	145657856	145659904	-229.7924346923828
chrX	145668096	145670144	-139.22378540039062
chrX	145670144	145672192	-151.66539001464844
chrX	145676288	145678336	-154.67703247070312
chrX	145678336	145680384	-170.52926635742188
chrX	145694720	145696768	-215.5048065185547
chrX	145700864	145702912	-140.42129516601562
chrX	145702912	145704960	-177.08680725097656
chrX	145704960	145707008	-202.98936462402344
chrX	145709056	145711104	-150.6811981201172
chrX	145713152	145715200	-138.16592407226562
chrX	145717248	145719296	-129.02902221679688
chrX	145719296	145721344	-214.2656707763672
chrX	145721344	145723392	-168.5029296875
chrX	145735680	145737728	-132.1730499267578
chrX	145737728	145739776	-186.22032165527344
chrX	145747968	145750016	-197.8681182861328
chrX	145750016	145752064	-143.51637268066406
chrX	145754112	145756160	-184.66714477539062
chrX	145756160	145758208	-126.21429443359375
chrX	145764352	145766400	-192.197265625
chrX	145780736	145782784	-128.16014099121094
chrX	145782784	145784832	-155.7068634033203
chrX	145795072	145797120	-129.35850524902344
chrX	145797120	145799168	-133.57955932617188
chrX	145805312	145807360	-154.13047790527344
chrX	145807360	145809408	-130.63906860351562
chrX	145815552	145817600	-205.96444702148438
chrX	145817600	145819648	-253.0158233642578
chrX	145836032	145838080	-192.60488891601562
chrX	145844224	145846272	-231.90518188476562
chrX	145848320	145850368	-219.07125854492188
chrX	145852416	145854464	-258.6078186035156
chrX	145870848	145872896	-272.48931884765625
chrX	145872896	145874944	-199.1112823486328
chrX	145874944	145876992	-161.08609008789062
chrX	145879040	145881088	-255.299072265625
chrX	145883136	145885184	-239.413330078125
chrX	145885184	145887232	-149.88401794433594
chrX	145897472	145899520	-169.95391845703125
chrX	145899520	145901568	-158.17813110351562
chrX	145901568	145903616	-207.5437774658203
chrX	145905664	145907712	-191.34967041015625
chrX	145909760	145911808	-306.7239990234375
chrX	145911808	145913856	-269.2974853515625
chrX	145915904	145917952	-214.5699462890625
chrX	145917952	145920000	-175.0493927001953
chrX	145922048	145924096	-168.8017578125
chrX	145928192	145930240	-194.86416625976562
chrX	145932288	145934336	-215.6750030517578
chrX	145936384	145938432	-129.08139038085938
chrX	145938432	145940480	-132.6372528076172
chrX	145942528	145944576	-149.1226806640625
chrX	145944576	145946624	-160.2105255126953
chrX	145946624	145948672	-164.11558532714844
chrX	145954816	145956864	-174.4359130859375
chrX	145958912	145960960	-277.696044921875
chrX	145960960	145963008	-194.85995483398438
chrX	145965056	145967104	-130.4857635498047
chrX	145969152	145971200	-161.02809143066406
chrX	145971200	145973248	-236.26699829101562
chrX	145973248	145975296	-200.72805786132812
chrX	145977344	145979392	-156.8275909423828
chrX	145979392	145981440	-127.8957290649414
chrX	145981440	145983488	-201.47406005859375
chrX	145983488	145985536	-278.67230224609375
chrX	145985536	145987584	-221.23654174804688
chrX	145987584	145989632	-233.59664916992188
chrX	145989632	145991680	-154.025390625
chrX	145991680	145993728	-132.97457885742188
chrX	145993728	145995776	-167.77293395996094
chrX	145997824	145999872	-187.22796630859375
chrX	145999872	146001920	-300.0577087402344
chrX	146001920	146003968	-292.73516845703125
chrX	146006016	146008064	-239.06192016601562
chrX	146008064	146010112	-166.17721557617188
chrX	146010112	146012160	-127.84037780761719
chrX	146012160	146014208	-134.23289489746094
chrX	146026496	146028544	-148.59661865234375
chrX	146030592	146032640	-210.90567016601562
chrX	146032640	146034688	-198.93191528320312
chrX	146034688	146036736	-244.4301300048828
chrX	146040832	146042880	-162.63267517089844
chrX	146042880	146044928	-130.7464141845703
chrX	146046976	146049024	-251.0882568359375
chrX	146049024	146051072	-182.49725341796875
chrX	146051072	146053120	-165.33102416992188
chrX	146057216	146059264	-220.8607177734375
chrX	146059264	146061312	-224.6031951904297
chrX	146069504	146071552	-147.7630157470703
chrX	146071552	146073600	-142.7104949951172
chrX	146075648	146077696	-256.25628662109375
chrX	146077696	146079744	-200.85853576660156
chrX	146079744	146081792	-177.79397583007812
chrX	146081792	146083840	-227.4344940185547
chrX	146085888	146087936	-150.2648162841797
chrX	146087936	146089984	-224.034423828125
chrX	146089984	146092032	-130.90682983398438
chrX	146096128	146098176	-140.28829956054688
chrX	146098176	146100224	-170.82980346679688
chrX	146108416	146110464	-186.6261749267578
chrX	146110464	146112512	-167.72048950195312
chrX	146122752	146124800	-168.1242218017578
chrX	146124800	146126848	-187.3792724609375
chrX	146128896	146130944	-192.30747985839844
chrX	146135040	146137088	-254.28152465820312
chrX	146139136	146141184	-142.85507202148438
chrX	146147328	146149376	-156.85281372070312
chrX	146159616	146161664	-124.6766586303711
chrX	146167808	146169856	-182.69879150390625
chrX	146190336	146192384	-154.50096130371094
chrX	146194432	146196480	-260.2899475097656
chrX	146196480	146198528	-192.9990234375
chrX	146214912	146216960	-168.71270751953125
chrX	146216960	146219008	-156.07742309570312
chrX	146219008	146221056	-162.72402954101562
chrX	146221056	146223104	-174.43630981445312
chrX	146223104	146225152	-131.29388427734375
chr18	36810752	36812800	-170.95570373535156
chr13	68648960	68651008	-150.62759399414062
chr13	68712448	68714496	-143.04879760742188
chr13	88666112	88668160	-131.1103515625
chr13	88696832	88698880	-130.7729949951172
chr13	88770560	88772608	-131.18687438964844
chr13	88807424	88809472	-137.35858154296875
chr6	124477440	124479488	-139.68313598632812
chr6	124559360	124561408	-213.09152221679688
chr6	125014016	125016064	-129.6548309326172
chr6	125018112	125020160	-125.02171325683594
chr5	86779904	86781952	-171.38345336914062
chr5	87103488	87105536	-136.90036010742188
chr5	87115776	87117824	-130.7887420654297
chr5	87119872	87121920	-143.5049285888672
chr5	87138304	87140352	-154.84625244140625
chr5	87193600	87195648	-129.0806884765625
chr5	87207936	87209984	-127.62984466552734
chr5	87230464	87232512	-236.7294921875
chr11	93736960	93739008	-209.1033477783203
chr11	93739008	93741056	-382.1383972167969
chr11	93741056	93743104	-400.04571533203125
chr11	93782016	93784064	-322.1396179199219
chr11	93784064	93786112	-152.18324279785156
chr4	122796032	122798080	-208.2388153076172
chr4	122798080	122800128	-184.08554077148438
chr4	122855424	122857472	-128.23184204101562
chr22	40347648	40349696	-143.4092559814453
chr6	125407232	125409280	-127.00662994384766
chr15	92807168	92809216	-150.3248291015625
chr15	92852224	92854272	-191.01974487304688
chr15	92860416	92862464	-143.34890747070312
chr15	92878848	92880896	-216.40664672851562
chr15	92884992	92887040	-136.77426147460938
chr15	92907520	92909568	-251.00717163085938
chr15	92911616	92913664	-127.62434387207031
chr15	92919808	92921856	-206.67758178710938
chr15	92923904	92925952	-166.2374267578125
chr15	92928000	92930048	-188.11990356445312
chr15	92936192	92938240	-145.64349365234375
chr15	92938240	92940288	-134.8157501220703
chr15	92940288	92942336	-181.93125915527344
chr15	92944384	92946432	-174.51072692871094
chr15	92952576	92954624	-189.16259765625
chr15	92973056	92975104	-211.6278839111328
chr15	92979200	92981248	-170.92478942871094
chr16	84752384	84754432	-140.65084838867188
chr1	158011392	158013440	-190.5197296142578
chr1	158019584	158021632	-182.45089721679688
chr1	158042112	158044160	-196.37225341796875
chr1	158267392	158269440	-140.18276977539062
chr1	158291968	158294016	-157.5733642578125
chr1	158631936	158633984	-125.87235260009766
chr3	35231744	35233792	-135.1954803466797
chr8	133449728	133451776	-177.10696411132812
chr9	84563968	84566016	-124.8209228515625
chr9	84572160	84574208	-138.1674346923828
chr9	84576256	84578304	-147.77650451660156
chr8	35710976	35713024	-125.97420501708984
chr18	63934464	63936512	-305.14410400390625
chr18	64104448	64106496	-136.08157348632812
chr18	64143360	64145408	-135.36318969726562
chr18	64159744	64161792	-142.48033142089844
chr18	64174080	64176128	-134.3931884765625
chr18	64176128	64178176	-131.6298828125
chr18	64196608	64198656	-143.2603302001953
chr12	96335872	96337920	-168.41737365722656
chr12	96489472	96491520	-148.00759887695312
chr12	96516096	96518144	-299.46270751953125
chr12	96595968	96598016	-132.51077270507812
chr12	32483328	32485376	-128.94117736816406
chr12	32550912	32552960	-126.625732421875
chr12	32567296	32569344	-176.57919311523438
chr12	33089536	33091584	-195.88070678710938
chr12	33118208	33120256	-129.11827087402344
chr13	77000704	77002752	-244.2662811279297
chr13	77025280	77027328	-272.78472900390625
chr13	77027328	77029376	-148.36268615722656
chr13	77094912	77096960	-128.70521545410156
chr13	77131776	77133824	-153.94625854492188
chr1	42766336	42768384	-147.10658264160156
chr1	187428864	187430912	-130.90565490722656
chr8	81719296	81721344	-174.53045654296875
chrX	69453824	69455872	-133.5684814453125
chrX	69459968	69462016	-129.63748168945312
chrX	69470208	69472256	-138.7045440673828
chrX	69482496	69484544	-128.04312133789062
chrX	69486592	69488640	-142.43234252929688
chrX	69521408	69523456	-137.4263458251953
chrX	69527552	69529600	-144.17971801757812
chrX	69529600	69531648	-131.6170196533203
chrX	69548032	69550080	-178.06724548339844
chrX	69556224	69558272	-173.76406860351562
chrX	69558272	69560320	-169.21432495117188
chrX	69568512	69570560	-140.0709991455078
chrX	69572608	69574656	-140.77525329589844
chrX	69586944	69588992	-156.86593627929688
chrX	69597184	69599232	-126.1068344116211
chrX	69599232	69601280	-133.72581481933594
chrX	69609472	69611520	-150.85214233398438
chrX	69619712	69621760	-153.98497009277344
chrX	69621760	69623808	-261.1111145019531
chrX	69632000	69634048	-150.64279174804688
chrX	69636096	69638144	-238.9833984375
chrX	69638144	69640192	-246.790283203125
chrX	69648384	69650432	-154.08230590820312
chrX	69650432	69652480	-153.20230102539062
chrX	69652480	69654528	-161.12913513183594
chrX	69687296	69689344	-238.65707397460938
chrX	69693440	69695488	-195.2953643798828
chrX	69699584	69701632	-239.3263397216797
chrX	69705728	69707776	-243.58633422851562
chr13	56125440	56127488	-160.49595642089844
chr13	56135680	56137728	-126.1260986328125
chr13	56176640	56178688	-131.34426879882812
chr13	56268800	56270848	-153.4025115966797
chr13	56432640	56434688	-147.52731323242188
chr6	134170624	134172672	-136.0828399658203
chr2	31700992	31703040	-140.6654052734375
chr7	138985472	138987520	-170.7718048095703
chr6	164237312	164239360	-156.42274475097656
chr6	164481024	164483072	-126.787353515625
chr3	98150400	98152448	-172.38119506835938
chr3	98168832	98170880	-173.29043579101562
chr3	98179072	98181120	-167.75424194335938
chr3	98181120	98183168	-139.6119842529297
chr3	98183168	98185216	-190.0182342529297
chr3	98185216	98187264	-144.6188507080078
chr3	98187264	98189312	-142.80661010742188
chr3	98203648	98205696	-149.48602294921875
chr3	98222080	98224128	-184.92910766601562
chr3	98377728	98379776	-125.33186340332031
chr3	98590720	98592768	-188.3199005126953
chr3	98844672	98846720	-146.17681884765625
chr3	98854912	98856960	-125.37712097167969
chr3	98883584	98885632	-148.44039916992188
chr3	98887680	98889728	-199.0540313720703
chr3	98893824	98895872	-141.7910919189453
chr3	98918400	98920448	-185.962890625
chr3	98920448	98922496	-144.44154357910156
chr3	98945024	98947072	-204.11209106445312
chr3	98951168	98953216	-129.5192413330078
chr3	98953216	98955264	-137.46278381347656
chr3	98959360	98961408	-147.85626220703125
chr8	13656064	13658112	-229.86264038085938
chr8	13660160	13662208	-147.70498657226562
chr8	13805568	13807616	-134.91932678222656
chr8	13864960	13867008	-134.44287109375
chr15	90902528	90904576	-209.29244995117188
chr15	90904576	90906624	-148.65586853027344
chr15	90931200	90933248	-215.5450439453125
chr15	90933248	90935296	-243.0946807861328
chr15	90953728	90955776	-207.02517700195312
chr15	90955776	90957824	-215.40567016601562
chr15	90957824	90959872	-182.9359130859375
chr15	90959872	90961920	-136.9599151611328
chr7	156264448	156266496	-132.22628784179688
chr7	156344320	156346368	-148.65383911132812
chr3	182419456	182421504	-140.978271484375
chr3	182579200	182581248	-156.787109375
chr3	182794240	182796288	-303.06634521484375
chr3	182814720	182816768	-160.6287841796875
chr3	182853632	182855680	-146.0003204345703
chr3	182915072	182917120	-162.9970703125
chr3	182935552	182937600	-127.30330657958984
chr14	34232320	34234368	-152.94345092773438
chr14	34273280	34275328	-128.91085815429688
chr14	34459648	34461696	-127.5795669555664
chr14	34535424	34537472	-201.87347412109375
chr14	34537472	34539520	-214.05545043945312
chr14	34547712	34549760	-134.1898651123047
chr14	34553856	34555904	-134.02870178222656
chr14	34650112	34652160	-141.04603576660156
chr14	34699264	34701312	-132.15097045898438
chr14	34709504	34711552	-165.89120483398438
chr14	34715648	34717696	-126.67475891113281
chr14	34748416	34750464	-171.46359252929688
chr19	16470016	16472064	-135.98507690429688
chr19	16541696	16543744	-173.16725158691406
chr8	88502272	88504320	-144.49510192871094
chr8	53903360	53905408	-130.34193420410156
chr8	53905408	53907456	-124.85700988769531
chr8	53944320	53946368	-147.79525756835938
chr8	53962752	53964800	-155.32943725585938
chr8	54032384	54034432	-125.70570373535156
chr8	54034432	54036480	-130.80044555664062
chr10	100263936	100265984	-134.18939208984375
chr5	150450176	150452224	-236.2837677001953
chr5	150558720	150560768	-168.28948974609375
chr22	31399936	31401984	-148.79188537597656
chr22	31451136	31453184	-141.4661102294922
chr22	31490048	31492096	-212.4158477783203
chr11	27496448	27498496	-153.9836883544922
chr8	105654272	105656320	-129.92941284179688
chr8	105728000	105730048	-126.89976501464844
chr8	106057728	106059776	-134.40065002441406
chr8	106059776	106061824	-136.97012329101562
chr4	174219264	174221312	-196.93325805664062
chr4	174280704	174282752	-183.203125
chr4	174282752	174284800	-223.66943359375
chr4	174284800	174286848	-183.8509521484375
chr4	174510080	174512128	-166.72940063476562
chr4	174770176	174772224	-127.6590576171875
chr1	38871040	38873088	-164.578369140625
chr1	39110656	39112704	-137.39537048339844
chr1	39157760	39159808	-154.55174255371094
chr1	39237632	39239680	-139.73989868164062
chr2	27086848	27088896	-146.56495666503906
chr2	27355136	27357184	-237.2802734375
chr2	27357184	27359232	-158.47454833984375
chr19	15316992	15319040	-144.0775146484375
chr19	15337472	15339520	-140.44915771484375
chr19	15357952	15360000	-180.39511108398438
chr19	15415296	15417344	-162.2272186279297
chr19	15591424	15593472	-128.80331420898438
chr19	15697920	15699968	-181.5550994873047
chr19	15706112	15708160	-148.15432739257812
chr19	15710208	15712256	-153.88719177246094
chr19	15712256	15714304	-130.14080810546875
chr19	15742976	15745024	-143.76611328125
chr19	15745024	15747072	-142.10186767578125
chr19	15757312	15759360	-153.23422241210938
chr19	15919104	15921152	-151.3026123046875
chr18	68732928	68734976	-241.26071166992188
chr18	68941824	68943872	-138.21865844726562
chr18	68952064	68954112	-145.0052490234375
chr2	53784576	53786624	-165.79164123535156
chr2	53786624	53788672	-295.40997314453125
chr2	53968896	53970944	-169.74359130859375
chr11	100847616	100849664	-156.50277709960938
chr11	119105536	119107584	-140.5904083251953
chr11	119336960	119339008	-140.57022094726562
chr11	40294400	40296448	-160.25990295410156
chr4	61057024	61059072	-136.61097717285156
chr7	139337728	139339776	-196.26104736328125
chr7	139339776	139341824	-160.5159912109375
chr14	57243648	57245696	-150.36483764648438
chr14	57389056	57391104	-162.46009826660156
chr3	102414336	102416384	-128.90310668945312
chr2	189409280	189411328	-216.49099731445312
chr2	189440000	189442048	-262.412353515625
chr2	189442048	189444096	-153.6997833251953
chr2	189579264	189581312	-174.48367309570312
chr2	189659136	189661184	-211.32217407226562
chr2	189661184	189663232	-153.0507354736328
chr5	53092352	53094400	-163.84500122070312
chr8	91973632	91975680	-131.74307250976562
chr3	122415104	122417152	-417.73712158203125
chr12	111456256	111458304	-160.0334930419922
chr12	111458304	111460352	-153.1587371826172
chr12	111470592	111472640	-128.07345581054688
chr12	111478784	111480832	-134.65475463867188
chr12	111486976	111489024	-148.71604919433594
chr12	111491072	111493120	-162.3865966796875
chr12	111501312	111503360	-134.9286651611328
chr2	27662336	27664384	-196.41111755371094
chr2	27682816	27684864	-221.6259307861328
chr19	19488768	19490816	-160.85330200195312
chr19	19511296	19513344	-126.69209289550781
chr7	18352128	18354176	-136.89999389648438
chr7	18454528	18456576	-141.4938201904297
chr17	58515456	58517504	-181.19320678710938
chr17	58517504	58519552	-177.81297302246094
chrX	117538816	117540864	-157.91575622558594
chrX	117544960	117547008	-237.69363403320312
chrX	117551104	117553152	-147.39825439453125
chrX	117567488	117569536	-254.7160186767578
chrX	117571584	117573632	-133.89332580566406
chrX	117573632	117575680	-292.1330261230469
chrX	117596160	117598208	-182.7509002685547
chrX	117608448	117610496	-221.88729858398438
chrX	117614592	117616640	-177.37135314941406
chrX	117620736	117622784	-132.67294311523438
chrX	117628928	117630976	-212.5172882080078
chrX	117630976	117633024	-213.52011108398438
chrX	117633024	117635072	-198.35842895507812
chrX	117635072	117637120	-259.59222412109375
chrX	117641216	117643264	-149.977294921875
chrX	117645312	117647360	-193.67306518554688
chrX	117649408	117651456	-165.34732055664062
chrX	117651456	117653504	-228.2862548828125
chrX	117655552	117657600	-154.21951293945312
chrX	117657600	117659648	-150.06796264648438
chrX	117659648	117661696	-216.69711303710938
chrX	117661696	117663744	-220.29458618164062
chrX	117663744	117665792	-163.59613037109375
chrX	117665792	117667840	-143.69406127929688
chrX	117669888	117671936	-175.8313751220703
chrX	117678080	117680128	-210.2989501953125
chrX	117680128	117682176	-192.56910705566406
chrX	117684224	117686272	-194.97293090820312
chrX	117688320	117690368	-161.41464233398438
chrX	117692416	117694464	-172.8873291015625
chrX	117698560	117700608	-131.90786743164062
chrX	117700608	117702656	-205.5567169189453
chrX	117702656	117704704	-191.72439575195312
chrX	117704704	117706752	-252.6510467529297
chrX	117706752	117708800	-138.16885375976562
chrX	117708800	117710848	-265.7376403808594
chrX	117712896	117714944	-136.9412384033203
chrX	117716992	117719040	-143.2786407470703
chrX	117721088	117723136	-220.466064453125
chrX	117727232	117729280	-130.17239379882812
chrX	117735424	117737472	-226.5756072998047
chrX	117745664	117747712	-202.1826934814453
chrX	117747712	117749760	-150.42959594726562
chrX	117749760	117751808	-185.95993041992188
chrX	117755904	117757952	-185.68223571777344
chrX	117772288	117774336	-142.15872192382812
chrX	117774336	117776384	-217.80703735351562
chrX	117782528	117784576	-232.34292602539062
chrX	117784576	117786624	-262.88641357421875
chrX	117786624	117788672	-227.0503387451172
chrX	117792768	117794816	-202.30661010742188
chrX	117796864	117798912	-174.7948760986328
chrX	117798912	117800960	-221.51565551757812
chrX	117811200	117813248	-205.49789428710938
chrX	117813248	117815296	-194.5207061767578
chrX	117815296	117817344	-209.3284454345703
chrX	117817344	117819392	-225.7962188720703
chrX	117819392	117821440	-287.1915588378906
chrX	117821440	117823488	-189.337158203125
chrX	117825536	117827584	-193.371826171875
chrX	117833728	117835776	-148.05506896972656
chrX	117837824	117839872	-148.76870727539062
chrX	117839872	117841920	-202.96823120117188
chrX	117843968	117846016	-164.1762237548828
chrX	117846016	117848064	-156.2462921142578
chrX	117854208	117856256	-258.6796569824219
chrX	117856256	117858304	-182.66641235351562
chrX	117862400	117864448	-140.0648651123047
chrX	117866496	117868544	-200.34786987304688
chrX	117868544	117870592	-151.21505737304688
chrX	117880832	117882880	-159.28945922851562
chrX	117886976	117889024	-186.59429931640625
chrX	117893120	117895168	-225.73336791992188
chrX	117899264	117901312	-165.9962921142578
chrX	117901312	117903360	-180.99110412597656
chrX	117905408	117907456	-213.1289520263672
chrX	117909504	117911552	-141.41653442382812
chrX	117913600	117915648	-244.0353240966797
chrX	117915648	117917696	-215.69241333007812
chrX	117921792	117923840	-165.82382202148438
chrX	117923840	117925888	-147.4385528564453
chrX	117927936	117929984	-191.78433227539062
chrX	117934080	117936128	-190.35826110839844
chrX	117946368	117948416	-181.44940185546875
chrX	117948416	117950464	-188.06533813476562
chrX	117952512	117954560	-243.15737915039062
chrX	117962752	117964800	-214.0354461669922
chrX	117964800	117966848	-199.3717498779297
chrX	117966848	117968896	-144.10879516601562
chrX	117968896	117970944	-198.43829345703125
chrX	117989376	117991424	-170.3800506591797
chrX	117993472	117995520	-133.54000854492188
chr4	67186688	67188736	-132.49105834960938
chr4	67698688	67700736	-145.66888427734375
chr7	146350080	146352128	-125.79606628417969
chr1	94332928	94334976	-144.0918426513672
chr1	94334976	94337024	-160.76113891601562
chrX	14073856	14075904	-142.18820190429688
chrX	14123008	14125056	-155.50009155273438
chrX	14127104	14129152	-166.1193084716797
chrX	14153728	14155776	-157.05555725097656
chrX	14155776	14157824	-227.7994842529297
chrX	14157824	14159872	-125.18011474609375
chrX	14170112	14172160	-171.08123779296875
chrX	14178304	14180352	-265.09112548828125
chrX	14180352	14182400	-164.01724243164062
chrX	14184448	14186496	-140.0658721923828
chrX	14186496	14188544	-242.60537719726562
chrX	14196736	14198784	-156.79917907714844
chrX	14209024	14211072	-176.6980438232422
chrX	14219264	14221312	-200.63182067871094
chrX	14221312	14223360	-190.07492065429688
chrX	14223360	14225408	-145.0185089111328
chrX	14280704	14282752	-215.60000610351562
chr2	190892032	190894080	-126.302490234375
chr2	190945280	190947328	-139.00914001464844
chr2	190947328	190949376	-284.27752685546875
chr2	191019008	191021056	-171.0364990234375
chr6	11495424	11497472	-209.50723266601562
chrX	74659840	74661888	-188.3237762451172
chrX	74670080	74672128	-164.38230895996094
chrX	74672128	74674176	-151.26634216308594
chrX	74676224	74678272	-154.8098907470703
chrX	74678272	74680320	-146.52183532714844
chrX	74680320	74682368	-177.50299072265625
chrX	74684416	74686464	-163.67901611328125
chrX	74700800	74702848	-170.70401000976562
chrX	74704896	74706944	-212.2771759033203
chrX	74706944	74708992	-221.39523315429688
chrX	74708992	74711040	-187.67294311523438
chrX	74711040	74713088	-148.98757934570312
chrX	74715136	74717184	-159.85794067382812
chrX	74717184	74719232	-225.1145782470703
chrX	74719232	74721280	-188.03509521484375
chrX	74721280	74723328	-255.18380737304688
chrX	74723328	74725376	-220.8152618408203
chrX	74725376	74727424	-167.9918670654297
chrX	74729472	74731520	-433.37896728515625
chrX	74731520	74733568	-247.67153930664062
chrX	74733568	74735616	-267.20819091796875
chrX	74735616	74737664	-140.86497497558594
chrX	74739712	74741760	-230.04531860351562
chrX	74741760	74743808	-140.15948486328125
chrX	74745856	74747904	-334.0750732421875
chrX	74747904	74749952	-166.82504272460938
chrX	74749952	74752000	-180.72250366210938
chrX	74752000	74754048	-147.07594299316406
chrX	74754048	74756096	-256.0443420410156
chrX	74756096	74758144	-281.4913635253906
chrX	74758144	74760192	-224.5385284423828
chrX	74762240	74764288	-133.1165771484375
chrX	74764288	74766336	-165.26931762695312
chrX	74774528	74776576	-191.57247924804688
chrX	74776576	74778624	-174.98989868164062
chrX	74784768	74786816	-141.1919708251953
chrX	74786816	74788864	-170.20333862304688
chrX	74788864	74790912	-155.66494750976562
chrX	74792960	74795008	-214.29763793945312
chrX	74803200	74805248	-180.76791381835938
chrX	74813440	74815488	-198.96713256835938
chrX	74815488	74817536	-227.0160675048828
chrX	74817536	74819584	-240.9655303955078
chrX	74819584	74821632	-309.3857727050781
chrX	74821632	74823680	-260.2192687988281
chrX	74823680	74825728	-201.58367919921875
chrX	74827776	74829824	-174.90438842773438
chrX	74829824	74831872	-141.53448486328125
chrX	74831872	74833920	-166.41354370117188
chrX	74838016	74840064	-190.00868225097656
chrX	74840064	74842112	-146.08322143554688
chrX	74844160	74846208	-153.06700134277344
chrX	74846208	74848256	-138.64144897460938
chrX	74848256	74850304	-246.79879760742188
chrX	74852352	74854400	-159.2153778076172
chrX	74854400	74856448	-288.73150634765625
chrX	74858496	74860544	-146.73312377929688
chrX	74864640	74866688	-187.9311065673828
chrX	74868736	74870784	-128.21649169921875
chrX	74870784	74872832	-132.45022583007812
chrX	74872832	74874880	-210.10604858398438
chrX	74876928	74878976	-207.5683135986328
chrX	74878976	74881024	-168.60147094726562
chrX	74881024	74883072	-186.7397918701172
chrX	74883072	74885120	-198.81919860839844
chrX	74887168	74889216	-167.26596069335938
chrX	74889216	74891264	-241.74942016601562
chrX	74891264	74893312	-255.5928192138672
chrX	74893312	74895360	-237.2865753173828
chrX	74895360	74897408	-208.3629608154297
chrX	74899456	74901504	-259.3062438964844
chrX	74903552	74905600	-235.0597686767578
chrX	74909696	74911744	-198.14588928222656
chrX	74911744	74913792	-178.92178344726562
chrX	74913792	74915840	-289.3198547363281
chrX	74919936	74921984	-159.01585388183594
chrX	74921984	74924032	-208.40994262695312
chrX	74924032	74926080	-263.05792236328125
chrX	74928128	74930176	-153.83023071289062
chrX	74954752	74956800	-142.55691528320312
chrX	74962944	74964992	-161.05821228027344
chrX	74977280	74979328	-164.8076171875
chr1	88850432	88852480	-140.90478515625
chr1	17530880	17532928	-139.0231170654297
chr1	17567744	17569792	-169.84713745117188
chr1	17582080	17584128	-134.30154418945312
chr1	17584128	17586176	-135.7720489501953
chr1	17586176	17588224	-150.6244659423828
chr8	23455744	23457792	-148.00723266601562
chrX	75636736	75638784	-142.47410583496094
chrX	75644928	75646976	-131.36563110351562
chrX	75671552	75673600	-178.0174102783203
chrX	75673600	75675648	-244.2105255126953
chrX	75679744	75681792	-171.2282257080078
chrX	75681792	75683840	-148.82058715820312
chrX	75714560	75716608	-252.21533203125
chrX	75716608	75718656	-147.1432342529297
chrX	75737088	75739136	-145.24749755859375
chrX	75741184	75743232	-136.128173828125
chrX	75745280	75747328	-223.6127166748047
chrX	75753472	75755520	-180.71511840820312
chrX	75755520	75757568	-322.0807189941406
chrX	75780096	75782144	-184.54278564453125
chrX	75802624	75804672	-230.7416229248047
chrX	75804672	75806720	-275.70928955078125
chrX	75806720	75808768	-153.10714721679688
chrX	75808768	75810816	-251.22933959960938
chrX	75814912	75816960	-219.5697479248047
chrX	75819008	75821056	-259.85711669921875
chrX	75821056	75823104	-274.5595397949219
chrX	75823104	75825152	-204.55462646484375
chrX	75827200	75829248	-146.3980255126953
