chrom	start	end	other_smallRNA_Shap
chr19	55255040	55257088	-15.358011245727539
chr19	55275520	55277568	-10.166125297546387
chr19	55320576	55322624	-14.142321586608887
chr19	55365632	55367680	-9.32874584197998
chr19	55371776	55373824	-8.961371421813965
chr19	55398400	55400448	-12.625436782836914
chr19	55400448	55402496	-8.852582931518555
chr19	55404544	55406592	-14.442594528198242
chr19	55408640	55410688	-13.2753267288208
chr19	55410688	55412736	-11.11555290222168
chr19	55461888	55463936	-9.150005340576172
chr19	55476224	55478272	-11.238759994506836
chr11	129757184	129759232	-10.783310890197754
chr11	129894400	129896448	-20.175350189208984
chr11	129959936	129961984	-19.56605339050293
chr11	129968128	129970176	-15.662961959838867
chr11	129990656	129992704	-17.740686416625977
chr11	130013184	130015232	-13.273280143737793
chr11	130050048	130052096	-28.99822998046875
chr11	130062336	130064384	-8.893898010253906
chr11	130291712	130293760	-10.505075454711914
chr1	63543296	63545344	-9.15440559387207
chr1	63711232	63713280	-19.20339584350586
chr1	63731712	63733760	-26.92167091369629
chr1	63758336	63760384	-15.559123039245605
chr1	63760384	63762432	-22.529993057250977
chr1	63762432	63764480	-30.114532470703125
chr1	63795200	63797248	-12.335381507873535
chr1	63797248	63799296	-16.1817626953125
chr1	63801344	63803392	-10.372457504272461
chr1	63834112	63836160	-14.386384963989258
chr1	63838208	63840256	-11.00570011138916
chr1	63850496	63852544	-16.215160369873047
chr1	63973376	63975424	-10.890247344970703
chr1	63975424	63977472	-8.931436538696289
chr1	63983616	63985664	-10.671916007995605
chr5	68278272	68280320	-17.072174072265625
chr5	68425728	68427776	-18.217172622680664
chr4	37634048	37636096	-10.837002754211426
chr2	190607360	190609408	-9.084002494812012
chr2	190695424	190697472	-8.782235145568848
chr2	190707712	190709760	-9.460079193115234
chr2	190814208	190816256	-8.871551513671875
chr2	190838784	190840832	-9.797174453735352
chr5	91072512	91074560	-9.751097679138184
chr5	91142144	91144192	-12.148031234741211
chr7	29937664	29939712	-10.209304809570312
chr7	29947904	29949952	-10.061092376708984
chr7	29960192	29962240	-11.491326332092285
chr7	29976576	29978624	-23.269107818603516
chr9	121528320	121530368	-13.033940315246582
chr9	121849856	121851904	-16.44320297241211
chr9	122220544	122222592	-11.646588325500488
chr9	122279936	122281984	-14.974957466125488
chr9	122288128	122290176	-12.362029075622559
chr9	122306560	122308608	-12.463081359863281
chr9	122363904	122365952	-9.650351524353027
chr9	122402816	122404864	-8.76557445526123
chr2	137938944	137940992	-9.376052856445312
chr2	138301440	138303488	-10.822962760925293
chr10	6129664	6131712	-9.061638832092285
chr10	6158336	6160384	-11.721696853637695
chr10	6180864	6182912	-13.332109451293945
chr10	6184960	6187008	-10.544624328613281
chr10	6234112	6236160	-10.863784790039062
chr10	6252544	6254592	-14.656806945800781
chr10	6275072	6277120	-14.302050590515137
chr10	6281216	6283264	-11.780824661254883
chr10	6311936	6313984	-15.740872383117676
chr10	6408192	6410240	-13.564435005187988
chr10	6572032	6574080	-9.66491985321045
chr13	97220608	97222656	-15.88359546661377
chr13	97226752	97228800	-13.192028999328613
chr13	97255424	97257472	-9.971114158630371
chr13	97306624	97308672	-9.087881088256836
chr13	97316864	97318912	-13.792019844055176
chr13	97320960	97323008	-12.243938446044922
chr2	62414848	62416896	-9.625594139099121
chr2	62611456	62613504	-13.549906730651855
chr2	62693376	62695424	-10.788456916809082
chr3	31234048	31236096	-17.202497482299805
chr3	31240192	31242240	-16.45667266845703
chr3	31526912	31528960	-9.382548332214355
chr3	31531008	31533056	-18.619800567626953
chr16	10084352	10086400	-8.821209907531738
chr16	10743808	10745856	-12.658230781555176
chr16	10842112	10844160	-11.549159049987793
chr16	11003904	11005952	-9.872598648071289
chr16	11014144	11016192	-12.566529273986816
chr16	11028480	11030528	-19.10671043395996
chr2	23429120	23431168	-9.861478805541992
chr2	23474176	23476224	-11.495244026184082
chr2	23478272	23480320	-10.215309143066406
chr2	23480320	23482368	-10.434427261352539
chr2	23490560	23492608	-9.820512771606445
chr2	23582720	23584768	-10.867349624633789
chr6	20373504	20375552	-14.032354354858398
chr6	20471808	20473856	-10.695052146911621
chr1	50567168	50569216	-13.384529113769531
chr1	50599936	50601984	-17.793214797973633
chr1	50632704	50634752	-12.982919692993164
chr1	50636800	50638848	-9.336869239807129
chr2	189298688	189300736	-9.277582168579102
chr2	207257600	207259648	-20.06344223022461
chr12	108531712	108533760	-12.979876518249512
chr12	108548096	108550144	-15.228630065917969
chr12	108599296	108601344	-20.395671844482422
chr12	108603392	108605440	-14.849311828613281
chr12	108619776	108621824	-14.996477127075195
chr12	108638208	108640256	-19.901018142700195
chr12	108652544	108654592	-9.028146743774414
chr12	108662784	108664832	-9.118915557861328
chr12	108664832	108666880	-16.231843948364258
chr12	108679168	108681216	-22.682743072509766
chr12	108683264	108685312	-19.623233795166016
chr12	108685312	108687360	-24.088287353515625
chr12	108687360	108689408	-20.352317810058594
chr12	108693504	108695552	-17.74942398071289
chr12	108697600	108699648	-20.39786720275879
chr12	108701696	108703744	-23.380483627319336
chr12	108716032	108718080	-24.675701141357422
chr12	108720128	108722176	-10.095904350280762
chr12	108722176	108724224	-15.700876235961914
chr12	108730368	108732416	-10.07967758178711
chr12	108734464	108736512	-15.631895065307617
chr12	108773376	108775424	-20.514118194580078
chr12	108787712	108789760	-13.686079025268555
chr12	108802048	108804096	-11.446259498596191
chr12	108816384	108818432	-26.851511001586914
chr12	108822528	108824576	-15.617776870727539
chr2	105328640	105330688	-12.41243839263916
chr2	105390080	105392128	-23.37625503540039
chr2	105394176	105396224	-12.21819019317627
chr2	105400320	105402368	-12.694527626037598
chr2	105402368	105404416	-9.992491722106934
chr2	105410560	105412608	-26.449054718017578
chr2	105412608	105414656	-13.062993049621582
chr2	105414656	105416704	-14.1450834274292
chr2	105426944	105428992	-12.994471549987793
chr2	105431040	105433088	-16.116308212280273
chr2	105433088	105435136	-21.275495529174805
chr2	105455616	105457664	-24.482736587524414
chr2	105457664	105459712	-10.70042896270752
chr2	105472000	105474048	-21.041467666625977
chr2	105932800	105934848	-8.857442855834961
chr2	42127360	42129408	-16.007122039794922
chr2	42160128	42162176	-15.425074577331543
chr2	42162176	42164224	-17.3151798248291
chr2	42194944	42196992	-9.554586410522461
chr2	42231808	42233856	-16.232589721679688
chr2	82735104	82737152	-12.091015815734863
chr2	83202048	83204096	-11.154318809509277
chr8	79329280	79331328	-9.670308113098145
chr8	79339520	79341568	-16.160274505615234
chr8	79407104	79409152	-11.532855033874512
chr8	79411200	79413248	-10.815722465515137
chr8	79433728	79435776	-11.21109390258789
chr13	21157888	21159936	-9.629371643066406
chr13	21370880	21372928	-9.410978317260742
chr13	21671936	21673984	-9.824386596679688
chr14	89534464	89536512	-9.372347831726074
chr14	89542656	89544704	-10.201192855834961
chr14	89630720	89632768	-8.760123252868652
chr14	89640960	89643008	-11.375252723693848
chr14	89659392	89661440	-10.928777694702148
chr14	89671680	89673728	-10.054726600646973
chr14	89673728	89675776	-10.129765510559082
chr14	89817088	89819136	-10.096994400024414
chr14	89954304	89956352	-16.09026336669922
chr11	126210048	126212096	-10.721258163452148
chr11	126353408	126355456	-9.572161674499512
chr11	126365696	126367744	-10.530088424682617
chr11	126369792	126371840	-11.53430461883545
chr5	163459072	163461120	-12.409158706665039
chr2	209530880	209532928	-14.489507675170898
chr1	240140288	240142336	-13.614845275878906
chr1	240267264	240269312	-14.37781810760498
chr1	240369664	240371712	-18.534299850463867
chr1	240629760	240631808	-10.525579452514648
chr18	38758400	38760448	-8.854044914245605
chr1	173142016	173144064	-8.858128547668457
chr3	67254272	67256320	-11.095050811767578
chr3	67403776	67405824	-10.64288330078125
chr3	67500032	67502080	-15.698471069335938
chr7	154896384	154898432	-10.18211841583252
chr4	121741312	121743360	-12.328115463256836
chr4	121757696	121759744	-10.205018997192383
chr1	27154432	27156480	-9.274104118347168
chr1	27443200	27445248	-13.650688171386719
chr4	89790464	89792512	-8.870779991149902
chr4	19546112	19548160	-8.83522891998291
chr4	19556352	19558400	-10.091409683227539
chr4	19574784	19576832	-8.822942733764648
chr2	61288448	61290496	-17.815271377563477
chr2	61290496	61292544	-11.85615348815918
chr2	61341696	61343744	-10.681676864624023
chr2	61396992	61399040	-10.260286331176758
chr2	61415424	61417472	-10.720824241638184
chr2	61417472	61419520	-14.423334121704102
chr4	126767104	126769152	-10.78641414642334
chr4	126853120	126855168	-9.196748733520508
chr4	126883840	126885888	-16.372421264648438
chr4	126916608	126918656	-11.076611518859863
chr10	10684416	10686464	-9.849791526794434
chr10	10844160	10846208	-9.223264694213867
chr10	10860544	10862592	-10.093522071838379
chr10	10864640	10866688	-12.721936225891113
chr8	86364160	86366208	-10.677568435668945
chr12	98506752	98508800	-8.949740409851074
chr12	98551808	98553856	-12.695199966430664
chr12	98594816	98596864	-8.928922653198242
chr12	98605056	98607104	-8.742716789245605
chr12	98607104	98609152	-11.203886032104492
chr12	98613248	98615296	-11.687268257141113
chr12	98629632	98631680	-23.28716468811035
chr12	98709504	98711552	-10.224136352539062
chr12	98727936	98729984	-13.451492309570312
chr3	37939200	37941248	-15.747952461242676
chr3	37996544	37998592	-9.353278160095215
chr3	38027264	38029312	-11.764636039733887
chr3	38195200	38197248	-19.828563690185547
chr3	38197248	38199296	-11.702837944030762
chr3	38205440	38207488	-12.426088333129883
chr3	38209536	38211584	-10.291627883911133
chr3	38211584	38213632	-21.718841552734375
chr3	38240256	38242304	-12.060945510864258
chr4	175417344	175419392	-8.860321044921875
chr4	176164864	176166912	-17.555587768554688
chr4	176211968	176214016	-9.224116325378418
chr4	176230400	176232448	-9.726784706115723
chr4	176236544	176238592	-13.15599536895752
chr4	176261120	176263168	-29.205678939819336
chr4	176273408	176275456	-14.102030754089355
chr4	176285696	176287744	-14.334569931030273
chr1	238944256	238946304	-14.753440856933594
chr1	238954496	238956544	-12.015881538391113
chr1	238958592	238960640	-14.074056625366211
chr8	47282176	47284224	-11.226816177368164
chr10	78270464	78272512	-9.738161087036133
chr10	78729216	78731264	-9.241854667663574
chr10	78737408	78739456	-10.454754829406738
chr10	78927872	78929920	-9.858981132507324
chr10	78964736	78966784	-9.510465621948242
chr10	79011840	79013888	-10.196680068969727
chr10	79015936	79017984	-10.249614715576172
chr10	79017984	79020032	-15.120782852172852
chr10	79079424	79081472	-13.814474105834961
chr10	79085568	79087616	-9.023757934570312
chr10	79110144	79112192	-13.3264799118042
chr10	79126528	79128576	-9.878318786621094
chr11	118714368	118716416	-10.521774291992188
chr11	118745088	118747136	-12.80388355255127
chr11	118755328	118757376	-8.737103462219238
chr11	118761472	118763520	-11.605987548828125
chr11	118765568	118767616	-9.065852165222168
chr11	118767616	118769664	-12.642838478088379
chr11	118771712	118773760	-12.609346389770508
chr4	80007168	80009216	-10.319682121276855
chr4	80013312	80015360	-12.933374404907227
chr4	80017408	80019456	-13.498414993286133
chr4	80023552	80025600	-12.819137573242188
chr4	80029696	80031744	-10.800464630126953
chr4	80035840	80037888	-17.43494415283203
chr4	80044032	80046080	-17.523954391479492
chr4	80054272	80056320	-16.468341827392578
chr4	80056320	80058368	-9.81443977355957
chr4	80062464	80064512	-17.48876190185547
chr4	80087040	80089088	-21.92970085144043
chr4	80097280	80099328	-12.00028133392334
chr4	80105472	80107520	-8.79844856262207
chr4	80111616	80113664	-9.500536918640137
chr4	80119808	80121856	-11.868013381958008
chr4	80130048	80132096	-24.734962463378906
chr4	80138240	80140288	-13.042173385620117
chr4	80140288	80142336	-10.609071731567383
chr4	80142336	80144384	-11.495747566223145
chr4	80164864	80166912	-11.366923332214355
chr4	80171008	80173056	-28.06110191345215
chr14	84312064	84314112	-11.160833358764648
chr4	76654592	76656640	-14.126813888549805
chr4	76675072	76677120	-19.312854766845703
chr4	76693504	76695552	-11.129422187805176
chr4	76699648	76701696	-20.179174423217773
chr4	76709888	76711936	-17.99557113647461
chr4	76711936	76713984	-16.590579986572266
chr4	76716032	76718080	-15.20585823059082
chr4	76718080	76720128	-25.86895179748535
chr4	76724224	76726272	-15.689852714538574
chr4	76728320	76730368	-17.777250289916992
chr4	76732416	76734464	-8.935303688049316
chr4	76759040	76761088	-11.899755477905273
chr4	76769280	76771328	-12.360044479370117
chr4	76783616	76785664	-14.092412948608398
chr4	76793856	76795904	-13.230969429016113
chr4	76797952	76800000	-13.91340446472168
chr4	76802048	76804096	-12.446288108825684
chr4	76806144	76808192	-10.117005348205566
chr4	76812288	76814336	-15.09473705291748
chr4	76832768	76834816	-8.809377670288086
chr4	76834816	76836864	-10.186199188232422
chr4	76845056	76847104	-19.132877349853516
chr4	76851200	76853248	-10.89721393585205
chr4	76853248	76855296	-11.953252792358398
chr4	76886016	76888064	-17.061649322509766
chr4	76892160	76894208	-13.099088668823242
chr4	76904448	76906496	-9.026132583618164
chr4	76959744	76961792	-14.367227554321289
chr4	76965888	76967936	-24.47299575805664
chr4	76998656	77000704	-10.195549964904785
chr4	77006848	77008896	-9.381561279296875
chr4	77010944	77012992	-13.828704833984375
chr7	157077504	157079552	-9.006607055664062
chr7	157206528	157208576	-8.904909133911133
chr4	103194624	103196672	-11.624378204345703
chr4	103196672	103198720	-18.532543182373047
chr4	103200768	103202816	-12.38339900970459
chr1	163760128	163762176	-9.503390312194824
chr1	163768320	163770368	-10.204964637756348
chr18	76353536	76355584	-9.729047775268555
chr18	76388352	76390400	-11.205145835876465
chr18	76390400	76392448	-11.704834938049316
chr18	76441600	76443648	-12.578688621520996
chr18	76449792	76451840	-9.22397232055664
chr18	76460032	76462080	-11.885612487792969
chr18	76468224	76470272	-17.305906295776367
chr18	76474368	76476416	-16.34804916381836
chr18	76476416	76478464	-25.014211654663086
chr18	76517376	76519424	-14.36503791809082
chr18	76519424	76521472	-11.157033920288086
chr1	203386880	203388928	-14.564926147460938
chr1	203517952	203520000	-13.30311393737793
chr1	203526144	203528192	-19.47888946533203
chr1	203536384	203538432	-11.855215072631836
chr1	203544576	203546624	-12.779840469360352
chr1	203546624	203548672	-15.705660820007324
chr1	203548672	203550720	-12.18426513671875
chr1	203565056	203567104	-19.269777297973633
chr1	203569152	203571200	-10.534720420837402
chr1	203583488	203585536	-14.170957565307617
chr1	203603968	203606016	-20.117549896240234
chr1	203653120	203655168	-10.044300079345703
chr1	203661312	203663360	-10.055780410766602
chr1	203718656	203720704	-13.917266845703125
chr1	203730944	203732992	-12.518256187438965
chr1	203792384	203794432	-15.859725952148438
chr1	203796480	203798528	-14.0892915725708
chr1	204050432	204052480	-9.36121654510498
chr1	204140544	204142592	-9.726275444030762
chr13	98914304	98916352	-14.647027969360352
chr13	99018752	99020800	-13.389216423034668
chr13	99497984	99500032	-16.872447967529297
chr12	25841664	25843712	-12.841840744018555
chr12	26722304	26724352	-9.503859519958496
chr1	216246272	216248320	-8.910528182983398
chr22	28997632	28999680	-9.955397605895996
chr22	28999680	29001728	-11.47142505645752
chr16	80701440	80703488	-10.743574142456055
chr21	36243456	36245504	-9.473252296447754
chr11	118149120	118151168	-10.997541427612305
chr11	118405120	118407168	-9.557068824768066
chr11	118415360	118417408	-11.49654483795166
chr11	118444032	118446080	-9.764373779296875
chr11	118454272	118456320	-11.645723342895508
chr11	118480896	118482944	-10.689857482910156
chr11	118484992	118487040	-11.644989013671875
chr11	118491136	118493184	-10.272774696350098
chr11	118499328	118501376	-9.895522117614746
chr11	118509568	118511616	-13.31171703338623
chr11	118517760	118519808	-21.1667423248291
chr11	118579200	118581248	-10.320067405700684
chr4	104114176	104116224	-9.597031593322754
chr5	131162112	131164160	-16.119924545288086
chr5	131213312	131215360	-16.47346305847168
chr5	131246080	131248128	-18.34212303161621
chr5	131278848	131280896	-20.989789962768555
chr5	131409920	131411968	-9.139714241027832
chr5	131463168	131465216	-10.097543716430664
chr5	131489792	131491840	-14.163030624389648
chr5	131504128	131506176	-10.978679656982422
chr5	131510272	131512320	-10.804292678833008
chr5	131512320	131514368	-9.594430923461914
chr5	131516416	131518464	-8.993256568908691
chr5	131522560	131524608	-10.701815605163574
chr5	131540992	131543040	-9.018945693969727
chr5	131647488	131649536	-10.596318244934082
chr11	116852736	116854784	-29.801448822021484
chr11	116856832	116858880	-25.084211349487305
chr11	116865024	116867072	-18.933650970458984
chr11	116887552	116889600	-19.72702407836914
chr11	116944896	116946944	-20.167217254638672
chr11	116946944	116948992	-20.653377532958984
chr11	116955136	116957184	-23.99165916442871
chr11	116957184	116959232	-14.927495002746582
chr11	116967424	116969472	-13.881686210632324
chr11	116969472	116971520	-12.609809875488281
chr11	116971520	116973568	-13.64971923828125
chr11	116981760	116983808	-11.890461921691895
chr11	116992000	116994048	-22.959095001220703
chr11	116998144	117000192	-15.847715377807617
chr11	117000192	117002240	-16.497028350830078
chr11	117014528	117016576	-17.30891990661621
chr11	117016576	117018624	-21.101604461669922
chr11	117024768	117026816	-16.292171478271484
chr11	117026816	117028864	-15.686785697937012
chr11	117035008	117037056	-25.60256576538086
chr11	117037056	117039104	-20.517467498779297
chr11	117039104	117041152	-21.968555450439453
chr11	117045248	117047296	-15.654581069946289
chr11	117053440	117055488	-9.8577241897583
chr11	117057536	117059584	-13.222729682922363
chr11	117063680	117065728	-17.638044357299805
chr11	117067776	117069824	-13.505986213684082
chr11	117073920	117075968	-11.865599632263184
chr11	117121024	117123072	-13.002296447753906
chr11	117127168	117129216	-20.949542999267578
chr11	117133312	117135360	-10.154026985168457
chr11	117293056	117295104	-16.64737892150879
chr8	5591040	5593088	-11.332966804504395
chr13	30611456	30613504	-9.078510284423828
chr13	30615552	30617600	-9.734295845031738
chr13	30617600	30619648	-10.811495780944824
chr13	30818304	30820352	-13.741477966308594
chr11	132628480	132630528	-9.354761123657227
chr1	22970368	22972416	-14.011587142944336
chr1	23175168	23177216	-15.02782917022705
chr1	23212032	23214080	-9.780695915222168
chr1	23343104	23345152	-9.139305114746094
chr1	23361536	23363584	-17.0692081451416
chr1	23367680	23369728	-12.040820121765137
chr1	23425024	23427072	-9.563482284545898
chr1	23513088	23515136	-12.313509941101074
chr1	23527424	23529472	-12.090100288391113
chr1	23529472	23531520	-10.939146041870117
chr6	160970752	160972800	-11.82286262512207
chr6	161007616	161009664	-9.778953552246094
chr6	161021952	161024000	-9.465100288391113
chr6	161036288	161038336	-9.936945915222168
chr6	161210368	161212416	-9.537821769714355
chr6	161234944	161236992	-9.230926513671875
chr8	29493248	29495296	-9.029809951782227
chr8	29497344	29499392	-9.790918350219727
chr8	29833216	29835264	-10.219253540039062
chr1	27987968	27990016	-13.208333015441895
chr1	27998208	28000256	-8.971883773803711
chr1	28012544	28014592	-8.813801765441895
chr1	28055552	28057600	-8.955391883850098
chr1	28065792	28067840	-9.10340690612793
chr1	28073984	28076032	-10.879243850708008
chr1	28100608	28102656	-13.82514762878418
chr1	28143616	28145664	-9.080782890319824
chr1	28147712	28149760	-8.9266357421875
chr1	28168192	28170240	-22.091840744018555
chr1	28325888	28327936	-11.776968002319336
chr1	28368896	28370944	-19.618253707885742
chr3	37216256	37218304	-31.790197372436523
chr3	37222400	37224448	-25.251041412353516
chr3	37228544	37230592	-17.429119110107422
chr3	37255168	37257216	-18.37436294555664
chr3	37320704	37322752	-9.755617141723633
chr3	37445632	37447680	-10.175630569458008
chr3	37945344	37947392	-13.767362594604492
chr3	37949440	37951488	-9.621224403381348
chr10	112265216	112267264	-18.018638610839844
chr10	112398336	112400384	-18.013442993164062
chr10	112756736	112758784	-10.943380355834961
chr10	112779264	112781312	-12.53676700592041
chr17	4923392	4925440	-16.313915252685547
chr17	4958208	4960256	-11.6137056350708
chr17	5027840	5029888	-9.529850006103516
chr17	5189632	5191680	-9.779547691345215
chr17	5582848	5584896	-21.010303497314453
chr7	96632832	96634880	-11.182100296020508
chr7	96708608	96710656	-15.472860336303711
chr2	139585536	139587584	-11.5182523727417
chr1	19353600	19355648	-14.621569633483887
chr1	19400704	19402752	-11.414544105529785
chr1	19423232	19425280	-18.683683395385742
chr1	19431424	19433472	-11.79212474822998
chr1	19464192	19466240	-9.051487922668457
chr1	19468288	19470336	-14.421661376953125
chr1	19474432	19476480	-8.971244812011719
chr1	19476480	19478528	-9.969350814819336
chr1	19499008	19501056	-17.17333221435547
chr1	19503104	19505152	-21.621646881103516
chr1	19509248	19511296	-11.965205192565918
chr1	19521536	19523584	-14.034581184387207
chr1	19533824	19535872	-12.266000747680664
chr1	19576832	19578880	-8.921121597290039
chr1	19595264	19597312	-9.0733003616333
chr15	50423808	50425856	-21.85645294189453
chr15	50626560	50628608	-17.439987182617188
chr15	50753536	50755584	-13.855016708374023
chr18	70252544	70254592	-14.590436935424805
chr18	70307840	70309888	-11.214666366577148
chr18	70311936	70313984	-14.852210998535156
chr18	70318080	70320128	-9.69953441619873
chr18	70322176	70324224	-13.964093208312988
chr18	70324224	70326272	-15.444021224975586
chr18	70330368	70332416	-9.597002029418945
chr18	70338560	70340608	-9.107967376708984
chr18	70348800	70350848	-10.213953018188477
chr18	70356992	70359040	-26.295856475830078
chr18	70365184	70367232	-20.693662643432617
chr18	70381568	70383616	-9.367384910583496
chr4	80742400	80744448	-10.676363945007324
chr4	80832512	80834560	-13.646162033081055
chr4	113899520	113901568	-10.480084419250488
chr4	113915904	113917952	-12.856328010559082
chr4	113920000	113922048	-11.573129653930664
chr4	113936384	113938432	-8.779825210571289
chr4	113971200	113973248	-9.151145935058594
chr4	114112512	114114560	-9.201669692993164
chr4	114165760	114167808	-9.217660903930664
chr6	87099392	87101440	-12.08332633972168
chr5	118032384	118034432	-18.40289306640625
chr5	118095872	118097920	-8.938163757324219
chr5	122777600	122779648	-12.31315803527832
chr5	122851328	122853376	-9.86290454864502
chr5	122966016	122968064	-14.356895446777344
chr5	123031552	123033600	-8.742685317993164
chr11	26791936	26793984	-13.840906143188477
chr11	26800128	26802176	-13.345817565917969
chr11	26814464	26816512	-12.479768753051758
chr11	26816512	26818560	-18.214570999145508
chr11	26818560	26820608	-16.153940200805664
chr11	26822656	26824704	-14.510671615600586
chr11	26836992	26839040	-10.230912208557129
chr11	26841088	26843136	-13.687543869018555
chr11	26865664	26867712	-13.259195327758789
chr11	26904576	26906624	-16.13090705871582
chr11	26927104	26929152	-11.903314590454102
chr11	26974208	26976256	-11.667861938476562
chr11	27009024	27011072	-12.416009902954102
chr11	27011072	27013120	-14.569684028625488
chr11	27052032	27054080	-9.251564979553223
chr1	240080896	240082944	-20.142417907714844
chr1	240211968	240214016	-14.851130485534668
chr1	240232448	240234496	-15.436541557312012
chr1	240263168	240265216	-10.518836975097656
chr1	240287744	240289792	-11.233339309692383
chr1	240304128	240306176	-9.958572387695312
chr1	240320512	240322560	-10.978801727294922
chr1	240336896	240338944	-9.108797073364258
chr1	240343040	240345088	-9.338949203491211
chr1	240347136	240349184	-11.770596504211426
chr1	240349184	240351232	-9.773735046386719
chr1	240384000	240386048	-12.919717788696289
chr1	240390144	240392192	-14.483922004699707
chr1	240396288	240398336	-21.758516311645508
chr1	240398336	240400384	-16.256235122680664
chr1	240400384	240402432	-12.489355087280273
chr1	240408576	240410624	-9.581296920776367
chr1	240424960	240427008	-21.609363555908203
chr1	240427008	240429056	-17.24301528930664
chr1	240435200	240437248	-13.393513679504395
chr12	6488064	6490112	-18.91533851623535
chr12	6496256	6498304	-25.472871780395508
chr12	6529024	6531072	-9.155431747436523
chr12	6791168	6793216	-12.624391555786133
chr12	6832128	6834176	-10.674741744995117
chr12	6879232	6881280	-16.56233024597168
chr4	76513280	76515328	-9.368302345275879
chr4	76593152	76595200	-12.845402717590332
chr4	76605440	76607488	-10.18657112121582
chr4	76650496	76652544	-12.190278053283691
chr4	76660736	76662784	-9.801124572753906
chr4	76681216	76683264	-13.739294052124023
chr4	76695552	76697600	-13.797945022583008
chr4	76703744	76705792	-8.951226234436035
chr4	76752896	76754944	-8.85693645477295
chr19	16246784	16248832	-9.96238899230957
chr19	16248832	16250880	-10.56092357635498
chr19	16283648	16285696	-14.041162490844727
chr19	16289792	16291840	-9.01089096069336
chr19	16293888	16295936	-15.08599853515625
chr19	16302080	16304128	-8.7936372756958
chr19	16316416	16318464	-15.049051284790039
chr19	16330752	16332800	-11.419498443603516
chr19	16334848	16336896	-13.430150985717773
chr19	16336896	16338944	-12.1370267868042
chr19	16340992	16343040	-12.438185691833496
chr19	16347136	16349184	-20.922447204589844
chr19	16357376	16359424	-25.393356323242188
chr19	16484352	16486400	-9.443181991577148
chr7	155236352	155238400	-15.501863479614258
chr9	122886144	122888192	-13.984393119812012
chr9	122955776	122957824	-8.975467681884766
chr9	122986496	122988544	-9.746438980102539
chr9	122996736	122998784	-11.282593727111816
chr9	123006976	123009024	-10.382960319519043
chr9	123025408	123027456	-15.225845336914062
chr9	123084800	123086848	-11.04007625579834
chr15	80830464	80832512	-21.60153579711914
chr15	80875520	80877568	-14.248922348022461
chr15	80889856	80891904	-11.246337890625
chr15	81047552	81049600	-14.316662788391113
chr15	81049600	81051648	-16.95400047302246
chr15	81063936	81065984	-11.550153732299805
chr15	81068032	81070080	-14.9473295211792
chr15	81264640	81266688	-13.39332389831543
chr16	86620160	86622208	-9.346652030944824
chr16	87095296	87097344	-9.385648727416992
chr16	87377920	87379968	-11.203746795654297
chr6	34316288	34318336	-11.89795207977295
chr6	34332672	34334720	-14.962124824523926
chr6	34336768	34338816	-17.232120513916016
chr6	34752512	34754560	-9.07539176940918
chr6	34789376	34791424	-10.117593765258789
chr6	35090432	35092480	-12.315430641174316
chr6	35092480	35094528	-12.729561805725098
chr6	35155968	35158016	-11.756675720214844
chr6	35158016	35160064	-9.219766616821289
chr6	35160064	35162112	-14.212348937988281
chr6	35223552	35225600	-12.809364318847656
chr6	35229696	35231744	-9.84402847290039
chr8	73613312	73615360	-19.20018196105957
chr8	73734144	73736192	-11.75758171081543
chr8	73768960	73771008	-10.988763809204102
chr8	73775104	73777152	-9.5690336227417
chr8	73785344	73787392	-12.792787551879883
chr8	73795584	73797632	-9.224010467529297
chr8	73797632	73799680	-8.961862564086914
chr8	73799680	73801728	-10.701635360717773
chr8	73814016	73816064	-9.736576080322266
chr8	73820160	73822208	-17.140899658203125
chr8	73836544	73838592	-14.609506607055664
chr4	169396224	169398272	-16.106000900268555
chr4	169402368	169404416	-17.260766983032227
chr4	169404416	169406464	-27.958507537841797
chr4	169408512	169410560	-14.137979507446289
chr4	169414656	169416704	-13.132802963256836
chr4	169422848	169424896	-11.500697135925293
chr4	169435136	169437184	-11.853960037231445
chr4	169619456	169621504	-11.530067443847656
chr5	98414592	98416640	-14.387677192687988
chr5	98422784	98424832	-8.80360221862793
chr5	98433024	98435072	-12.25377368927002
chr5	98453504	98455552	-9.85710334777832
chr5	98457600	98459648	-9.302501678466797
chr5	98490368	98492416	-10.615898132324219
chr5	98508800	98510848	-8.859137535095215
chr5	98562048	98564096	-9.464006423950195
chr16	47417344	47419392	-9.389729499816895
chr16	47460352	47462400	-13.00030517578125
chr9	25053184	25055232	-11.692041397094727
chr14	48488448	48490496	-8.824386596679688
chr1	42848256	42850304	-9.64940071105957
chr1	42944512	42946560	-12.157753944396973
chr1	42946560	42948608	-9.03761100769043
chr4	124579840	124581888	-9.13503646850586
chr4	125057024	125059072	-9.887979507446289
chr4	125102080	125104128	-10.640204429626465
chr16	48365568	48367616	-9.387742042541504
chr16	48375808	48377856	-9.938495635986328
chr16	48406528	48408576	-15.25947380065918
chr16	48431104	48433152	-14.097677230834961
chr16	48435200	48437248	-10.519598960876465
chr16	48437248	48439296	-9.977761268615723
chr16	48478208	48480256	-21.487667083740234
chr16	48488448	48490496	-11.319870948791504
chr16	48562176	48564224	-12.165904998779297
chr16	48687104	48689152	-14.227422714233398
chr16	48873472	48875520	-10.905187606811523
chr6	37752832	37754880	-9.037321090698242
chr6	38164480	38166528	-8.974735260009766
