Run	Value	MetricType	Model
2	0.7809485948539812	Pearson_Diff_AtoB	Seq+Nascent_RNA
2	0.6190984651532813	Spearman_Diff_AtoB	Seq+Nascent_RNA
2	0.1366	MSE_Diff_AtoB	Seq+Nascent_RNA
2	0.6758882261837239	Pearson_Diff_BtoA	Seq+Nascent_RNA
2	0.5477779206263894	Spearman_Diff_BtoA	Seq+Nascent_RNA
2	0.19	MSE_Diff_BtoA	Seq+Nascent_RNA
3	0.7138042427178097	Pearson	Seq+Nascent_RNA
3	0.6505143510015734	Spearman	Seq+Nascent_RNA
3	0.148	MSE	Seq+Nascent_RNA
3	0.7941151667941555	Pearson_MSE0.3	Seq+Nascent_RNA
3	0.7425341224065108	Spearman_MSE0.3	Seq+Nascent_RNA
3	0.1655	MSE_MSE0.3	Seq+Nascent_RNA
3	0.7404660698083582	Pearson_MSE0.3_Same	Seq+Nascent_RNA
3	0.6912688899642488	Spearman_MSE0.3_Same	Seq+Nascent_RNA
3	0.1631	MSE_MSE0.3_Same	Seq+Nascent_RNA
3	0.82281714746027	Pearson_MSE0.3_AtoB	Seq+Nascent_RNA
3	0.7475022201202793	Spearman_MSE0.3_AtoB	Seq+Nascent_RNA
3	0.1437	MSE_MSE0.3_AtoB	Seq+Nascent_RNA
3	0.7907397425469915	Pearson_MSE0.3_BtoA	Seq+Nascent_RNA
3	0.768024197782054	Spearman_MSE0.3_BtoA	Seq+Nascent_RNA
3	0.2091	MSE_MSE0.3_BtoA	Seq+Nascent_RNA
3	0.6770784782475149	Pearson_Diff	Seq+Nascent_RNA
3	0.43030426444067427	Spearman_Diff	Seq+Nascent_RNA
3	0.1149	MSE_Diff	Seq+Nascent_RNA
3	0.4964560841055097	Pearson_Diff_Same	Seq+Nascent_RNA
3	0.258432447038629	Spearman_Diff_Same	Seq+Nascent_RNA
3	0.09796	MSE_Diff_Same	Seq+Nascent_RNA
3	0.7966670215427973	Pearson_Diff_AtoB	Seq+Nascent_RNA
3	0.6238542958705094	Spearman_Diff_AtoB	Seq+Nascent_RNA
3	0.12036	MSE_Diff_AtoB	Seq+Nascent_RNA
3	0.7119101493667871	Pearson_Diff_BtoA	Seq+Nascent_RNA
3	0.5977537591241158	Spearman_Diff_BtoA	Seq+Nascent_RNA
3	0.1713	MSE_Diff_BtoA	Seq+Nascent_RNA
4	0.7142973918445278	Pearson	Seq+Nascent_RNA
4	0.6527352587135247	Spearman	Seq+Nascent_RNA
4	0.149	MSE	Seq+Nascent_RNA
4	0.7787476161832522	Pearson_MSE0.3	Seq+Nascent_RNA
4	0.7343910565069071	Spearman_MSE0.3	Seq+Nascent_RNA
4	0.1746	MSE_MSE0.3	Seq+Nascent_RNA
4	0.7468214785611862	Pearson_MSE0.3_Same	Seq+Nascent_RNA
4	0.7164061318676872	Spearman_MSE0.3_Same	Seq+Nascent_RNA
4	0.1598	MSE_MSE0.3_Same	Seq+Nascent_RNA
4	0.7998045927213515	Pearson_MSE0.3_AtoB	Seq+Nascent_RNA
4	0.7336895916801638	Spearman_MSE0.3_AtoB	Seq+Nascent_RNA
4	0.1582	MSE_MSE0.3_AtoB	Seq+Nascent_RNA
4	0.7684486287781708	Pearson_MSE0.3_BtoA	Seq+Nascent_RNA
4	0.7470342342272756	Spearman_MSE0.3_BtoA	Seq+Nascent_RNA
4	0.2189	MSE_MSE0.3_BtoA	Seq+Nascent_RNA
4	0.6630951080929153	Pearson_Diff	Seq+Nascent_RNA
4	0.4312657887527516	Spearman_Diff	Seq+Nascent_RNA
4	0.12354	MSE_Diff	Seq+Nascent_RNA
4	0.49724474921115874	Pearson_Diff_Same	Seq+Nascent_RNA
4	0.27320394523506847	Spearman_Diff_Same	Seq+Nascent_RNA
4	0.10474	MSE_Diff_Same	Seq+Nascent_RNA
4	0.7733861753468155	Pearson_Diff_AtoB	Seq+Nascent_RNA
4	0.6148830764045126	Spearman_Diff_AtoB	Seq+Nascent_RNA
4	0.135	MSE_Diff_AtoB	Seq+Nascent_RNA
4	0.6938755983177971	Pearson_Diff_BtoA	Seq+Nascent_RNA
4	0.5892313614865359	Spearman_Diff_BtoA	Seq+Nascent_RNA
4	0.1772	MSE_Diff_BtoA	Seq+Nascent_RNA
5	0.7231494087342549	Pearson	Seq+Nascent_RNA
5	0.6527305632220681	Spearman	Seq+Nascent_RNA
5	0.1514	MSE	Seq+Nascent_RNA
5	0.8020168476598556	Pearson_MSE0.3	Seq+Nascent_RNA
5	0.7490016279494923	Spearman_MSE0.3	Seq+Nascent_RNA
5	0.1803	MSE_MSE0.3	Seq+Nascent_RNA
5	0.7813257163159469	Pearson_MSE0.3_Same	Seq+Nascent_RNA
5	0.7133363320738576	Spearman_MSE0.3_Same	Seq+Nascent_RNA
5	0.1537	MSE_MSE0.3_Same	Seq+Nascent_RNA
5	0.8058665387392414	Pearson_MSE0.3_AtoB	Seq+Nascent_RNA
5	0.7379438422169916	Spearman_MSE0.3_AtoB	Seq+Nascent_RNA
5	0.1748	MSE_MSE0.3_AtoB	Seq+Nascent_RNA
5	0.8096491787594604	Pearson_MSE0.3_BtoA	Seq+Nascent_RNA
5	0.7881775501611605	Spearman_MSE0.3_BtoA	Seq+Nascent_RNA
5	0.2145	MSE_MSE0.3_BtoA	Seq+Nascent_RNA
5	0.6806742009589545	Pearson_Diff	Seq+Nascent_RNA
5	0.43122305701636393	Spearman_Diff	Seq+Nascent_RNA
5	0.12177	MSE_Diff	Seq+Nascent_RNA
5	0.5001912716078407	Pearson_Diff_Same	Seq+Nascent_RNA
5	0.2609679540168921	Spearman_Diff_Same	Seq+Nascent_RNA
5	0.09973	MSE_Diff_Same	Seq+Nascent_RNA
5	0.7827417952448674	Pearson_Diff_AtoB	Seq+Nascent_RNA
5	0.6165091867238508	Spearman_Diff_AtoB	Seq+Nascent_RNA
5	0.1432	MSE_Diff_AtoB	Seq+Nascent_RNA
5	0.7347246620703087	Pearson_Diff_BtoA	Seq+Nascent_RNA
5	0.619676232662366	Spearman_Diff_BtoA	Seq+Nascent_RNA
5	0.1718	MSE_Diff_BtoA	Seq+Nascent_RNA
1	0.7236408305316031	Pearson	Seq+Trans-located_RNA
1	0.6584277063019378	Spearman	Seq+Trans-located_RNA
1	0.1469	MSE	Seq+Trans-located_RNA
1	0.8080777307028534	Pearson_MSE0.3	Seq+Trans-located_RNA
1	0.7484706442342243	Spearman_MSE0.3	Seq+Trans-located_RNA
1	0.1531	MSE_MSE0.3	Seq+Trans-located_RNA
1	0.7593082139956702	Pearson_MSE0.3_Same	Seq+Trans-located_RNA
1	0.6988536109243388	Spearman_MSE0.3_Same	Seq+Trans-located_RNA
1	0.1573	MSE_MSE0.3_Same	Seq+Trans-located_RNA
1	0.8211649595422583	Pearson_MSE0.3_AtoB	Seq+Trans-located_RNA
1	0.745694128194605	Spearman_MSE0.3_AtoB	Seq+Trans-located_RNA
1	0.1426	MSE_MSE0.3_AtoB	Seq+Trans-located_RNA
1	0.8223139588925542	Pearson_MSE0.3_BtoA	Seq+Trans-located_RNA
1	0.7871289067549232	Spearman_MSE0.3_BtoA	Seq+Trans-located_RNA
1	0.1688	MSE_MSE0.3_BtoA	Seq+Trans-located_RNA
1	0.7036095289768108	Pearson_Diff	Seq+Trans-located_RNA
1	0.45270518501252205	Spearman_Diff	Seq+Trans-located_RNA
1	0.108	MSE_Diff	Seq+Trans-located_RNA
1	0.529694302458597	Pearson_Diff_Same	Seq+Trans-located_RNA
1	0.2820983951635452	Spearman_Diff_Same	Seq+Trans-located_RNA
1	0.0942	MSE_Diff_Same	Seq+Trans-located_RNA
1	0.7973879476609882	Pearson_Diff_AtoB	Seq+Trans-located_RNA
1	0.6301826696893666	Spearman_Diff_AtoB	Seq+Trans-located_RNA
1	0.1193	MSE_Diff_AtoB	Seq+Trans-located_RNA
1	0.7610758997726789	Pearson_Diff_BtoA	Seq+Trans-located_RNA
1	0.6373469269597553	Spearman_Diff_BtoA	Seq+Trans-located_RNA
1	0.1427	MSE_Diff_BtoA	Seq+Trans-located_RNA
2	0.7333183520634192	Pearson	Seq+Trans-located_RNA
2	0.6629708015743068	Spearman	Seq+Trans-located_RNA
2	0.1404	MSE	Seq+Trans-located_RNA
2	0.8226090015992253	Pearson_MSE0.3	Seq+Trans-located_RNA
2	0.7658375750289277	Spearman_MSE0.3	Seq+Trans-located_RNA
2	0.1492	MSE_MSE0.3	Seq+Trans-located_RNA
2	0.7763288995296468	Pearson_MSE0.3_Same	Seq+Trans-located_RNA
2	0.7244999915516197	Spearman_MSE0.3_Same	Seq+Trans-located_RNA
2	0.1466	MSE_MSE0.3_Same	Seq+Trans-located_RNA
2	0.8318637378617322	Pearson_MSE0.3_AtoB	Seq+Trans-located_RNA
2	0.7569939721990206	Spearman_MSE0.3_AtoB	Seq+Trans-located_RNA
2	0.141	MSE_MSE0.3_AtoB	Seq+Trans-located_RNA
2	0.8366586858430646	Pearson_MSE0.3_BtoA	Seq+Trans-located_RNA
2	0.8075765819792295	Spearman_MSE0.3_BtoA	Seq+Trans-located_RNA
2	0.1669	MSE_MSE0.3_BtoA	Seq+Trans-located_RNA
2	0.6997402715278175	Pearson_Diff	Seq+Trans-located_RNA
2	0.4453697918479362	Spearman_Diff	Seq+Trans-located_RNA
2	0.1097	MSE_Diff	Seq+Trans-located_RNA
2	0.4991667565086434	Pearson_Diff_Same	Seq+Trans-located_RNA
2	0.2634035825463106	Spearman_Diff_Same	Seq+Trans-located_RNA
2	0.0976	MSE_Diff_Same	Seq+Trans-located_RNA
2	0.8028981013813891	Pearson_Diff_AtoB	Seq+Trans-located_RNA
2	0.6393606486155486	Spearman_Diff_AtoB	Seq+Trans-located_RNA
2	0.11993	MSE_Diff_AtoB	Seq+Trans-located_RNA
2	0.7748331515257127	Pearson_Diff_BtoA	Seq+Trans-located_RNA
2	0.6458239730519643	Spearman_Diff_BtoA	Seq+Trans-located_RNA
2	0.1398	MSE_Diff_BtoA	Seq+Trans-located_RNA
3	0.729238544224757	Pearson	Seq+Trans-located_RNA
3	0.6610273380039476	Spearman	Seq+Trans-located_RNA
3	0.1451	MSE	Seq+Trans-located_RNA
3	0.8110679160149519	Pearson_MSE0.3	Seq+Trans-located_RNA
3	0.7591283168980658	Spearman_MSE0.3	Seq+Trans-located_RNA
3	0.1514	MSE_MSE0.3	Seq+Trans-located_RNA
3	0.7227137400985623	Pearson_MSE0.3_Same	Seq+Trans-located_RNA
3	0.6764735721844183	Spearman_MSE0.3_Same	Seq+Trans-located_RNA
3	0.1783	MSE_MSE0.3_Same	Seq+Trans-located_RNA
3	0.8317242983599615	Pearson_MSE0.3_AtoB	Seq+Trans-located_RNA
3	0.7630898496157857	Spearman_MSE0.3_AtoB	Seq+Trans-located_RNA
3	0.1348	MSE_MSE0.3_AtoB	Seq+Trans-located_RNA
3	0.8388049598565499	Pearson_MSE0.3_BtoA	Seq+Trans-located_RNA
3	0.8108684224274493	Spearman_MSE0.3_BtoA	Seq+Trans-located_RNA
3	0.1588	MSE_MSE0.3_BtoA	Seq+Trans-located_RNA
3	0.6994207045179354	Pearson_Diff	Seq+Trans-located_RNA
3	0.448572994356225	Spearman_Diff	Seq+Trans-located_RNA
3	0.1144	MSE_Diff	Seq+Trans-located_RNA
3	0.5004973549554765	Pearson_Diff_Same	Seq+Trans-located_RNA
3	0.26552183040978333	Spearman_Diff_Same	Seq+Trans-located_RNA
3	0.1062	MSE_Diff_Same	Seq+Trans-located_RNA
3	0.8035218967122961	Pearson_Diff_AtoB	Seq+Trans-located_RNA
3	0.6388916303491321	Spearman_Diff_AtoB	Seq+Trans-located_RNA
3	0.11975	MSE_Diff_AtoB	Seq+Trans-located_RNA
3	0.7749979756564616	Pearson_Diff_BtoA	Seq+Trans-located_RNA
3	0.6611208628539071	Spearman_Diff_BtoA	Seq+Trans-located_RNA
3	0.1371	MSE_Diff_BtoA	Seq+Trans-located_RNA
4	0.7335611267858986	Pearson	Seq+Trans-located_RNA
4	0.6672417413328038	Spearman	Seq+Trans-located_RNA
4	0.1426	MSE	Seq+Trans-located_RNA
4	0.8102427388738751	Pearson_MSE0.3	Seq+Trans-located_RNA
4	0.7552319718846352	Spearman_MSE0.3	Seq+Trans-located_RNA
4	0.157	MSE_MSE0.3	Seq+Trans-located_RNA
4	0.7349599125226185	Pearson_MSE0.3_Same	Seq+Trans-located_RNA
4	0.6807893389690436	Spearman_MSE0.3_Same	Seq+Trans-located_RNA
4	0.167	MSE_MSE0.3_Same	Seq+Trans-located_RNA
4	0.8233141656499773	Pearson_MSE0.3_AtoB	Seq+Trans-located_RNA
4	0.7514459310623475	Spearman_MSE0.3_AtoB	Seq+Trans-located_RNA
4	0.145	MSE_MSE0.3_AtoB	Seq+Trans-located_RNA
4	0.8376784475763075	Pearson_MSE0.3_BtoA	Seq+Trans-located_RNA
4	0.8133959869367859	Spearman_MSE0.3_BtoA	Seq+Trans-located_RNA
4	0.1705	MSE_MSE0.3_BtoA	Seq+Trans-located_RNA
4	0.6974973652655745	Pearson_Diff	Seq+Trans-located_RNA
4	0.4421490477314084	Spearman_Diff	Seq+Trans-located_RNA
4	0.1161	MSE_Diff	Seq+Trans-located_RNA
4	0.510122921293117	Pearson_Diff_Same	Seq+Trans-located_RNA
4	0.26621220023350983	Spearman_Diff_Same	Seq+Trans-located_RNA
4	0.10284	MSE_Diff_Same	Seq+Trans-located_RNA
4	0.7963972568724579	Pearson_Diff_AtoB	Seq+Trans-located_RNA
4	0.6223645974107876	Spearman_Diff_AtoB	Seq+Trans-located_RNA
4	0.1267	MSE_Diff_AtoB	Seq+Trans-located_RNA
4	0.7608596803786963	Pearson_Diff_BtoA	Seq+Trans-located_RNA
4	0.6387097751022248	Spearman_Diff_BtoA	Seq+Trans-located_RNA
4	0.15	MSE_Diff_BtoA	Seq+Trans-located_RNA
5	0.7280082090486932	Pearson	Seq+Trans-located_RNA
5	0.6610376323968558	Spearman	Seq+Trans-located_RNA
5	0.1467	MSE	Seq+Trans-located_RNA
5	0.8132303808840268	Pearson_MSE0.3	Seq+Trans-located_RNA
5	0.759397899624527	Spearman_MSE0.3	Seq+Trans-located_RNA
5	0.1514	MSE_MSE0.3	Seq+Trans-located_RNA
5	0.7522325206476864	Pearson_MSE0.3_Same	Seq+Trans-located_RNA
5	0.6962484449261042	Spearman_MSE0.3_Same	Seq+Trans-located_RNA
5	0.1702	MSE_MSE0.3_Same	Seq+Trans-located_RNA
5	0.8390082106328733	Pearson_MSE0.3_AtoB	Seq+Trans-located_RNA
5	0.7646600861883818	Spearman_MSE0.3_AtoB	Seq+Trans-located_RNA
5	0.1333	MSE_MSE0.3_AtoB	Seq+Trans-located_RNA
5	0.8199254399177893	Pearson_MSE0.3_BtoA	Seq+Trans-located_RNA
5	0.7966667723485649	Spearman_MSE0.3_BtoA	Seq+Trans-located_RNA
5	0.169	MSE_MSE0.3_BtoA	Seq+Trans-located_RNA
5	0.7073339639488555	Pearson_Diff	Seq+Trans-located_RNA
5	0.4600173514823782	Spearman_Diff	Seq+Trans-located_RNA
5	0.1158	MSE_Diff	Seq+Trans-located_RNA
5	0.5300925327370846	Pearson_Diff_Same	Seq+Trans-located_RNA
5	0.29009650212338334	Spearman_Diff_Same	Seq+Trans-located_RNA
5	0.10583	MSE_Diff_Same	Seq+Trans-located_RNA
5	0.8130107508794189	Pearson_Diff_AtoB	Seq+Trans-located_RNA
5	0.6426031916144018	Spearman_Diff_AtoB	Seq+Trans-located_RNA
5	0.12036	MSE_Diff_AtoB	Seq+Trans-located_RNA
5	0.7576415964605999	Pearson_Diff_BtoA	Seq+Trans-located_RNA
5	0.6434456496196677	Spearman_Diff_BtoA	Seq+Trans-located_RNA
5	0.1464	MSE_Diff_BtoA	Seq+Trans-located_RNA
1	0.7539816661256302	Pearson	Seq+ATAC-seq
1	0.6932765446331858	Spearman	Seq+ATAC-seq
1	0.1321	MSE	Seq+ATAC-seq
1	0.8179221569699677	Pearson_MSE0.3	Seq+ATAC-seq
1	0.7723173680851785	Spearman_MSE0.3	Seq+ATAC-seq
1	0.147	MSE_MSE0.3	Seq+ATAC-seq
1	0.7824726662854286	Pearson_MSE0.3_Same	Seq+ATAC-seq
1	0.7355444858692628	Spearman_MSE0.3_Same	Seq+ATAC-seq
1	0.144	MSE_MSE0.3_Same	Seq+ATAC-seq
1	0.8448230100426273	Pearson_MSE0.3_AtoB	Seq+ATAC-seq
1	0.7833052047217042	Spearman_MSE0.3_AtoB	Seq+ATAC-seq
1	0.1272	MSE_MSE0.3_AtoB	Seq+ATAC-seq
1	0.7997782485296229	Pearson_MSE0.3_BtoA	Seq+ATAC-seq
1	0.7760846216903574	Spearman_MSE0.3_BtoA	Seq+ATAC-seq
1	0.1868	MSE_MSE0.3_BtoA	Seq+ATAC-seq
1	0.7165352470249402	Pearson_Diff	Seq+ATAC-seq
1	0.4848561777349128	Spearman_Diff	Seq+ATAC-seq
1	0.1115	MSE_Diff	Seq+ATAC-seq
1	0.5525169046211211	Pearson_Diff_Same	Seq+ATAC-seq
1	0.32426392869127496	Spearman_Diff_Same	Seq+ATAC-seq
1	0.1006	MSE_Diff_Same	Seq+ATAC-seq
1	0.817451521573596	Pearson_Diff_AtoB	Seq+ATAC-seq
1	0.6546108798449681	Spearman_Diff_AtoB	Seq+ATAC-seq
1	0.11615	MSE_Diff_AtoB	Seq+ATAC-seq
1	0.7558135342888065	Pearson_Diff_BtoA	Seq+ATAC-seq
1	0.6676570992322353	Spearman_Diff_BtoA	Seq+ATAC-seq
1	0.146	MSE_Diff_BtoA	Seq+ATAC-seq
2	0.7519591124816423	Pearson	Seq+ATAC-seq
2	0.6938297072290194	Spearman	Seq+ATAC-seq
2	0.1383	MSE	Seq+ATAC-seq
2	0.8055237020832081	Pearson_MSE0.3	Seq+ATAC-seq
2	0.7589790244219974	Spearman_MSE0.3	Seq+ATAC-seq
2	0.167	MSE_MSE0.3	Seq+ATAC-seq
2	0.754725758965719	Pearson_MSE0.3_Same	Seq+ATAC-seq
2	0.708951923636576	Spearman_MSE0.3_Same	Seq+ATAC-seq
2	0.1622	MSE_MSE0.3_Same	Seq+ATAC-seq
2	0.8330187700361409	Pearson_MSE0.3_AtoB	Seq+ATAC-seq
2	0.7782623576718433	Spearman_MSE0.3_AtoB	Seq+ATAC-seq
2	0.1499	MSE_MSE0.3_AtoB	Seq+ATAC-seq
2	0.7920815506873196	Pearson_MSE0.3_BtoA	Seq+ATAC-seq
2	0.7599673165799413	Spearman_MSE0.3_BtoA	Seq+ATAC-seq
2	0.2036	MSE_MSE0.3_BtoA	Seq+ATAC-seq
2	0.7065612307027116	Pearson_Diff	Seq+ATAC-seq
2	0.4816761079337272	Spearman_Diff	Seq+ATAC-seq
2	0.1149	MSE_Diff	Seq+ATAC-seq
2	0.5404136608633964	Pearson_Diff_Same	Seq+ATAC-seq
2	0.3216831993229942	Spearman_Diff_Same	Seq+ATAC-seq
2	0.09705	MSE_Diff_Same	Seq+ATAC-seq
2	0.8061852904614228	Pearson_Diff_AtoB	Seq+ATAC-seq
2	0.658523987740595	Spearman_Diff_AtoB	Seq+ATAC-seq
2	0.1288	MSE_Diff_AtoB	Seq+ATAC-seq
2	0.7371167502209119	Pearson_Diff_BtoA	Seq+ATAC-seq
2	0.6315851804666593	Spearman_Diff_BtoA	Seq+ATAC-seq
2	0.1613	MSE_Diff_BtoA	Seq+ATAC-seq
3	0.7605286056584816	Pearson	Seq+ATAC-seq
3	0.7014034615688973	Spearman	Seq+ATAC-seq
3	0.1283	MSE	Seq+ATAC-seq
3	0.8152057301670538	Pearson_MSE0.3	Seq+ATAC-seq
3	0.7712653954720734	Spearman_MSE0.3	Seq+ATAC-seq
3	0.1478	MSE_MSE0.3	Seq+ATAC-seq
3	0.783608920289177	Pearson_MSE0.3_Same	Seq+ATAC-seq
3	0.7441703532023027	Spearman_MSE0.3_Same	Seq+ATAC-seq
3	0.1416	MSE_MSE0.3_Same	Seq+ATAC-seq
3	0.8339756141496847	Pearson_MSE0.3_AtoB	Seq+ATAC-seq
3	0.7709854340954478	Spearman_MSE0.3_AtoB	Seq+ATAC-seq
3	0.1345	MSE_MSE0.3_AtoB	Seq+ATAC-seq
3	0.8101001611175875	Pearson_MSE0.3_BtoA	Seq+ATAC-seq
3	0.7879177555057373	Spearman_MSE0.3_BtoA	Seq+ATAC-seq
3	0.1785	MSE_MSE0.3_BtoA	Seq+ATAC-seq
3	0.7208532812241818	Pearson_Diff	Seq+ATAC-seq
3	0.4937461101527586	Spearman_Diff	Seq+ATAC-seq
3	0.1019	MSE_Diff	Seq+ATAC-seq
3	0.5612929376146328	Pearson_Diff_Same	Seq+ATAC-seq
3	0.33293504302705856	Spearman_Diff_Same	Seq+ATAC-seq
3	0.0877	MSE_Diff_Same	Seq+ATAC-seq
3	0.8096628045519951	Pearson_Diff_AtoB	Seq+ATAC-seq
3	0.655158978784446	Spearman_Diff_AtoB	Seq+ATAC-seq
3	0.113	MSE_Diff_AtoB	Seq+ATAC-seq
3	0.7702640192154672	Pearson_Diff_BtoA	Seq+ATAC-seq
3	0.6779906941921237	Spearman_Diff_BtoA	Seq+ATAC-seq
3	0.1387	MSE_Diff_BtoA	Seq+ATAC-seq
4	0.749300857274766	Pearson	Seq+ATAC-seq
4	0.6897389863239296	Spearman	Seq+ATAC-seq
4	0.1322	MSE	Seq+ATAC-seq
4	0.8153106303560281	Pearson_MSE0.3	Seq+ATAC-seq
4	0.7687616287303104	Spearman_MSE0.3	Seq+ATAC-seq
4	0.1492	MSE_MSE0.3	Seq+ATAC-seq
4	0.7872869317982075	Pearson_MSE0.3_Same	Seq+ATAC-seq
4	0.7327888592238341	Spearman_MSE0.3_Same	Seq+ATAC-seq
4	0.1368	MSE_MSE0.3_Same	Seq+ATAC-seq
4	0.8296481237003822	Pearson_MSE0.3_AtoB	Seq+ATAC-seq
4	0.7733143200482261	Spearman_MSE0.3_AtoB	Seq+ATAC-seq
4	0.1401	MSE_MSE0.3_AtoB	Seq+ATAC-seq
4	0.8119233490486218	Pearson_MSE0.3_BtoA	Seq+ATAC-seq
4	0.7841832860521198	Spearman_MSE0.3_BtoA	Seq+ATAC-seq
4	0.1774	MSE_MSE0.3_BtoA	Seq+ATAC-seq
4	0.7094193643503699	Pearson_Diff	Seq+ATAC-seq
4	0.47225441655373696	Spearman_Diff	Seq+ATAC-seq
4	0.1064	MSE_Diff	Seq+ATAC-seq
4	0.536697170260652	Pearson_Diff_Same	Seq+ATAC-seq
4	0.30196614882875855	Spearman_Diff_Same	Seq+ATAC-seq
4	0.0922	MSE_Diff_Same	Seq+ATAC-seq
4	0.8015483485185813	Pearson_Diff_AtoB	Seq+ATAC-seq
4	0.6417436903984054	Spearman_Diff_AtoB	Seq+ATAC-seq
4	0.1203	MSE_Diff_AtoB	Seq+ATAC-seq
4	0.7700659473948376	Pearson_Diff_BtoA	Seq+ATAC-seq
4	0.6791273615800479	Spearman_Diff_BtoA	Seq+ATAC-seq
4	0.1384	MSE_Diff_BtoA	Seq+ATAC-seq
5	0.7536407524273778	Pearson	Seq+ATAC-seq
5	0.6926112233079819	Spearman	Seq+ATAC-seq
5	0.1311	MSE	Seq+ATAC-seq
5	0.8162575344864399	Pearson_MSE0.3	Seq+ATAC-seq
5	0.7712269186485986	Spearman_MSE0.3	Seq+ATAC-seq
5	0.1512	MSE_MSE0.3	Seq+ATAC-seq
5	0.7779699865516214	Pearson_MSE0.3_Same	Seq+ATAC-seq
5	0.7338708244447437	Spearman_MSE0.3_Same	Seq+ATAC-seq
5	0.1414	MSE_MSE0.3_Same	Seq+ATAC-seq
5	0.8423240812430163	Pearson_MSE0.3_AtoB	Seq+ATAC-seq
5	0.7805725406103754	Spearman_MSE0.3_AtoB	Seq+ATAC-seq
5	0.1364	MSE_MSE0.3_AtoB	Seq+ATAC-seq
5	0.8028748855428665	Pearson_MSE0.3_BtoA	Seq+ATAC-seq
5	0.7762911647108065	Spearman_MSE0.3_BtoA	Seq+ATAC-seq
5	0.1882	MSE_MSE0.3_BtoA	Seq+ATAC-seq
5	0.7192186080879535	Pearson_Diff	Seq+ATAC-seq
5	0.48739894600546585	Spearman_Diff	Seq+ATAC-seq
5	0.1051	MSE_Diff	Seq+ATAC-seq
5	0.5531497461487922	Pearson_Diff_Same	Seq+ATAC-seq
5	0.32315142918029227	Spearman_Diff_Same	Seq+ATAC-seq
5	0.09094	MSE_Diff_Same	Seq+ATAC-seq
5	0.8154820405877117	Pearson_Diff_AtoB	Seq+ATAC-seq
5	0.6550677137874273	Spearman_Diff_AtoB	Seq+ATAC-seq
5	0.1154	MSE_Diff_AtoB	Seq+ATAC-seq
5	0.7647970128812543	Pearson_Diff_BtoA	Seq+ATAC-seq
5	0.6764973536720457	Spearman_Diff_BtoA	Seq+ATAC-seq
5	0.143	MSE_Diff_BtoA	Seq+ATAC-seq
1	0.758079047884242	Pearson	Seq+ATAC-seq+Trans-located_RNA
1	0.6968230323599193	Spearman	Seq+ATAC-seq+Trans-located_RNA
1	0.1306	MSE	Seq+ATAC-seq+Trans-located_RNA
1	0.8221982466317775	Pearson_MSE0.3	Seq+ATAC-seq+Trans-located_RNA
1	0.7752067554379437	Spearman_MSE0.3	Seq+ATAC-seq+Trans-located_RNA
1	0.1462	MSE_MSE0.3	Seq+ATAC-seq+Trans-located_RNA
1	0.7585310976444338	Pearson_MSE0.3_Same	Seq+ATAC-seq+Trans-located_RNA
1	0.7159198389457652	Spearman_MSE0.3_Same	Seq+ATAC-seq+Trans-located_RNA
1	0.1549	MSE_MSE0.3_Same	Seq+ATAC-seq+Trans-located_RNA
1	0.8417351250369159	Pearson_MSE0.3_AtoB	Seq+ATAC-seq+Trans-located_RNA
1	0.7840723859004199	Spearman_MSE0.3_AtoB	Seq+ATAC-seq+Trans-located_RNA
1	0.1309	MSE_MSE0.3_AtoB	Seq+ATAC-seq+Trans-located_RNA
1	0.8306456096076272	Pearson_MSE0.3_BtoA	Seq+ATAC-seq+Trans-located_RNA
1	0.7995635453657252	Spearman_MSE0.3_BtoA	Seq+ATAC-seq+Trans-located_RNA
1	0.1678	MSE_MSE0.3_BtoA	Seq+ATAC-seq+Trans-located_RNA
1	0.7203859772369984	Pearson_Diff	Seq+ATAC-seq+Trans-located_RNA
1	0.4939411837752389	Spearman_Diff	Seq+ATAC-seq+Trans-located_RNA
1	0.1033	MSE_Diff	Seq+ATAC-seq+Trans-located_RNA
1	0.5457334630131501	Pearson_Diff_Same	Seq+ATAC-seq+Trans-located_RNA
1	0.3207638165553671	Spearman_Diff_Same	Seq+ATAC-seq+Trans-located_RNA
1	0.0905	MSE_Diff_Same	Seq+ATAC-seq+Trans-located_RNA
1	0.8172106245854404	Pearson_Diff_AtoB	Seq+ATAC-seq+Trans-located_RNA
1	0.6680631652036726	Spearman_Diff_AtoB	Seq+ATAC-seq+Trans-located_RNA
1	0.1101	MSE_Diff_AtoB	Seq+ATAC-seq+Trans-located_RNA
1	0.7746750912234864	Pearson_Diff_BtoA	Seq+ATAC-seq+Trans-located_RNA
1	0.6831635984026689	Spearman_Diff_BtoA	Seq+ATAC-seq+Trans-located_RNA
1	0.1415	MSE_Diff_BtoA	Seq+ATAC-seq+Trans-located_RNA
2	0.7652069533523538	Pearson	Seq+ATAC-seq+Trans-located_RNA
2	0.7052128177072532	Spearman	Seq+ATAC-seq+Trans-located_RNA
2	0.1285	MSE	Seq+ATAC-seq+Trans-located_RNA
2	0.8380332752596896	Pearson_MSE0.3	Seq+ATAC-seq+Trans-located_RNA
2	0.7936973775606277	Spearman_MSE0.3	Seq+ATAC-seq+Trans-located_RNA
2	0.1339	MSE_MSE0.3	Seq+ATAC-seq+Trans-located_RNA
2	0.7697916823368645	Pearson_MSE0.3_Same	Seq+ATAC-seq+Trans-located_RNA
